accession	scientific_name	tax_id
KC911604	Homo sapiens	9606
KF056253	Homo sapiens	9606
KF161830	Homo sapiens	9606
KF162092	Homo sapiens	9606
KF163000	Homo sapiens	9606
KF450949	Homo sapiens	9606
KF451043	Homo sapiens	9606
KF451115	Homo sapiens	9606
KF451334	Homo sapiens	9606
KF540609	Homo sapiens	9606
KF540969	Homo sapiens	9606
KJ018969	Homo sapiens	9606
KJ154288	Homo sapiens	9606
KJ185931	Homo sapiens	9606
KJ446160	Homo sapiens	9606
KJ446167	Homo sapiens	9606
KJ446272	Homo sapiens	9606
KJ446320	Homo sapiens	9606
KJ446670	Homo sapiens	9606
KJ564223	Anguilla anguilla	7936
KJ564268	Anguilla anguilla	7936
KJ746954	Hypophthalmichthys molitrix	13095
KJ765971	Homo sapiens	9606
KM096988	Cetorhinus maximus	57982
KM100619	Glyphis glyphis	571825
KM100650	Glyphis glyphis	571825
KM100660	Glyphis glyphis	571825
KM100688	Glyphis glyphis	571825
KM101836	Homo sapiens	9606
KM101840	Homo sapiens	9606
KM101980	Homo sapiens	9606
KM102130	Homo sapiens	9606
KM186183	Paramisgurnus dabryanus	90735
KM252731	Homo sapiens	9606
KM374634	Eopsaltria australis	44318
KP076664	Homo sapiens	9606
KP129092	Urocyon cinereoargenteus	55040
KP129093	Urocyon cinereoargenteus	55040
KP211425	Gallus gallus	9031
KP240703	Homo sapiens	9606
KP346051	Homo sapiens	9606
KP407029	Homo sapiens	9606
KP900753	Homo sapiens	9606
KR059940	Cannabis sativa	3483
KR134372	Plecotus macrobullaris	242915
KT175513	Poecilia formosa	48698
KT211440	Sander vitreus	283036
KT587582	Homo sapiens	9606
KT587597	Homo sapiens	9606
KT601206	Tursiops truncatus	9739
KT700199	Homo sapiens	9606
KT725890	Homo sapiens	9606
KT726125	Homo sapiens	9606
KT749801	Homo sapiens	9606
KT851984	Homo sapiens	9606
KU196381	Schistosoma japonicum	6182
KU196816	Thermophis baileyi	527827
KU577290	Junonia iphita	127344
KU891345	Physeter macrocephalus	9755
KX023905	Homo sapiens	9606
KX117982	Anarhichas lupus	8204
KX267064	Gadus morhua	8049
KX276860	Isospora serinuse	1678285
KX457104	Homo sapiens	9606
KX457152	Homo sapiens	9606
KX457200	Homo sapiens	9606
KX457254	Homo sapiens	9606
KX457336	Homo sapiens	9606
KX457502	Homo sapiens	9606
KX457560	Homo sapiens	9606
KX467293	Homo sapiens	9606
KX467302	Homo sapiens	9606
KX467312	Homo sapiens	9606
KX690094	Homo sapiens	9606
KX702230	Homo sapiens	9606
KX758333	Bubalus bubalis	89462
KX857437	Stenella longirostris	9736
KX982630	Sus scrofa	9823
KY224577	Anenteotermes cf. polyscolus BDIT101	1934448
KY352241	Birgus latro	177283
KY408433	Homo sapiens	9606
KY408469	Homo sapiens	9606
KY408991	Homo sapiens	9606
KY409056	Homo sapiens	9606
KY409213	Homo sapiens	9606
KY409323	Homo sapiens	9606
KY409439	Homo sapiens	9606
KY495600	Cyathostomum catinatum	59891
KY495602	Poteriostomum imparidentatum	54000
KY923310	Plasmodium vivax	5855
KY923611	Plasmodium falciparum	5833
LC554776	Amblyomma testudinarium	375577
LC554782	Amblyomma testudinarium	375577
LC567917	Haemaphysalis japonica	558168
LC567921	Haemaphysalis japonica	558168
LC567922	Haemaphysalis japonica	558168
LC567929	Haemaphysalis japonica	558168
LC567952	Haemaphysalis megaspinosa	1155002
LC581495	Bombus cryptarum	130687
LC720729	Echinococcus multilocularis	6211
LC720735	Echinococcus multilocularis	6211
LC720759	Echinococcus multilocularis	6211
LC720765	Echinococcus multilocularis	6211
LC720768	Echinococcus multilocularis	6211
LC720771	Echinococcus multilocularis	6211
LC720780	Echinococcus multilocularis	6211
LC720783	Echinococcus multilocularis	6211
LC722794	Ceratovacuna japonica	30172
LC772929	Mus musculus	10090
LC772932	Mus musculus	10090
LC772933	Mus musculus	10090
LC772935	Mus musculus	10090
LC804333	Gallus gallus	9031
LC804334	Gallus gallus	9031
LC811257	Lucensosergia lucens	2849048
LC814772	Skeletonema dohrnii	267566
LC817335	Fortuynia churaumi	2606071
LC817336	Fortuynia rotunda	1323729
LC831290	Sclerophytum sp. Sf36	3231425
LC831291	Sclerophytum sp. Sf37	3231426
LC831317	Sarcophyton sp. Sf69	3231447
LC847178	Taenia solium	6204
LC859278	Luciogobius ryukyuensis	1458938
LC859319	Luciogobius sp.	3098773
LC859322	Luciogobius sp.	3098773
LC860085	Fabomonas tropica	1246791
LC868007	Orcinus orca	9733
LC880093	Procyon lotor	9654
LC880096	Oryctolagus cuniculus	9986
LC880097	Gallus gallus	9031
LC880103	Eophona personata	175948
LC888378	Tachysurus ichikawai	3361492
LC888398	Tachysurus ichikawai	3361492
LC888437	Tachysurus ichikawai	3361492
LC897145	Tetralia cinctipes	1349624
LC900332	Macroplea mutica	408116
LC903766	Ovis aries	9940
MF055860	Homo sapiens	9606
MF056440	Homo sapiens	9606
MF056672	Homo sapiens	9606
MF056797	Homo sapiens	9606
MF057325	Homo sapiens	9606
MF057457	Homo sapiens	9606
MF057542	Homo sapiens	9606
MF057547	Homo sapiens	9606
MF057623	Homo sapiens	9606
MF057641	Homo sapiens	9606
MF057697	Homo sapiens	9606
MF057790	Homo sapiens	9606
MF057806	Homo sapiens	9606
MF058135	Homo sapiens	9606
MF058227	Homo sapiens	9606
MF058519	Homo sapiens	9606
MF101792	Scaphirhynchus suttkusi	36179
MF346887	Comephorus dybowskii	61641
MF422655	Tremella fuciformis	64657
MF489924	Neoceratodus forsteri	7892
MF489938	Neoceratodus forsteri	7892
MF523143	Homo sapiens	9606
MF523179	Homo sapiens	9606
MF523209	Homo sapiens	9606
MF523212	Homo sapiens	9606
MF577012	Homo sapiens	9606
MF588813	Homo sapiens	9606
MF678821	Limnonectes fujianensis	120496
MF687137	Mylopharyngodon piceus	75356
MF696128	Homo sapiens	9606
MF770331	Lonchura castaneothorax	247806
MF770356	Lonchura castaneothorax	247806
MF770371	Lonchura flaviprymna	2025579
MF770391	Lonchura grandis	2025561
MF770404	Lonchura grandis	2025561
MF770449	Lonchura nigerrima	2052951
MF770453	Lonchura nigerrima	2052951
MF770469	Lonchura spectabilis	2025562
MF774813	Lentinula edodes	5353
MF929062	Homo sapiens	9606
MF979820	Cyclocybe aegerita	1973307
MG196307	Manis pentadactyla	143292
MG251946	Sardinella longiceps	96888
MG251970	Sardinella longiceps	96888
MG251978	Sardinella longiceps	96888
MG272587	Homo sapiens	9606
MG273007	Homo sapiens	9606
MG273069	Homo sapiens	9606
MG273118	Homo sapiens	9606
MG680457	Periophthalmus novemradiatus	1562378
MG747621	Limenitis archippus	42270
MH368722	Homo sapiens	9606
MH444421	Homo sapiens	9606
MH455598	Homo sapiens	9606
MH492664	Homo sapiens	9606
MH675881	Homo sapiens	9606
MH777994	Homo sapiens	9606
MH937694	Magicicada tredecula	52806
MK128890	Homo sapiens	9606
MK217198	Homo sapiens	9606
MK292675	Synchytrium endobioticum	286115
MK292973	Laodelphax striatellus	195883
MK618122	Schizosaccharomyces pombe	4896
MK623259	Pyrrhoderma lamaoense	2282106
MK642296	Cinygmina sp. 2 CLS53BF04	2860731
MK913844	Silba sp. LW-2021	2803644
MN176248	Homo sapiens	9606
MN187576	Equus caballus	9796
MN389454	Anopheles annulipes	376584
MN687206	Homo sapiens	9606
MN845653	Hylomyscus anselli	1254423
MN935220	Fusarium asiaticum	282267
MN935225	Fusarium asiaticum	282267
MN935254	Fusarium asiaticum	282267
MN935259	Fusarium asiaticum	282267
MN935267	Fusarium asiaticum	282267
MN935278	Fusarium asiaticum	282267
MN935347	Fusarium asiaticum	282267
MN935352	Fusarium asiaticum	282267
MN935371	Fusarium asiaticum	282267
MN935404	Fusarium asiaticum	282267
MN935416	Fusarium asiaticum	282267
MN935428	Fusarium asiaticum	282267
MT036677	Fusarium culmorum	5516
MT036754	Fusarium graminearum	5518
MT274129	Serratella sp. Yunnan-2018	2748058
MT331830	Ceratocystis lukuohia	2019550
MT331837	Ceratocystis lukuohia	2019550
MT362617	Rhodotorula toruloides	5286
MT381927	Microtus yuldaschi	3370257
MT742604	Gelidiella fanii	485435
MT768079	Ovis aries	9940
MT800438	Gallus gallus	9031
MT880588	Erysiphe necator	52586
MT941069	Euplotes vannus	5939
MW026607	Eucampia zodiacus	444606
MW056200	Pachytriton granulosus	1042253
MW182657	Fusarium boothii	282271
MW232468	Rasbora patrickyapi	2713767
MW316185	Delphinapterus leucas	9749
MW357900	Phymatolithon calcareum	1277942
MW477237	Coriandrum sativum	4047
MW599997	Urocyon cinereoargenteus	55040
MW652878	Glyphis garricki	496093
MW652882	Glyphis garricki	496093
MW652906	Glyphis garricki	496093
MW652907	Glyphis garricki	496093
MW652912	Glyphis garricki	496093
MW652915	Glyphis garricki	496093
MW652924	Glyphis garricki	496093
MW652932	Glyphis garricki	496093
MW652954	Glyphis garricki	496093
MW652966	Glyphis garricki	496093
MW652996	Glyphis garricki	496093
MW653037	Glyphis garricki	496093
MW653074	Glyphis garricki	496093
MW653135	Glyphis garricki	496093
MW653153	Glyphis garricki	496093
MW653182	Glyphis garricki	496093
MW653195	Glyphis garricki	496093
MW653212	Glyphis garricki	496093
MW653215	Glyphis garricki	496093
MW653217	Glyphis garricki	496093
MW653222	Glyphis garricki	496093
MW653233	Glyphis garricki	496093
MW653243	Glyphis garricki	496093
MW653244	Glyphis garricki	496093
MW653245	Glyphis garricki	496093
MW682859	Taenioides sp. CHY-2020	2814449
MW752413	Ganoderma sichuanense	1173713
MZ272452	Pangasianodon hypophthalmus	310915
MZ387201	Homo sapiens	9606
MZ387693	Homo sapiens	9606
MZ387940	Homo sapiens	9606
MZ435950	Takydromus kuehnei	118846
MZ570925	Sicista betulina	489448
MZ570930	Sicista betulina	489448
MZ570956	Sicista betulina	489448
MZ593781	Scartella cristata	195084
MZ615348	Marasmius tenuissimus	585030
OK104674	Aspidoscelis tesselatus	1842987
OK104684	Aspidoscelis tesselatus	1842987
OK104686	Aspidoscelis marmoratus	403789
OK104702	Aspidoscelis marmoratus	403789
OK138740	Adenocystis sp.	3111818
OK149036	Alaria esculenta	2889
OL678013	Ecnomus sp. XG-2021	2996734
OL703071	Neoneuromus orientalis	1569774
OL703088	Neoneuromus orientalis	1569774
OL703098	Neoneuromus orientalis	1569774
OL703134	Neoneuromus orientalis	1569774
OL703157	Neoneuromus orientalis	1569774
OL703162	Neoneuromus orientalis	1569774
OL703177	Neoneuromus orientalis	1569774
OL703185	Neoneuromus orientalis	1569774
OL703208	Neoneuromus orientalis	1569774
OL703211	Neoneuromus orientalis	1569774
OL703220	Neoneuromus orientalis	1569774
OL703223	Neoneuromus orientalis	1569774
OL703232	Neoneuromus orientalis	1569774
OL703242	Neoneuromus orientalis	1569774
OL741742	Haemaphysalis japonica	558168
OL741744	Haemaphysalis longicornis	44386
OL753215	Neochauliodes meridionalis	1498887
OL753221	Neochauliodes meridionalis	1498887
OL753231	Neochauliodes meridionalis	1498887
OL753235	Neochauliodes meridionalis	1498887
OL753249	Neochauliodes meridionalis	1498887
OL753272	Neochauliodes meridionalis	1498887
OL753275	Neochauliodes meridionalis	1498887
OL753282	Neochauliodes meridionalis	1498887
OL753298	Neochauliodes meridionalis	1498887
OL753301	Neochauliodes meridionalis	1498887
OL753324	Neochauliodes meridionalis	1498887
OL753329	Neochauliodes meridionalis	1498887
OL840316	Aporrectodea tuberculata	565146
OM135538	Camelus dromedarius	9838
OM135542	Camelus dromedarius	9838
OM368263	Ixodes vespertilionis	59656
OM489680	Homo sapiens	9606
OM489707	Homo sapiens	9606
OM489714	Homo sapiens	9606
OM714612	Homo sapiens	9606
OM714689	Homo sapiens	9606
OM974050	Giraffa reticulata	409609
OM974053	Giraffa reticulata	409609
OM974054	Giraffa reticulata	409609
OM974070	Giraffa reticulata	409609
OM974102	Giraffa reticulata	409609
OM993382	Lepus europaeus	9983
OM993383	Lepus europaeus	9983
OM993388	Lepus europaeus	9983
OM993427	Lepus europaeus	9983
OM993432	Lepus europaeus	9983
ON209297	Pyrops viridirostris	2930515
ON257886	Balaenoptera musculus	9771
ON402238	Ulva meridionalis	434723
ON597650	Homo sapiens	9606
ON652904	Peponocephala electra	103596
ON675327	Balaenoptera musculus	9771
ON675328	Balaenoptera musculus	9771
ON675347	Balaenoptera musculus	9771
ON675417	Balaenoptera musculus	9771
ON675419	Balaenoptera musculus	9771
ON675559	Macroscelides proboscideus	29082
ON968974	Conus ventricosus	117992
ON968976	Conus ventricosus	117992
OP006253	Cricotopus trifascia	401643
OP205175	Eubalaena australis	160595
OP205196	Eubalaena japonica	302098
OP345447	Triatoma sp.	2944871
OP378516	Camelus dromedarius	9838
OP378517	Camelus dromedarius	9838
OP380517	Phylloscopus canariensis	52911
OP380891	Nycteria heischi	1891981
OP404112	Istiophorus platypterus	13575
OP404141	Istiophorus platypterus	13575
OP404150	Istiophorus platypterus	13575
OP452713	Agriotes sp. GTI-106	3026171
OP574193	Gilpinia sp.	3026535
OP605619	Homo sapiens	9606
OP620837	Homo sapiens	9606
OP620852	Homo sapiens	9606
OP620859	Homo sapiens	9606
OP620862	Homo sapiens	9606
OP620863	Homo sapiens	9606
OP681800	Homo sapiens	9606
OP681826	Homo sapiens	9606
OP681828	Homo sapiens	9606
OP681832	Homo sapiens	9606
OP681837	Homo sapiens	9606
OP681847	Homo sapiens	9606
OP681859	Homo sapiens	9606
OP681860	Homo sapiens	9606
OP681915	Homo sapiens	9606
OP681929	Homo sapiens	9606
OP681965	Homo sapiens	9606
OP681968	Homo sapiens	9606
OP681976	Homo sapiens	9606
OP681990	Homo sapiens	9606
OP682019	Homo sapiens	9606
OP682049	Homo sapiens	9606
OP682132	Homo sapiens	9606
OP682135	Homo sapiens	9606
OP682177	Homo sapiens	9606
OP682195	Homo sapiens	9606
OP682196	Homo sapiens	9606
OP682227	Homo sapiens	9606
OP682228	Homo sapiens	9606
OP682244	Homo sapiens	9606
OP682291	Homo sapiens	9606
OP682296	Homo sapiens	9606
OP682312	Homo sapiens	9606
OP682337	Homo sapiens	9606
OP682360	Homo sapiens	9606
OP682362	Homo sapiens	9606
OP682379	Homo sapiens	9606
OP682384	Homo sapiens	9606
OP682477	Homo sapiens	9606
OP682510	Homo sapiens	9606
OP682515	Homo sapiens	9606
OP682539	Homo sapiens	9606
OP682540	Homo sapiens	9606
OP682551	Homo sapiens	9606
OP682552	Homo sapiens	9606
OP682563	Homo sapiens	9606
OP682599	Homo sapiens	9606
OP682667	Homo sapiens	9606
OP718220	Parupeneus barberinoides	586843
OP718227	Homo sapiens	9606
OP718237	Homo sapiens	9606
OP740916	Gallus gallus	9031
OP750003	Cirripectes castaneus	879473
OP759492	Bostrychus sinensis	86224
OP759500	Bostrychus sinensis	86224
OP800500	Eimeria necatrix	51315
OP820449	Cirripectes castaneus	879473
OP881957	Parnassius acco	213905
OP902211	Parnassius epaphus	213934
OP902213	Parnassius orleans	213957
OP913227	Parnassius andreji	213913
OP973811	Leptographium wingfieldii	155675
OQ121971	Epichloe cabralii	1353542
OQ129536	Sacculina confragosa	238040
OQ210063	Gadus morhua	8049
OQ236106	Pelodiscus sinensis	13735
OQ236463	Pellia epiphylla	40340
OQ420728	Leucomeris decora	927783
OQ420738	Synotis nagensium	189254
OQ433933	Acipenser sinensis	61970
OQ440009	Ovis aries	9940
OQ476205	Eimeria zuernii	310761
OQ553994	Delphinapterus leucas	9749
OQ554014	Delphinapterus leucas	9749
OQ554016	Delphinapterus leucas	9749
OQ554037	Delphinapterus leucas	9749
OQ554049	Delphinapterus leucas	9749
OQ554083	Delphinapterus leucas	9749
OQ554098	Delphinapterus leucas	9749
OQ554112	Delphinapterus leucas	9749
OQ554118	Delphinapterus leucas	9749
OQ554122	Delphinapterus leucas	9749
OQ554123	Delphinapterus leucas	9749
OQ554128	Delphinapterus leucas	9749
OQ554130	Delphinapterus leucas	9749
OQ554133	Delphinapterus leucas	9749
OQ554144	Delphinapterus leucas	9749
OQ554170	Delphinapterus leucas	9749
OQ554223	Delphinapterus leucas	9749
OQ554224	Delphinapterus leucas	9749
OQ554233	Delphinapterus leucas	9749
OQ554237	Delphinapterus leucas	9749
OQ554248	Delphinapterus leucas	9749
OQ554277	Delphinapterus leucas	9749
OQ554281	Delphinapterus leucas	9749
OQ554289	Delphinapterus leucas	9749
OQ554299	Delphinapterus leucas	9749
OQ561756	Anas platyrhynchos	8839
OQ570428	Mustela lutreola	9666
OQ570432	Mustela lutreola	9666
OQ570441	Mustela lutreola	9666
OQ570445	Mustela lutreola	9666
OQ570465	Mustela lutreola	9666
OQ570469	Mustela lutreola	9666
OQ599958	Echinococcus multilocularis	6211
OQ706770	Hesperus amabilis	1912673
OQ707109	Homo sapiens	9606
OQ707128	Homo sapiens	9606
OQ707145	Homo sapiens	9606
OQ707197	Homo sapiens	9606
OQ707202	Homo sapiens	9606
OQ721985	Hyocrinidae sp.	3078845
OQ731951	Homo sapiens	9606
OQ731969	Homo sapiens	9606
OQ731990	Homo sapiens	9606
OQ784767	Agulla adnixa	140749
OQ784775	Agulla adnixa	140749
OQ843538	Silurus microdorsalis	329966
OQ851424	Silurus asotus	30991
OQ868387	Equus asinus	9793
OQ868400	Equus asinus	9793
OQ881071	Suruga fundicola	1642174
OQ942742	Phyllopteryx taeniolatus	161469
OQ942763	Phyllopteryx taeniolatus	161469
OQ942766	Phyllopteryx taeniolatus	161469
OQ942782	Phyllopteryx taeniolatus	161469
OQ942792	Phyllopteryx taeniolatus	161469
OQ942797	Phyllopteryx taeniolatus	161469
OQ942826	Phyllopteryx taeniolatus	161469
OQ979258	Aythya fuligula	219594
OQ979259	Aythya ferina	219593
OQ979265	Aythya nyroca	197939
OR032599	Trichopoda pennipes	1640944
OR085995	Macrocystis pyrifera	35122
OR148279	Barbibucca biremis	1265316
OR242769	Anas acuta	28680
OR242803	Anas platyrhynchos	8839
OR242829	Arenaria melanocephala	279931
OR242862	Clangula hyemalis	197941
OR242907	Gallinago delicata	279947
OR242918	Gavia stellata	37040
OR243021	Melanitta americana	1581554
OR243075	Pica hudsonia	158052
OR243093	Picoides tridactylus	165751
OR243135	Somateria spectabilis	203439
OR243138	Somateria spectabilis	203439
OR243164	Tringa incana	507599
OR256858	Manis javanica	9974
OR256865	Manis javanica	9974
OR256875	Manis javanica	9974
OR256908	Manis javanica	9974
OR256918	Manis javanica	9974
OR256954	Manis javanica	9974
OR256955	Manis javanica	9974
OR256969	Manis javanica	9974
OR256982	Manis javanica	9974
OR256999	Manis javanica	9974
OR257021	Manis javanica	9974
OR257032	Manis javanica	9974
OR263466	Glossophaga mutica	2994998
OR269155	Anas poecilorhyncha	75854
OR326999	Haemoproteus sp.	191679
OR327009	Manis javanica	9974
OR347658	Leucocytozoon sp.	1504291
OR354160	Agulla assimilis	3474216
OR354176	Agulla astuta	3474217
OR354179	Agulla astuta	3474217
OR354187	Agulla astuta	3474217
OR354191	Agulla astuta	3474217
OR354193	Agulla astuta	3474217
OR354206	Agulla herbsti	3474221
OR354231	Agulla paramerica	3474224
OR354249	Agulla paramerica	3474224
OR354253	Agulla paramerica	3474224
OR354258	Agulla paramerica	3474224
OR354264	Agulla paramerica	3474224
OR354265	Agulla paramerica	3474224
OR354267	Agulla paramerica	3474224
OR354274	Agulla paramerica	3474224
OR354275	Agulla paramerica	3474224
OR354292	Agulla bicolor	560875
OR354295	Agulla bicolor	560875
OR354306	Agulla bicolor	560875
OR354310	Agulla bicolor	560875
OR397956	Cerebratulus sp.	53687
OR397957	Cerebratulus sp.	53687
OR405543	Lineus acutifrons	745024
OR414022	Psilochorema bidens	1968986
OR416870	Plasmodium sp.	31272
OR420176	Protohermes costalis	1452974
OR420183	Protohermes costalis	1452974
OR420189	Protohermes costalis	1452974
OR420204	Protohermes costalis	1452974
OR420222	Protohermes costalis	1452974
OR420241	Protohermes costalis	1452974
OR420245	Protohermes costalis	1452974
OR420250	Protohermes costalis	1452974
OR420258	Protohermes costalis	1452974
OR420260	Protohermes costalis	1452974
OR420262	Protohermes costalis	1452974
OR420295	Protohermes costalis	1452974
OR420314	Protohermes costalis	1452974
OR420319	Protohermes costalis	1452974
OR420328	Protohermes costalis	1452974
OR459647	Ovis aries	9940
OR459652	Ovis aries	9940
OR459660	Ovis aries	9940
OR459681	Ovis aries	9940
OR459683	Ovis aries	9940
OR459699	Ovis aries	9940
OR459709	Ovis aries	9940
OR459724	Ovis aries	9940
OR459739	Ovis aries	9940
OR459764	Ovis aries	9940
OR459771	Ovis aries	9940
OR486274	Nothobranchius furzeri	105023
OR491270	Sogatella furcifera	113103
OR491272	Sogatella furcifera	113103
OR537178	Thymallus thymallus	36185
OR537182	Thymallus thymallus	36185
OR557276	Homo sapiens	9606
OR633273	Lutra lutra	9657
OR633279	Lutra lutra	9657
OR633280	Lutra lutra	9657
OR633283	Lutra lutra	9657
OR670081	Nothobranchius furzeri	105023
OR671204	Plasmodium cyclopsi	2138132
OR715012	Cardipennis shaowuensis	342701
OR734028	Sycanus bifidus	452395
OR734050	Sycanus bifidus	452395
OR734051	Sycanus bifidus	452395
OR757054	Bubulcus ibis	110668
OR766398	Bubalus bubalis	89462
OR766411	Bubalus bubalis	89462
OR766436	Bubalus bubalis	89462
OR766834	Bos taurus	9913
OR766838	Bos taurus	9913
OR766841	Bos taurus	9913
OR766850	Bos taurus	9913
OR777287	Bos taurus	9913
OR804108	Halobates maculatus	2866977
OR804114	Halobates melleus	3095928
OR804142	Halobates nereis	109012
OR804155	Halobates poseidon	109013
OR810994	Manis pentadactyla	143292
OR812536	Amblyraja radiata	386614
OR812571	Amblyraja radiata	386614
OR812670	Amblyraja radiata	386614
OR812743	Amblyraja radiata	386614
OR812775	Amblyraja radiata	386614
OR812815	Amblyraja radiata	386614
OR812856	Amblyraja radiata	386614
OR812918	Amblyraja radiata	386614
OR812940	Amblyraja radiata	386614
OR812946	Amblyraja radiata	386614
OR812949	Amblyraja radiata	386614
OR813019	Amblyraja radiata	386614
OR813030	Amblyraja radiata	386614
OR818323	Terniopsis yongtaiensis	2925018
OR901694	Mogulones austriacus	2291275
OR912549	Unio gibbus	561872
OR936110	Dermacentor reticulatus	57047
OR995574	Hadrurus arizonensis	88316
PP048941	Homo sapiens	9606
PP048972	Diaphorina citri	121845
PP048988	Diaphorina citri	121845
PP048994	Diaphorina citri	121845
PP070530	Felis catus	9685
PP070533	Felis catus	9685
PP099052	Tulasnella sp.	1905295
PP145292	Pseudobuliminus piligerus	1399272
PP171414	Gatzara jubilaea	3114391
PP171424	Nepsalus decorillus	2950594
PP171426	Nepsalus decorillus	2950594
PP171434	Nepsalus jezoensis	2957737
PP203205	Poophagus sisymbrii	347443
PP230583	Spodoptera frugiperda	7108
PP230658	Spodoptera frugiperda	7108
PP266610	Manis javanica	9974
PP266620	Manis javanica	9974
PP266628	Manis javanica	9974
PP266635	Manis javanica	9974
PP273016	Homo sapiens	9606
PP273042	Homo sapiens	9606
PP329120	Mobula hypostoma	723540
PP444458	Galaxea acrhelia	1888344
PP464276	Haliclona pahua	3122170
PP484645	Clupeonella cultriventris	501719
PP484879	Pneumocystis sp.	1913146
PP485766	Bactrocera dorsalis	27457
PP485788	Bactrocera dorsalis	27457
PP485795	Bactrocera dorsalis	27457
PP493239	Malus domestica	3750
PP493719	Bactrocera dorsalis	27457
PP493725	Bactrocera dorsalis	27457
PP493737	Bactrocera dorsalis	27457
PP493739	Bactrocera dorsalis	27457
PP493761	Bactrocera dorsalis	27457
PP493787	Bactrocera dorsalis	27457
PP493813	Bactrocera dorsalis	27457
PP493815	Bactrocera dorsalis	27457
PP621520	Euastacus armatus	72420
PP626159	Euastacus armatus	72420
PP646772	Panthera uncia	29064
PP646810	Panthera uncia	29064
PP646815	Panthera uncia	29064
PP646819	Panthera uncia	29064
PP646836	Panthera uncia	29064
PP646847	Panthera uncia	29064
PP646874	Panthera uncia	29064
PP646879	Panthera uncia	29064
PP681202	Ornithodoros asperus	1453431
PP681210	Ornithodoros asperus	1453431
PP681227	Ornithodoros asperus	1453431
PP681229	Ornithodoros asperus	1453431
PP747051	Macrobrachium nipponense	159736
PP760175	Calcigorgia spiculifera	86556
PP789054	Hasora vitta	1652496
PP790945	Ganoderma leucocontextum	1566825
PP792623	Sphyrna lewini	7823
PP792637	Sphyrna lewini	7823
PP792640	Sphyrna lewini	7823
PP808883	Rhopalus tibetanus	3151528
PP815785	Ornithodoros gurneyi	253472
PP818762	Megadontomys cryophilus	404336
PP818772	Peromyscus leucopus	10041
PP818784	Reithrodontomys sumichrasti	89102
PP820808	Euastacus diversus	330435
PP840309	Meleagris gallopavo	9103
PP840315	Meleagris gallopavo	9103
PP840318	Meleagris gallopavo	9103
PP841908	Hishimonus prolongatus	3144998
PP855516	Allocanariomyces sp.	3397722
PP860873	Chrysosplenium glossophyllum	2507849
PP868309	Abrus bifurcatus	3143462
PP928767	Platichthys flesus	8260
PP930237	Homo sapiens	9606
PP930239	Homo sapiens	9606
PP930244	Homo sapiens	9606
PP930248	Homo sapiens	9606
PP930254	Homo sapiens	9606
PP952404	Trichoderma longibrachiatum	5548
PP957690	Armillaria sp.	1906949
PP957719	Armillaria sp.	1906949
PP957722	Armillaria sp.	1906949
PP971518	Porifera sp.	3140030
PP975786	Tambocerus furcellus	3153549
PP977505	Silax daleus	3230861
PP990757	Bryozoa sp.	2813608
PP993621	Bombyx mori	7091
PP993622	Bombyx mori	7091
PP993640	Bombyx mori	7091
PP993666	Bombyx mori	7091
PP993682	Bombyx mori	7091
PQ002674	Homo sapiens	9606
PQ002688	Homo sapiens	9606
PQ002706	Homo sapiens	9606
PQ002715	Homo sapiens	9606
PQ002738	Homo sapiens	9606
PQ002761	Homo sapiens	9606
PQ002780	Homo sapiens	9606
PQ010169	Sardina pilchardus	27697
PQ010178	Sardina pilchardus	27697
PQ010197	Sardina pilchardus	27697
PQ010213	Sardina pilchardus	27697
PQ010216	Sardina pilchardus	27697
PQ010241	Sardina pilchardus	27697
PQ010252	Sardina pilchardus	27697
PQ015408	Bombyx mori	7091
PQ015447	Bombyx mori	7091
PQ015449	Bombyx mori	7091
PQ015452	Bombyx mori	7091
PQ015508	Bombyx mori	7091
PQ015527	Bombyx mori	7091
PQ015535	Bombyx mori	7091
PQ015550	Bombyx mori	7091
PQ015572	Bombyx mori	7091
PQ038344	Gallerucida nigropicta	3235077
PQ043225	Octopus mimus	83531
PQ066332	Ornithomya avicularia	170916
PQ066496	Holbrookia subcaudalis	498777
PQ137234	Homo sapiens	9606
PQ137239	Homo sapiens	9606
PQ137266	Homo sapiens	9606
PQ137270	Homo sapiens	9606
PQ137272	Homo sapiens	9606
PQ137274	Homo sapiens	9606
PQ137311	Homo sapiens	9606
PQ137315	Homo sapiens	9606
PQ137330	Homo sapiens	9606
PQ137346	Homo sapiens	9606
PQ137350	Homo sapiens	9606
PQ137356	Homo sapiens	9606
PQ137365	Homo sapiens	9606
PQ137393	Homo sapiens	9606
PQ197264	Limbodessus cooperi	1170714
PQ197318	Limbodessus sp.	3240224
PQ276110	Eretmochelys imbricata	27787
PQ280064	Homo sapiens	9606
PQ280069	Homo sapiens	9606
PQ280070	Homo sapiens	9606
PQ280081	Homo sapiens	9606
PQ280090	Homo sapiens	9606
PQ283335	Homo sapiens	9606
PQ284192	Salmo salar	8030
PQ284201	Salmo salar	8030
PQ299564	Homo sapiens	9606
PQ304640	Helix pomatia	6536
PQ304686	Levantina escheriana	2801395
PQ304698	Caucasotachea atrolabiata	1616898
PQ310514	Clypeomorus sp.	145872
PQ317977	Ctenomys minutus	873083
PQ356199	Charadrius dubius	225396
PQ362457	Mimotettix sinuatus	3342170
PQ380040	Haemaphysalis longicornis	44386
PQ380052	Haemaphysalis longicornis	44386
