accession	scientific_name	tax_id
EF657649	Homo sapiens	9606
EF657660	Homo sapiens	9606
EF657682	Homo sapiens	9606
EF657716	Homo sapiens	9606
EF657722	Homo sapiens	9606
EF657733	Homo sapiens	9606
EF657760	Homo sapiens	9606
EF660994	Homo sapiens	9606
EF661005	Homo sapiens	9606
EU007852	Homo sapiens	9606
EU092699	Homo sapiens	9606
EU092723	Homo sapiens	9606
EU092725	Homo sapiens	9606
EU092740	Homo sapiens	9606
EU092741	Homo sapiens	9606
EU092747	Homo sapiens	9606
EU092765	Homo sapiens	9606
EU092832	Homo sapiens	9606
EU092838	Homo sapiens	9606
EU092848	Homo sapiens	9606
EU092870	Homo sapiens	9606
EU092890	Homo sapiens	9606
EU092893	Homo sapiens	9606
EU092922	Homo sapiens	9606
EU095218	Homo sapiens	9606
EU095531	Homo sapiens	9606
EU095541	Homo sapiens	9606
EU177824	Bos taurus	9913
EU327891	Homo sapiens	9606
EU327986	Homo sapiens	9606
EU443499	Homo sapiens	9606
EU545434	Homo sapiens	9606
EU597496	Homo sapiens	9606
EU597508	Homo sapiens	9606
EU597536	Homo sapiens	9606
EU597559	Homo sapiens	9606
EU597568	Homo sapiens	9606
EU715252	Azumapecten farreri	106299
EU725615	Homo sapiens	9606
EU725616	Homo sapiens	9606
EU742160	Homo sapiens	9606
FJ236982	Homo sapiens	9606
FJ348204	Homo sapiens	9606
FJ383177	Homo sapiens	9606
FJ383178	Homo sapiens	9606
FJ383202	Homo sapiens	9606
FJ383206	Homo sapiens	9606
FJ383370	Homo sapiens	9606
FJ383399	Homo sapiens	9606
FJ383423	Homo sapiens	9606
FJ383446	Homo sapiens	9606
FJ383512	Homo sapiens	9606
FJ383522	Homo sapiens	9606
FJ383575	Homo sapiens	9606
FJ383599	Homo sapiens	9606
FJ383668	Homo sapiens	9606
FJ383691	Homo sapiens	9606
FJ383720	Homo sapiens	9606
FJ383734	Homo sapiens	9606
FJ383766	Homo sapiens	9606
FJ383771	Homo sapiens	9606
FJ383778	Homo sapiens	9606
FJ383812	Homo sapiens	9606
FJ384796	Bombyx mandarina	7092
FJ460541	Homo sapiens	9606
FJ544234	Homo sapiens	9606
FJ544238	Homo sapiens	9606
FJ719306	Homo sapiens	9606
FJ743691	Homo sapiens	9606
FJ748745	Homo sapiens	9606
FJ828532	Homo sapiens	9606
FJ938288	Homo sapiens	9606
FJ951457	Homo sapiens	9606
FJ951528	Homo sapiens	9606
FJ951548	Homo sapiens	9606
FJ951607	Homo sapiens	9606
FJ951618	Homo sapiens	9606
FJ968795	Homo sapiens	9606
GQ337537	Homo sapiens	9606
GQ337611	Homo sapiens	9606
GQ337621	Homo sapiens	9606
GQ389779	Homo sapiens	9606
GQ888723	Homo sapiens	9606
GQ888731	Homo sapiens	9606
GQ895161	Homo sapiens	9606
GQ983072	Homo sapiens	9606
GQ983089	Homo sapiens	9606
GU123020	Homo sapiens	9606
GU123031	Homo sapiens	9606
GU296560	Homo sapiens	9606
GU296571	Homo sapiens	9606
GU296639	Homo sapiens	9606
GU372881	Homo sapiens	9606
GU392086	Homo sapiens	9606
GU480017	Homo sapiens	9606
GU480021	Homo sapiens	9606
GU592041	Homo sapiens	9606
GU593980	Homo sapiens	9606
GU733733	Homo sapiens	9606
GU733784	Homo sapiens	9606
GU797137	Homo sapiens	9606
HM015213	Pan paniscus	9597
HM019517	Homo sapiens	9606
HM030520	Homo sapiens	9606
HM030527	Homo sapiens	9606
HM034770	Homo sapiens	9606
HM116534	Homo sapiens	9606
HM156673	Homo sapiens	9606
HM185232	Homo sapiens	9606
HM185240	Homo sapiens	9606
HM185247	Homo sapiens	9606
HM238214	Homo sapiens	9606
HM346902	Homo sapiens	9606
HM346928	Homo sapiens	9606
HM357818	Homo sapiens	9606
HM583750	Homo sapiens	9606
HM589044	Homo sapiens	9606
HM589047	Homo sapiens	9606
HM596676	Homo sapiens	9606
HM596695	Homo sapiens	9606
HM596701	Homo sapiens	9606
HM596708	Homo sapiens	9606
HM771147	Homo sapiens	9606
HM771224	Homo sapiens	9606
HM775495	Homo sapiens	9606
HM776713	Homo sapiens	9606
HM852817	Homo sapiens	9606
HQ012104	Homo sapiens	9606
HQ012125	Homo sapiens	9606
HQ012128	Homo sapiens	9606
HQ012132	Homo sapiens	9606
HQ012161	Homo sapiens	9606
HQ012174	Homo sapiens	9606
HQ012186	Homo sapiens	9606
HQ012208	Homo sapiens	9606
HQ012215	Homo sapiens	9606
HQ198250	Homo sapiens	9606
HQ231912	Homo sapiens	9606
HQ287886	Homo sapiens	9606
HQ384174	Homo sapiens	9606
HQ384194	Homo sapiens	9606
HQ413154	Homo sapiens	9606
HQ585390	Homo sapiens	9606
HQ593811	Homo sapiens	9606
HQ637485	Homo sapiens	9606
HQ651680	Homo sapiens	9606
HQ658466	Homo sapiens	9606
HQ659684	Homo sapiens	9606
HQ700845	Homo sapiens	9606
HQ718586	Homo sapiens	9606
HQ873495	Homo sapiens	9606
HQ873498	Homo sapiens	9606
HQ873506	Homo sapiens	9606
HQ877824	Homo sapiens	9606
JF824924	Homo sapiens	9606
JF824930	Homo sapiens	9606
JF829690	Homo sapiens	9606
JF906110	Coreius heterodon	171525
JF921152	Homo sapiens	9606
JF965447	Homo sapiens	9606
JF975728	Homo sapiens	9606
JN008723	Homo sapiens	9606
JN214471	Homo sapiens	9606
JN253398	Homo sapiens	9606
JN253406	Homo sapiens	9606
JN253416	Homo sapiens	9606
JN253419	Homo sapiens	9606
JN253435	Homo sapiens	9606
JN398394	Equus caballus	9796
JN398424	Equus caballus	9796
JN419194	Homo sapiens	9606
JN571154	Acomys cahirinus	10068
JN646688	Homo sapiens	9606
JN655796	Homo sapiens	9606
JN655814	Homo sapiens	9606
JN655822	Homo sapiens	9606
JN857025	Homo sapiens	9606
JN857030	Homo sapiens	9606
JN857053	Homo sapiens	9606
JN858172	Locusta migratoria	7004
JN872375	Homo sapiens	9606
JN880467	Homo sapiens	9606
JQ044811	Homo sapiens	9606
JQ044835	Homo sapiens	9606
JQ044856	Homo sapiens	9606
JQ044891	Homo sapiens	9606
JQ044894	Homo sapiens	9606
JQ044903	Homo sapiens	9606
JQ044942	Homo sapiens	9606
JQ044945	Homo sapiens	9606
JQ044951	Homo sapiens	9606
JQ044973	Homo sapiens	9606
JQ044988	Homo sapiens	9606
JQ044992	Homo sapiens	9606
JQ045050	Homo sapiens	9606
JQ045069	Homo sapiens	9606
JQ045079	Homo sapiens	9606
JQ045094	Homo sapiens	9606
JQ245732	Homo sapiens	9606
JQ245756	Homo sapiens	9606
JQ245768	Homo sapiens	9606
JQ245794	Homo sapiens	9606
JQ245802	Homo sapiens	9606
JQ324576	Homo sapiens	9606
JQ324604	Homo sapiens	9606
JQ324618	Homo sapiens	9606
JQ324714	Homo sapiens	9606
JQ324901	Homo sapiens	9606
JQ340869	Homo sapiens	9606
JQ408439	Homo sapiens	9606
JQ411474	Homo sapiens	9606
JQ661432	Coregonus lavaretus	59291
JQ664540	Homo sapiens	9606
JQ664541	Homo sapiens	9606
JQ695801	Homo sapiens	9606
JQ701805	Homo sapiens	9606
JQ701826	Homo sapiens	9606
JQ701839	Homo sapiens	9606
JQ701881	Homo sapiens	9606
JQ701889	Homo sapiens	9606
JQ701926	Homo sapiens	9606
JQ701946	Homo sapiens	9606
JQ701981	Homo sapiens	9606
JQ702024	Homo sapiens	9606
JQ702057	Homo sapiens	9606
JQ702062	Homo sapiens	9606
JQ702077	Homo sapiens	9606
JQ702084	Homo sapiens	9606
JQ702198	Homo sapiens	9606
JQ702228	Homo sapiens	9606
JQ702251	Homo sapiens	9606
JQ702355	Homo sapiens	9606
JQ702363	Homo sapiens	9606
JQ702400	Homo sapiens	9606
JQ702416	Homo sapiens	9606
JQ702436	Homo sapiens	9606
JQ702463	Homo sapiens	9606
JQ702464	Homo sapiens	9606
JQ702476	Homo sapiens	9606
JQ702478	Homo sapiens	9606
JQ702553	Homo sapiens	9606
JQ702564	Homo sapiens	9606
JQ702574	Homo sapiens	9606
JQ702582	Homo sapiens	9606
JQ702599	Homo sapiens	9606
JQ702600	Homo sapiens	9606
JQ702658	Homo sapiens	9606
JQ702663	Homo sapiens	9606
JQ702686	Homo sapiens	9606
JQ702726	Homo sapiens	9606
JQ702821	Homo sapiens	9606
JQ702853	Homo sapiens	9606
JQ702917	Homo sapiens	9606
JQ702918	Homo sapiens	9606
JQ702932	Homo sapiens	9606
JQ703064	Homo sapiens	9606
JQ703087	Homo sapiens	9606
JQ703192	Homo sapiens	9606
JQ703201	Homo sapiens	9606
JQ703235	Homo sapiens	9606
JQ703288	Homo sapiens	9606
JQ703294	Homo sapiens	9606
JQ703333	Homo sapiens	9606
JQ703338	Homo sapiens	9606
JQ703345	Homo sapiens	9606
JQ703422	Homo sapiens	9606
JQ703429	Homo sapiens	9606
JQ703433	Homo sapiens	9606
JQ703489	Homo sapiens	9606
JQ703502	Homo sapiens	9606
JQ703541	Homo sapiens	9606
JQ703555	Homo sapiens	9606
JQ703630	Homo sapiens	9606
JQ703761	Homo sapiens	9606
JQ703839	Homo sapiens	9606
JQ703856	Homo sapiens	9606
JQ703862	Homo sapiens	9606
JQ703882	Homo sapiens	9606
JQ703916	Homo sapiens	9606
JQ703980	Homo sapiens	9606
JQ703986	Homo sapiens	9606
JQ704022	Homo sapiens	9606
JQ704029	Homo sapiens	9606
JQ704060	Homo sapiens	9606
JQ704066	Homo sapiens	9606
JQ704098	Homo sapiens	9606
JQ704155	Homo sapiens	9606
JQ704180	Homo sapiens	9606
JQ704187	Homo sapiens	9606
JQ704205	Homo sapiens	9606
JQ704249	Homo sapiens	9606
JQ704251	Homo sapiens	9606
JQ704341	Homo sapiens	9606
JQ704345	Homo sapiens	9606
JQ704379	Homo sapiens	9606
JQ704473	Homo sapiens	9606
JQ704514	Homo sapiens	9606
JQ704529	Homo sapiens	9606
JQ704551	Homo sapiens	9606
JQ704562	Homo sapiens	9606
JQ704583	Homo sapiens	9606
JQ704593	Homo sapiens	9606
JQ704596	Homo sapiens	9606
JQ704602	Homo sapiens	9606
JQ704609	Homo sapiens	9606
JQ704732	Homo sapiens	9606
JQ704766	Homo sapiens	9606
JQ704777	Homo sapiens	9606
JQ704800	Homo sapiens	9606
JQ704810	Homo sapiens	9606
JQ704815	Homo sapiens	9606
JQ704829	Homo sapiens	9606
JQ704862	Homo sapiens	9606
JQ704955	Homo sapiens	9606
JQ704994	Homo sapiens	9606
JQ704995	Homo sapiens	9606
JQ705103	Homo sapiens	9606
JQ705132	Homo sapiens	9606
JQ705255	Homo sapiens	9606
JQ705287	Homo sapiens	9606
JQ705311	Homo sapiens	9606
JQ705325	Homo sapiens	9606
JQ705326	Homo sapiens	9606
JQ705357	Homo sapiens	9606
JQ705379	Homo sapiens	9606
JQ705433	Homo sapiens	9606
JQ705466	Homo sapiens	9606
JQ705499	Homo sapiens	9606
JQ705568	Homo sapiens	9606
JQ705692	Homo sapiens	9606
JQ705704	Homo sapiens	9606
JQ705724	Homo sapiens	9606
JQ705746	Homo sapiens	9606
JQ705747	Homo sapiens	9606
JQ705750	Homo sapiens	9606
JQ705785	Homo sapiens	9606
JQ705836	Homo sapiens	9606
JQ705850	Homo sapiens	9606
JQ705858	Homo sapiens	9606
JQ705937	Homo sapiens	9606
JQ705960	Homo sapiens	9606
JQ705966	Homo sapiens	9606
JQ705997	Homo sapiens	9606
JX082003	Homo sapiens	9606
JX120711	Homo sapiens	9606
JX152818	Homo sapiens	9606
JX152827	Homo sapiens	9606
JX152831	Homo sapiens	9606
JX152833	Homo sapiens	9606
JX152877	Homo sapiens	9606
JX152891	Homo sapiens	9606
JX152904	Homo sapiens	9606
JX152937	Homo sapiens	9606
JX152969	Homo sapiens	9606
JX152994	Homo sapiens	9606
JX152998	Homo sapiens	9606
JX153050	Homo sapiens	9606
JX153068	Homo sapiens	9606
JX153240	Homo sapiens	9606
JX153266	Homo sapiens	9606
JX153308	Homo sapiens	9606
JX153319	Homo sapiens	9606
JX153328	Homo sapiens	9606
JX153332	Homo sapiens	9606
JX153371	Homo sapiens	9606
JX153381	Homo sapiens	9606
JX153386	Homo sapiens	9606
JX153394	Homo sapiens	9606
JX153462	Homo sapiens	9606
JX153504	Homo sapiens	9606
JX153513	Homo sapiens	9606
JX153574	Homo sapiens	9606
JX153611	Homo sapiens	9606
JX153621	Homo sapiens	9606
JX153628	Homo sapiens	9606
JX153634	Homo sapiens	9606
JX153661	Homo sapiens	9606
JX153697	Homo sapiens	9606
JX153711	Homo sapiens	9606
JX153714	Homo sapiens	9606
JX153763	Homo sapiens	9606
JX153860	Homo sapiens	9606
JX153887	Homo sapiens	9606
JX153936	Homo sapiens	9606
JX153939	Homo sapiens	9606
JX154032	Homo sapiens	9606
JX154070	Homo sapiens	9606
JX155271	Homo sapiens	9606
JX193906	Homo sapiens	9606
JX219733	Anopheles cracens	123217
JX273243	Homo sapiens	9606
JX289116	Homo sapiens	9606
JX297163	Homo sapiens	9606
JX297171	Homo sapiens	9606
JX297182	Homo sapiens	9606
JX297423	Homo sapiens	9606
JX303751	Homo sapiens	9606
JX303758	Homo sapiens	9606
JX303760	Homo sapiens	9606
JX303787	Homo sapiens	9606
JX303789	Homo sapiens	9606
JX303869	Homo sapiens	9606
JX462691	Homo sapiens	9606
JX524225	Homo sapiens	9606
JX669145	Homo sapiens	9606
JX669152	Homo sapiens	9606
JX669250	Homo sapiens	9606
JX669274	Homo sapiens	9606
JX669316	Homo sapiens	9606
JX669376	Homo sapiens	9606
JX669404	Homo sapiens	9606
JX669415	Homo sapiens	9606
JX900347	Homo sapiens	9606
JX900505	Homo sapiens	9606
JX900526	Homo sapiens	9606
JX900680	Homo sapiens	9606
JX900684	Homo sapiens	9606
JX900762	Homo sapiens	9606
JX900798	Homo sapiens	9606
JX900817	Homo sapiens	9606
JX900855	Homo sapiens	9606
JX987443	Homo sapiens	9606
JX987453	Homo sapiens	9606
JX987460	Homo sapiens	9606
JX987466	Homo sapiens	9606
KC152557	Homo sapiens	9606
KC222211	Homo sapiens	9606
KC252339	Homo sapiens	9606
KC252394	Homo sapiens	9606
KC252482	Homo sapiens	9606
KC252501	Homo sapiens	9606
KC286603	Homo sapiens	9606
KC286609	Homo sapiens	9606
KC345767	Homo sapiens	9606
KC345806	Homo sapiens	9606
KC345827	Homo sapiens	9606
KC345841	Homo sapiens	9606
KC345860	Homo sapiens	9606
KC345934	Homo sapiens	9606
KC345968	Homo sapiens	9606
KC346001	Homo sapiens	9606
KC346016	Homo sapiens	9606
KC346048	Homo sapiens	9606
KC346142	Homo sapiens	9606
KC346179	Homo sapiens	9606
KC346180	Homo sapiens	9606
KC346189	Homo sapiens	9606
KC346190	Homo sapiens	9606
KC346209	Homo sapiens	9606
KC346216	Homo sapiens	9606
KC346218	Homo sapiens	9606
KC346221	Homo sapiens	9606
KC512914	Sogatella furcifera	113103
KC521455	Homo sapiens	9606
KC533512	Homo sapiens	9606
KC533515	Homo sapiens	9606
KC533521	Homo sapiens	9606
KC553981	Homo sapiens	9606
KC553998	Homo sapiens	9606
KC568459	Nannochloropsis limnetica	120807
KC572727	Balaenoptera physalus	9770
KC572757	Balaenoptera physalus	9770
KC622075	Homo sapiens	9606
KC622085	Homo sapiens	9606
KC622101	Homo sapiens	9606
KC622126	Homo sapiens	9606
KC622147	Homo sapiens	9606
KC622221	Homo sapiens	9606
KC711007	Homo sapiens	9606
KC711021	Homo sapiens	9606
KC733260	Homo sapiens	9606
KC733268	Homo sapiens	9606
KC867104	Homo sapiens	9606
KC875348	Desmophyllum pertusum	174260
KC878718	Homo sapiens	9606
KC911319	Homo sapiens	9606
KC911501	Homo sapiens	9606
KC911576	Homo sapiens	9606
KC911611	Homo sapiens	9606
KC967306	Ostreococcus tauri	70448
KC985150	Homo sapiens	9606
KC990652	Homo sapiens	9606
KC990657	Homo sapiens	9606
KC990676	Homo sapiens	9606
KC990693	Homo sapiens	9606
KC993975	Homo sapiens	9606
KC994056	Homo sapiens	9606
KC994093	Homo sapiens	9606
KF055297	Homo sapiens	9606
KF055321	Homo sapiens	9606
KF055880	Homo sapiens	9606
JQ044823	Homo sapiens	9606
JQ044916	Homo sapiens	9606
JQ044964	Homo sapiens	9606
JQ045089	Homo sapiens	9606
JQ235519	Syncerus caffer	9970
JQ240347	Plasmodium vivax	5855
JQ245757	Homo sapiens	9606
JQ324517	Homo sapiens	9606
JQ324651	Homo sapiens	9606
JQ324716	Homo sapiens	9606
JQ324721	Homo sapiens	9606
JQ324791	Homo sapiens	9606
JQ324833	Homo sapiens	9606
JQ324845	Homo sapiens	9606
JQ324929	Homo sapiens	9606
JQ446409	Homo sapiens	9606
JQ655176	Homo sapiens	9606
JQ657730	Homo sapiens	9606
JQ664533	Homo sapiens	9606
JQ701836	Homo sapiens	9606
JQ701840	Homo sapiens	9606
JQ701852	Homo sapiens	9606
JQ701883	Homo sapiens	9606
JQ701924	Homo sapiens	9606
JQ701933	Homo sapiens	9606
JQ702025	Homo sapiens	9606
JQ702068	Homo sapiens	9606
JQ702085	Homo sapiens	9606
JQ702154	Homo sapiens	9606
JQ702212	Homo sapiens	9606
JQ702224	Homo sapiens	9606
JQ702243	Homo sapiens	9606
JQ702287	Homo sapiens	9606
JQ702303	Homo sapiens	9606
JQ702311	Homo sapiens	9606
JQ702324	Homo sapiens	9606
JQ702330	Homo sapiens	9606
JQ702391	Homo sapiens	9606
JQ702397	Homo sapiens	9606
JQ702490	Homo sapiens	9606
JQ702502	Homo sapiens	9606
JQ702522	Homo sapiens	9606
JQ702527	Homo sapiens	9606
JQ702555	Homo sapiens	9606
JQ702559	Homo sapiens	9606
JQ702591	Homo sapiens	9606
JQ702622	Homo sapiens	9606
JQ702681	Homo sapiens	9606
JQ702684	Homo sapiens	9606
JQ702690	Homo sapiens	9606
JQ702748	Homo sapiens	9606
JQ702813	Homo sapiens	9606
JQ702818	Homo sapiens	9606
JQ702835	Homo sapiens	9606
JQ702901	Homo sapiens	9606
JQ702942	Homo sapiens	9606
JQ703011	Homo sapiens	9606
JQ703082	Homo sapiens	9606
JQ703096	Homo sapiens	9606
JQ703113	Homo sapiens	9606
JQ703120	Homo sapiens	9606
JQ703193	Homo sapiens	9606
JQ703194	Homo sapiens	9606
JQ703203	Homo sapiens	9606
JQ703209	Homo sapiens	9606
JQ703222	Homo sapiens	9606
JQ703260	Homo sapiens	9606
JQ703286	Homo sapiens	9606
JQ703437	Homo sapiens	9606
JQ703471	Homo sapiens	9606
JQ703474	Homo sapiens	9606
JQ703551	Homo sapiens	9606
JQ703553	Homo sapiens	9606
JQ703556	Homo sapiens	9606
JQ703560	Homo sapiens	9606
JQ703564	Homo sapiens	9606
JQ703565	Homo sapiens	9606
JQ703576	Homo sapiens	9606
JQ703622	Homo sapiens	9606
JQ703710	Homo sapiens	9606
JQ703733	Homo sapiens	9606
JQ703749	Homo sapiens	9606
JQ703759	Homo sapiens	9606
JQ703772	Homo sapiens	9606
JQ703909	Homo sapiens	9606
JQ703951	Homo sapiens	9606
JQ703955	Homo sapiens	9606
JQ703974	Homo sapiens	9606
JQ704009	Homo sapiens	9606
JQ704118	Homo sapiens	9606
JQ704154	Homo sapiens	9606
JQ704176	Homo sapiens	9606
JQ704210	Homo sapiens	9606
JQ704280	Homo sapiens	9606
JQ704284	Homo sapiens	9606
JQ704315	Homo sapiens	9606
JQ704348	Homo sapiens	9606
JQ704354	Homo sapiens	9606
JQ704446	Homo sapiens	9606
JQ704511	Homo sapiens	9606
JQ704545	Homo sapiens	9606
JQ704714	Homo sapiens	9606
JQ704767	Homo sapiens	9606
JQ704773	Homo sapiens	9606
JQ704779	Homo sapiens	9606
JQ704802	Homo sapiens	9606
JQ704808	Homo sapiens	9606
JQ704811	Homo sapiens	9606
JQ704820	Homo sapiens	9606
JQ704860	Homo sapiens	9606
JQ704861	Homo sapiens	9606
JQ704874	Homo sapiens	9606
JQ704883	Homo sapiens	9606
JQ704954	Homo sapiens	9606
JQ704973	Homo sapiens	9606
JQ704988	Homo sapiens	9606
JQ705010	Homo sapiens	9606
JQ705013	Homo sapiens	9606
JQ705050	Homo sapiens	9606
JQ705069	Homo sapiens	9606
JQ705074	Homo sapiens	9606
JQ705107	Homo sapiens	9606
JQ705133	Homo sapiens	9606
JQ705180	Homo sapiens	9606
JQ705187	Homo sapiens	9606
JQ705188	Homo sapiens	9606
JQ705232	Homo sapiens	9606
JQ705268	Homo sapiens	9606
JQ705313	Homo sapiens	9606
JQ705353	Homo sapiens	9606
JQ705409	Homo sapiens	9606
JQ705419	Homo sapiens	9606
JQ705430	Homo sapiens	9606
JQ705500	Homo sapiens	9606
JQ705547	Homo sapiens	9606
JQ705580	Homo sapiens	9606
JQ705611	Homo sapiens	9606
JQ705709	Homo sapiens	9606
JQ705733	Homo sapiens	9606
JQ705796	Homo sapiens	9606
JQ705812	Homo sapiens	9606
JQ705824	Homo sapiens	9606
JQ705863	Homo sapiens	9606
JQ705878	Homo sapiens	9606
JQ705895	Homo sapiens	9606
JQ705968	Homo sapiens	9606
JQ705983	Homo sapiens	9606
JQ706035	Homo sapiens	9606
JQ706066	Homo sapiens	9606
JQ713564	Sphaerotheriidae sp. HYS-2012	1170231
JQ801295	Homo sapiens	9606
JQ820100	Homo sapiens	9606
JX120708	Homo sapiens	9606
JX152848	Homo sapiens	9606
JX152872	Homo sapiens	9606
JX152890	Homo sapiens	9606
JX152912	Homo sapiens	9606
JX152919	Homo sapiens	9606
JX153060	Homo sapiens	9606
JX153064	Homo sapiens	9606
JX153072	Homo sapiens	9606
JX153125	Homo sapiens	9606
JX153141	Homo sapiens	9606
JX153165	Homo sapiens	9606
JX153201	Homo sapiens	9606
JX153251	Homo sapiens	9606
JX153261	Homo sapiens	9606
JX153284	Homo sapiens	9606
JX153305	Homo sapiens	9606
JX153307	Homo sapiens	9606
JX153322	Homo sapiens	9606
JX153324	Homo sapiens	9606
JX153349	Homo sapiens	9606
JX153389	Homo sapiens	9606
JX153415	Homo sapiens	9606
JX153422	Homo sapiens	9606
JX153434	Homo sapiens	9606
JX153535	Homo sapiens	9606
JX153630	Homo sapiens	9606
JX153632	Homo sapiens	9606
JX153658	Homo sapiens	9606
JX153712	Homo sapiens	9606
JX153799	Homo sapiens	9606
JX153800	Homo sapiens	9606
JX153845	Homo sapiens	9606
JX153866	Homo sapiens	9606
JX153895	Homo sapiens	9606
JX153897	Homo sapiens	9606
JX153912	Homo sapiens	9606
JX153991	Homo sapiens	9606
JX154031	Homo sapiens	9606
JX273247	Homo sapiens	9606
JX273256	Homo sapiens	9606
JX273268	Homo sapiens	9606
JX273279	Homo sapiens	9606
JX297158	Homo sapiens	9606
JX297183	Homo sapiens	9606
JX303747	Homo sapiens	9606
JX303765	Homo sapiens	9606
JX303828	Homo sapiens	9606
JX303879	Homo sapiens	9606
JX303905	Homo sapiens	9606
JX413030	Homo sapiens	9606
JX413035	Homo sapiens	9606
JX454974	Chelonia mydas	8469
JX462693	Homo sapiens	9606
JX462700	Homo sapiens	9606
JX462711	Homo sapiens	9606
JX462722	Homo sapiens	9606
JX462725	Homo sapiens	9606
JX462732	Homo sapiens	9606
JX508744	Salamandrella keyserlingii	288315
JX629447	Perca flavescens	8167
JX669151	Homo sapiens	9606
JX669191	Homo sapiens	9606
JX669237	Homo sapiens	9606
JX669268	Homo sapiens	9606
JX669317	Homo sapiens	9606
JX669335	Homo sapiens	9606
JX669341	Homo sapiens	9606
JX669343	Homo sapiens	9606
JX669367	Homo sapiens	9606
JX669390	Homo sapiens	9606
JX669408	Homo sapiens	9606
JX893155	Plasmodium falciparum	5833
JX900348	Homo sapiens	9606
JX900370	Homo sapiens	9606
JX900439	Homo sapiens	9606
JX900504	Homo sapiens	9606
JX900511	Homo sapiens	9606
JX900534	Homo sapiens	9606
JX900541	Homo sapiens	9606
JX900573	Homo sapiens	9606
JX900586	Homo sapiens	9606
JX900603	Homo sapiens	9606
JX900612	Homo sapiens	9606
JX900621	Homo sapiens	9606
JX900643	Homo sapiens	9606
JX900651	Homo sapiens	9606
JX900662	Homo sapiens	9606
JX900713	Homo sapiens	9606
JX900723	Homo sapiens	9606
JX900763	Homo sapiens	9606
JX900777	Homo sapiens	9606
JX900780	Homo sapiens	9606
JX900846	Homo sapiens	9606
KC152581	Homo sapiens	9606
KC193701	Clupea harengus	7950
KC193703	Clupea harengus	7950
KC193705	Clupea harengus	7950
KC193726	Clupea harengus	7950
KC193740	Clupea harengus	7950
KC193741	Clupea harengus	7950
KC193750	Clupea harengus	7950
KC193758	Clupea harengus	7950
KC193769	Clupea harengus	7950
KC193772	Clupea harengus	7950
KC252346	Homo sapiens	9606
KC252371	Homo sapiens	9606
KC252396	Homo sapiens	9606
KC252417	Homo sapiens	9606
KC252429	Homo sapiens	9606
KC252433	Homo sapiens	9606
KC286602	Homo sapiens	9606
KC345797	Homo sapiens	9606
KC345807	Homo sapiens	9606
KC345831	Homo sapiens	9606
KC345836	Homo sapiens	9606
KC345856	Homo sapiens	9606
KC345878	Homo sapiens	9606
KC345913	Homo sapiens	9606
KC345919	Homo sapiens	9606
KC345937	Homo sapiens	9606
KC345988	Homo sapiens	9606
KC346039	Homo sapiens	9606
KC346059	Homo sapiens	9606
KC346075	Homo sapiens	9606
KC346103	Homo sapiens	9606
KC346136	Homo sapiens	9606
KC346138	Homo sapiens	9606
KC346238	Homo sapiens	9606
KC409031	Eimeria mitis	44415
KC505070	Homo sapiens	9606
KC505098	Homo sapiens	9606
KC505113	Homo sapiens	9606
KC533453	Homo sapiens	9606
