For further details, refer to the Master List sheet.	Recommended_taxon_name	Recommended_authority	Recommended_qualifier	Recommended_taxon_version	A: Bern Convention	C: Birds Directive	C1: Convention on Migratory Species	C2: OSPAR	D: Habitats Directive	E: EC Cites	F: Global Red list status	Fa: Red Listing based on pre 1994 IUCN guidelines	Fb: Red Listing based on 1994 IUCN guidelines	Fc: Red listing based on 2001 IUCN guidelines	Fd: Red data categories  - birds (not based on IUCN criteria)	Fe: Red data categories - Spiders (not based on IUCN criteria)	Ga: Rare and scarce species	Gb: Rare and scarce species (not based on IUCN criteria)	Ha: Biodiversity Action Plan UK list of priority species	Hb: Biodiversity Lists - England	Hc: Biodiversity Lists - Scotland	Hd: Biodiversity Lists - Wales	He: Biodiversity Lists - Northern Ireland	I: Wildlife and Countryside Act 1981	J: The Wildlife (Northern Ireland) Order 1985	K: The Conservation of Habitats and Species Regulations 2010	L: The Conservation (Nature Habitats, etc_) Regulations (NI) 199	M: Protection of Badgers Act	included_tvk_list
insect - beetle (Coleoptera)	Donacia vulgaris	Zschach, 1788		NBNSYS0000011099										RedList_GB_post2001-LC							Scottish_Biodiversity_List								NBNSYS0000011099
insect - beetle (Coleoptera)	Dorcatoma ambjoerni	Baranowski, 1985		NBNSYS0000033276										RedList_GB_post2001-LC			NR-includes												NBNSYS0000033276
insect - beetle (Coleoptera)	Dorcatoma chrysomelina	(Sturm, 1837)		NHMSYS0001717956										RedList_GB_post2001-LC															NHMSYS0001717956
insect - beetle (Coleoptera)	Dorcatoma dresdensis	Herbst, 1791		NBNSYS0000024327										RedList_GB_post2001-LC			NS-includes						NI_Priority						NBNSYS0000024327
insect - beetle (Coleoptera)	Dorcatoma flavicornis	(Fabricius, 1792)		NHMSYS0001717957										RedList_GB_post2001-LC			NS-includes												NHMSYS0001717957
insect - beetle (Coleoptera)	Dorcatoma substriata	Hummel, 1829		NHMSYS0020082063										RedList_GB_post2001-LC			NS-includes												NHMSYS0020082063
insect - beetle (Coleoptera)	Dorcus parallelipipedus	(Linnaeus, 1758)		NBNSYS0000011449										RedList_GB_post2001-LC															NBNSYS0000011449
insect - beetle (Coleoptera)	Dorytomus filirostris	(Gyllenhal, 1835)		NBNSYS0000025310														Notable-B											NBNSYS0000025310
insect - beetle (Coleoptera)	Dorytomus hirtipennis	Bedel, 1884		NBNSYS0000025311														Notable-A											NBNSYS0000025311
insect - beetle (Coleoptera)	Dorytomus ictor	(Herbst, 1795)		NBNSYS0000025312														Notable-B											NBNSYS0000025312
insect - beetle (Coleoptera)	Dorytomus majalis	(Paykull, 1792)		NHMSYS0020152045								RedList_GB_Pre94-Insu																	NHMSYS0020152045
insect - beetle (Coleoptera)	Dorytomus rubrirostris	(Gravenhorst, 1807)		NHMSYS0021367019								RedList_GB_Pre94-VU																	NHMSYS0021367019
insect - beetle (Coleoptera)	Dorytomus salicinus	(Gyllenhal, 1827)		NBNSYS0000025317														Notable-B											NBNSYS0000025317
insect - beetle (Coleoptera)	Dorytomus salicis	Walton, 1851		NBNSYS0000025318														Notable-A											NBNSYS0000025318
insect - beetle (Coleoptera)	Dorytomus tremulae	(Fabricius, 1787)		NHMSYS0020152050														Notable-B											NHMSYS0020152050
insect - beetle (Coleoptera)	Drilus flavescens	(Geoffroy in Fourcroy, 1785)		NBNSYS0000024224										RedList_GB_post2001-LC															NBNSYS0000024224
insect - beetle (Coleoptera)	Dromius agilis	(Fabricius, 1787)		NHMSYS0001717970										RedList_GB_post2001-LC															NHMSYS0001717970
insect - beetle (Coleoptera)	Dromius angustus	Brullé, 1834		NHMSYS0001717971										RedList_GB_post2001-LC			NS-includes												NHMSYS0001717971
insect - beetle (Coleoptera)	Dromius meridionalis	Dejean, 1825		NBNSYS0000007471										RedList_GB_post2001-LC															NBNSYS0000007471
insect - beetle (Coleoptera)	Dromius quadrimaculatus	(Linnaeus, 1758)		NBNSYS0000007473										RedList_GB_post2001-LC															NBNSYS0000007473
insect - beetle (Coleoptera)	Dropephylla gracilicornis	(Fairmaire & Laboulbène, 1856)		NBNSYS0000023141														Notable											NBNSYS0000023141
insect - beetle (Coleoptera)	Dropephylla heeri	(Heer, 1841)		NBNSYS0000023142														Notable											NBNSYS0000023142
insect - beetle (Coleoptera)	Drupenatus nasturtii	(Germar, 1823)		NBNSYS0000025428														Notable-B											NBNSYS0000025428
insect - beetle (Coleoptera)	Dryocoetes alni	(Georg, 1856)		NHMSYS0020152055														Notable-A											NHMSYS0020152055
insect - beetle (Coleoptera)	Dryophilus anobioides	Chevrolat, 1832		NBNSYS0000024307										RedList_GB_post2001-LC			NR-includes												NBNSYS0000024307
insect - beetle (Coleoptera)	Dryophilus pusillus	(Gyllenhal, 1808)		NBNSYS0000024308										RedList_GB_post2001-NA															NBNSYS0000024308
insect - beetle (Coleoptera)	Dryophthorus corticalis	(Paykull, 1792)		NBNSYS0000025276								RedList_GB_Pre94-EN																	NBNSYS0000025276
insect - beetle (Coleoptera)	Dryops anglicanus	Edwards, 1909		NBNSYS0000007774										RedList_GB_post2001-NT															NBNSYS0000007774
insect - beetle (Coleoptera)	Dryops auriculatus	(Geoffroy in Fourcroy, 1785)		NBNSYS0000007775										RedList_GB_post2001-NT				Notable-B											NBNSYS0000007775
insect - beetle (Coleoptera)	Dryops griseus	(Erichson, 1847)		NBNSYS0000007777										RedList_GB_post2001-VU															NBNSYS0000007777
insect - beetle (Coleoptera)	Dryops nitidulus	(Heer, 1841)		NBNSYS0000007779										RedList_GB_post2001-NT							Scottish_Biodiversity_List								NBNSYS0000007779
insect - beetle (Coleoptera)	Dryops similaris	Bollow, 1936		NBNSYS0000007780														NS-excludes			Scottish_Biodiversity_List								NBNSYS0000007780
insect - beetle (Coleoptera)	Dryops striatellus	(Fairmaire & Brisout de Barneville, C., 1859)		NBNSYS0000007781														NS-excludes											NBNSYS0000007781
insect - beetle (Coleoptera)	Drypta dentata	(Rossi, 1790)		NBNSYS0000007488										RedList_GB_post2001-EN			NR-includes												NBNSYS0000007488
insect - beetle (Coleoptera)	Dyschirius aeneus	(Dejean, 1825)		NBNSYS0000007172										RedList_GB_post2001-LC															NBNSYS0000007172
insect - beetle (Coleoptera)	Dyschirius angustatus	(Ahrens, 1830)		NBNSYS0000007173										RedList_GB_post2001-NT			NR-includes												NBNSYS0000007173
insect - beetle (Coleoptera)	Dyschirius extensus	Putzeys, 1846		NBNSYS0000007174										RedList_GB_post2001-CR(PE)			NR-includes												NBNSYS0000007174
insect - beetle (Coleoptera)	Dyschirius globosus	(Herbst, 1784)		NBNSYS0000007175										RedList_GB_post2001-LC															NBNSYS0000007175
insect - beetle (Coleoptera)	Dyschirius impunctipennis	Dawson, 1854		NBNSYS0000007176										RedList_GB_post2001-LC			NS-includes												NBNSYS0000007176
insect - beetle (Coleoptera)	Dyschirius nitidus	(Dejean, 1825)		NBNSYS0000007178										RedList_GB_post2001-LC			NS-includes												NBNSYS0000007178
insect - beetle (Coleoptera)	Dyschirius obscurus	(Gyllenhal, 1827)		NBNSYS0000007179										RedList_GB_post2001-EN			NR-includes						NI_Priority						NBNSYS0000007179
insect - beetle (Coleoptera)	Dyschirius politus	(Dejean, 1825)		NBNSYS0000007180										RedList_GB_post2001-LC			NS-includes												NBNSYS0000007180
insect - beetle (Coleoptera)	Dyschirius salinus	Schaum, 1843		NBNSYS0000007181										RedList_GB_post2001-LC			NS-includes												NBNSYS0000007181
insect - beetle (Coleoptera)	Dyschirius thoracicus	(Rossi, 1790)		NBNSYS0000007182										RedList_GB_post2001-LC			NS-includes												NBNSYS0000007182
insect - beetle (Coleoptera)	Dyschirius tristis	Stephens, 1827		NHMSYS0001718015										RedList_GB_post2001-LC															NHMSYS0001718015
insect - beetle (Coleoptera)	Dytiscus circumcinctus	Ahrens, 1811		NBNSYS0000007628														NS-excludes											NBNSYS0000007628
insect - beetle (Coleoptera)	Dytiscus dimidiatus	Bergsträsser, 1777		NHMSYS0001718025										RedList_GB_post2001-NT															NHMSYS0001718025
insect - beetle (Coleoptera)	Dytiscus lapponicus	Gyllenhal, 1808		NBNSYS0000007631										RedList_GB_post2001-NT									NI_Priority						NBNSYS0000007631
insect - beetle (Coleoptera)	Ebaeus pedicularius	(Linnaeus, 1758)		NBNSYS0000024394										RedList_GB_post2001-RE															NBNSYS0000024394
insect - beetle (Coleoptera)	Elaphrus cupreus	Duftschmid, 1812		NBNSYS0000007167										RedList_GB_post2001-LC															NBNSYS0000007167
insect - beetle (Coleoptera)	Elaphrus lapponicus	Gyllenhal, 1810		NBNSYS0000007168										RedList_GB_post2001-NT			NS-includes												NBNSYS0000007168
insect - beetle (Coleoptera)	Elaphrus riparius	(Linnaeus, 1758)		NBNSYS0000007169										RedList_GB_post2001-LC															NBNSYS0000007169
insect - beetle (Coleoptera)	Elaphrus uliginosus	Fabricius, 1792		NBNSYS0000007170										RedList_GB_post2001-LC			NS-includes												NBNSYS0000007170
insect - beetle (Coleoptera)	Elater ferrugineus	Linnaeus, 1758		NBNSYS0000010968								RedList_GB_Pre94-EN																	NBNSYS0000010968
insect - beetle (Coleoptera)	Elateroides dermestoides	(Linnaeus, 1761)		NHMSYS0021366739										RedList_GB_post2001-LC															NHMSYS0021366739
insect - beetle (Coleoptera)	Eledona agricola	(Herbst, 1783)		NBNSYS0000024830										RedList_GB_post2001-LC															NBNSYS0000024830
insect - beetle (Coleoptera)	Ellescus bipunctatus	(Linnaeus, 1758)		NBNSYS0000025481														Notable-B											NBNSYS0000025481
insect - beetle (Coleoptera)	Elodes elongatus	Tournier, 1868		NHMSYS0021422169														NS-excludes											NHMSYS0021422169
insect - beetle (Coleoptera)	Elodes minutus	(Linnaeus, 1767)		NHMSYS0021422174														NS-excludes			Scottish_Biodiversity_List								NHMSYS0021422174
insect - beetle (Coleoptera)	Elodes pseudominutus	Klausnitzer, 1971		NHMSYS0021422179														NS-excludes			Scottish_Biodiversity_List								NHMSYS0021422179
insect - beetle (Coleoptera)	Elodes tricuspis	Nyholm, 1985		NHMSYS0000524502										RedList_GB_post2001-VU															NHMSYS0000524502
insect - beetle (Coleoptera)	Emus hirtus	(Linnaeus, 1758)		NBNSYS0000023533								RedList_GB_Pre94-EN																	NBNSYS0000023533
insect - beetle (Coleoptera)	Endophloeus markovichianus	(Piller & Mitterpacher, 1783)		NBNSYS0000024812										RedList_GB_post2001-RE															NBNSYS0000024812
insect - beetle (Coleoptera)	Enicmus brevicornis	(Mannerheim, 1844)		NBNSYS0000024727														Notable											NBNSYS0000024727
insect - beetle (Coleoptera)	Enicmus fungicola	Thomson, C.G., 1868		NHMSYS0020152078														Notable											NHMSYS0020152078
insect - beetle (Coleoptera)	Enicmus rugosus	(Herbst, 1793)		NBNSYS0000024730														Notable											NBNSYS0000024730
insect - beetle (Coleoptera)	Enochrus bicolor	(Fabricius, 1792)		NHMSYS0001718076														NS-excludes											NHMSYS0001718076
insect - beetle (Coleoptera)	Enochrus fuscipennis/halophilus/quadripunctatus		agg.	NHMSYS0021486552														Notable-B											NHMSYS0021486552
insect - beetle (Coleoptera)	Enochrus halophilus	(Bedel, 1878)		NBNSYS0000007731														NS-excludes											NBNSYS0000007731
insect - beetle (Coleoptera)	Enochrus nigritus	(Sharp, 1873)		NHMSYS0001718083										RedList_GB_post2001-NT															NHMSYS0001718083
insect - beetle (Coleoptera)	Enochrus quadripunctatus	(Herbst, 1797)		NHMSYS0001718084														NS-excludes			Scottish_Biodiversity_List								NHMSYS0001718084
insect - beetle (Coleoptera)	Enochrus testaceus	(Fabricius, 1801)		NHMSYS0001718086																	Scottish_Biodiversity_List								NHMSYS0001718086
insect - beetle (Coleoptera)	Epauloecus unicolor	(Piller & Mitterpacher, 1783)		NHMSYS0021366894										RedList_GB_post2001-LC															NHMSYS0021366894
insect - beetle (Coleoptera)	Epierus comptus	Erichson, 1834		NBNSYS0000022864										RedList_GB_post2001-NT			NR-includes												NBNSYS0000022864
insect - beetle (Coleoptera)	Epitrix atropae	Foudras, 1860		NBNSYS0000011293										RedList_GB_post2001-LC			NS-includes												NBNSYS0000011293
insect - beetle (Coleoptera)	Epitrix pubescens	(Koch, J.D.W., 1803)		NHMSYS0020152092										RedList_GB_post2001-LC															NHMSYS0020152092
insect - beetle (Coleoptera)	Epuraea angustula	Sturm, 1844		NBNSYS0000024471														Notable-B											NBNSYS0000024471
insect - beetle (Coleoptera)	Epuraea binotata	Reitter, 1873		NBNSYS0000024473								RedList_GB_Pre94-EX																	NBNSYS0000024473
insect - beetle (Coleoptera)	Epuraea distincta	(Grimmer, 1841)		NBNSYS0000024475														Notable-A											NBNSYS0000024475
insect - beetle (Coleoptera)	Epuraea fuscicollis	(Stephens, 1835)		NBNSYS0000024477														Notable-B											NBNSYS0000024477
insect - beetle (Coleoptera)	Epuraea guttata	(Olivier, 1811)		NBNSYS0000024478														Notable-B											NBNSYS0000024478
insect - beetle (Coleoptera)	Epuraea longula	Erichson, 1845		NBNSYS0000024480														Notable-B											NBNSYS0000024480
insect - beetle (Coleoptera)	Epuraea neglecta	(Heer, 1841)		NBNSYS0000024483								RedList_GB_Pre94-Inde																	NBNSYS0000024483
insect - beetle (Coleoptera)	Epuraea silacea	(Herbst, 1783)		NBNSYS0000024486								RedList_GB_Pre94-R																	NBNSYS0000024486
insect - beetle (Coleoptera)	Epuraea terminalis	(Mannerheim, 1843)		NBNSYS0000024487								RedList_GB_Pre94-Inde						Notable											NBNSYS0000024487
insect - beetle (Coleoptera)	Epuraea thoracica	Tournier, 1872		NBNSYS0000024488														Notable											NBNSYS0000024488
insect - beetle (Coleoptera)	Epuraea variegata	(Herbst, 1793)		NBNSYS0000024490								RedList_GB_Pre94-Insu																	NBNSYS0000024490
insect - beetle (Coleoptera)	Erichsonius signaticornis	(Mulsant & Rey, 1853)		NBNSYS0000023434														Notable-B											NBNSYS0000023434
insect - beetle (Coleoptera)	Erichsonius ytenensis	(Sharp, 1913)		NBNSYS0000023435								RedList_GB_Pre94-Inde																	NBNSYS0000023435
insect - beetle (Coleoptera)	Ernobius abietis	(Fabricius, 1792)		NHMSYS0001718094										RedList_GB_post2001-NA															NHMSYS0001718094
insect - beetle (Coleoptera)	Ernobius angusticollis	(Ratzeburg, 1837)		NBNSYS0000024311										RedList_GB_post2001-NA															NBNSYS0000024311
insect - beetle (Coleoptera)	Ernobius gallicus	Johnson, 1975		NHMSYS0021179398										RedList_GB_post2001-NA															NHMSYS0021179398
insect - beetle (Coleoptera)	Ernobius gigas	(Mulsant & Rey, 1863)		NBNSYS0000024312										RedList_GB_post2001-NA															NBNSYS0000024312
insect - beetle (Coleoptera)	Ernobius mollis	(Linnaeus, 1758)		NBNSYS0000024313										RedList_GB_post2001-NA															NBNSYS0000024313
insect - beetle (Coleoptera)	Ernobius nigrinus	(Sturm, 1837)		NBNSYS0000024314										RedList_GB_post2001-LC			NR-includes												NBNSYS0000024314
insect - beetle (Coleoptera)	Ernobius pini	(Sturm, 1837)		NBNSYS0000024315										RedList_GB_post2001-NA															NBNSYS0000024315
insect - beetle (Coleoptera)	Ernoporicus caucasicus	(Lindemann, 1876)		NHMSYS0020152132								RedList_GB_Pre94-EN																	NHMSYS0020152132
insect - beetle (Coleoptera)	Ernoporicus fagi	(Fabricius, 1798)		NHMSYS0020152133														Notable-A											NHMSYS0020152133
insect - beetle (Coleoptera)	Ernoporus tiliae	(Panzer, 1793)		NBNSYS0000025569								RedList_GB_Pre94-EN																	NBNSYS0000025569
insect - beetle (Coleoptera)	Erotides cosnardi	(Chevrolat, 1831)		NHMSYS0021008107										RedList_GB_post2001-EN			NR-includes		BAP-2007	England_NERC_S.41									NHMSYS0021008107
insect - beetle (Coleoptera)	Esymus merdarius	(Fabricius, 1775)		NHMSYS0021442470										RedList_GB_post2001-LC			NS-includes												NHMSYS0021442470
insect - beetle (Coleoptera)	Esymus pusillus	(Herbst, 1789)		NHMSYS0021442475										RedList_GB_post2001-LC															NHMSYS0021442475
insect - beetle (Coleoptera)	Ethelcus verrucatus	(Gyllenhal, 1837)		NHMSYS0020152140								RedList_GB_Pre94-R																	NHMSYS0020152140
insect - beetle (Coleoptera)	Eubria palustris	(Germar, 1818)		NBNSYS0000024201										RedList_GB_post2001-NT															NBNSYS0000024201
insect - beetle (Coleoptera)	Eubrychius velutus	(Beck, 1817)		NBNSYS0000025410														Notable-B			Scottish_Biodiversity_List								NBNSYS0000025410
insect - beetle (Coleoptera)	Eucnemis capucina	Ahrens, 1812		NBNSYS0000010986								RedList_GB_Pre94-EN																	NBNSYS0000010986
insect - beetle (Coleoptera)	Euconnus denticornis	(Müller, P.W.J. & Kunze, 1822)		NBNSYS0000023078								RedList_GB_Pre94-Inde																	NBNSYS0000023078
insect - beetle (Coleoptera)	Euconnus maklinii	(Mannerheim, 1844)		NHMSYS0021419754								RedList_GB_Pre94-Inde																	NHMSYS0021419754
insect - beetle (Coleoptera)	Euconnus pragensis	(Machulka, 1923)		NBNSYS0000023083								RedList_GB_Pre94-EN																	NBNSYS0000023083
insect - beetle (Coleoptera)	Eudectus whitei	Sharp, 1871		NBNSYS0000023172														Notable-A											NBNSYS0000023172
insect - beetle (Coleoptera)	Euglenes oculatus	(Paykull, 1798)		NHMSYS0020152143										RedList_GB_post2001-LC			NS-includes												NHMSYS0020152143
insect - beetle (Coleoptera)	Euheptaulacus sus	(Herbst, 1783)		NBNSYS0000011509										RedList_GB_post2001-VU			NR-includes												NBNSYS0000011509
insect - beetle (Coleoptera)	Euheptaulacus villosus	(Gyllenhal in Schönherr, 1806)		NHMSYS0001718137										RedList_GB_post2001-LC			NS-includes												NHMSYS0001718137
insect - beetle (Coleoptera)	Eulagius filicornis	(Reitter, 1887)		NHMSYS0020152146										RedList_GB_post2001-NE															NHMSYS0020152146
insect - beetle (Coleoptera)	Euorodalus coenosus	(Panzer, 1798)		NHMSYS0021442480										RedList_GB_post2001-LC			NS-includes												NHMSYS0021442480
insect - beetle (Coleoptera)	Euplatypus parallelus	(Fabricius, 1801)		NHMSYS0021478908								RedList_GB_Pre94-Inde																	NHMSYS0021478908
insect - beetle (Coleoptera)	Euplectus bescidicus	Reitter, 1881		NBNSYS0000024110								RedList_GB_Pre94-Insu																	NBNSYS0000024110
insect - beetle (Coleoptera)	Euplectus bonvouloiri ssp. rosae	Raffray, 1910		NBNSYS0000024111														Notable											NBNSYS0000024111;NHMSYS0001718148
insect - beetle (Coleoptera)	Euplectus brunneus	(Grimmer, 1841)		NBNSYS0000024112								RedList_GB_Pre94-EN																	NBNSYS0000024112
insect - beetle (Coleoptera)	Euplectus decipiens	Raffray, 1910		NBNSYS0000024113								RedList_GB_Pre94-Inde																	NBNSYS0000024113
insect - beetle (Coleoptera)	Euplectus duponti	Aubé, 1833		NHMSYS0001718152														Notable											NHMSYS0001718152
insect - beetle (Coleoptera)	Euplectus kirbii	Denny, 1825		NHMSYS0001718153														Notable											NHMSYS0001718153
insect - beetle (Coleoptera)	Euplectus mutator	Fauvel, 1895		NHMSYS0001718155														Notable											NHMSYS0001718155
insect - beetle (Coleoptera)	Euplectus nanus	(Reichenbach, 1816)		NBNSYS0000024119								RedList_GB_Pre94-Inde																	NBNSYS0000024119
insect - beetle (Coleoptera)	Euplectus punctatus	Mulsant & Rey, 1861		NBNSYS0000024121								RedList_GB_Pre94-R																	NBNSYS0000024121
insect - beetle (Coleoptera)	Euplectus tholini	Guillebeau, 1888		NHMSYS0001718160								RedList_GB_Pre94-R																	NHMSYS0001718160
insect - beetle (Coleoptera)	Eupleurus subterraneus	(Linnaeus, 1758)		NHMSYS0021442485										RedList_GB_post2001-CR(PE)			NR-includes												NHMSYS0021442485
insect - beetle (Coleoptera)	Eurodotina inquinula	(Gravenhorst, 1802)		NHMSYS0021366854														Notable											NHMSYS0021366854
insect - beetle (Coleoptera)	Eurynebria complanata	(Linnaeus, 1767)		NHMSYS0001718164										RedList_GB_post2001-EN			NR-includes												NHMSYS0001718164
insect - beetle (Coleoptera)	Euryporus picipes	(Paykull, 1800)		NBNSYS0000023538								RedList_GB_Pre94-Insu																	NBNSYS0000023538
insect - beetle (Coleoptera)	Euryptilium saxonicum	(Gillmeister, 1845)		NBNSYS0000022890														Notable											NBNSYS0000022890
insect - beetle (Coleoptera)	Euryusa optabilis	Heer, 1839		NBNSYS0000023728								RedList_GB_Pre94-Inde																	NBNSYS0000023728
insect - beetle (Coleoptera)	Euryusa sinuata	Erichson, 1837		NBNSYS0000023729								RedList_GB_Pre94-Inde																	NBNSYS0000023729
insect - beetle (Coleoptera)	Eusphalerum sorbicola	(Kangas, 1941)		NBNSYS0000023133								RedList_GB_Pre94-Inde																	NBNSYS0000023133
insect - beetle (Coleoptera)	Eutheia formicetorum	Reitter, 1882		NBNSYS0000023056								RedList_GB_Pre94-EN																	NBNSYS0000023056
insect - beetle (Coleoptera)	Eutheia linearis	Mulsant & Rey, 1861		NBNSYS0000023057								RedList_GB_Pre94-EN																	NBNSYS0000023057
insect - beetle (Coleoptera)	Eutheia plicata	(Gyllenhal, 1813)		NBNSYS0000023058								RedList_GB_Pre94-Insu																	NBNSYS0000023058
insect - beetle (Coleoptera)	Eutheia schaumii	Kiesenwetter, 1858		NBNSYS0000147264														Notable											NBNSYS0000147264
insect - beetle (Coleoptera)	Eutheia scydmaenoides	Stephens, 1830		NBNSYS0000023060														Notable											NBNSYS0000023060
insect - beetle (Coleoptera)	Exapion difficile	(Herbst, 1797)		NBNSYS0000025020														Notable-A											NBNSYS0000025020
insect - beetle (Coleoptera)	Exapion genistae	(Kirby, 1811)		NBNSYS0000025022														Notable-A	BAP-2007	England_NERC_S.41									NBNSYS0000025022
insect - beetle (Coleoptera)	Exochomus nigromaculatus	(Goeze, 1777)		NBNSYS0000008311								RedList_GB_Pre94-Inde																	NBNSYS0000008311
insect - beetle (Coleoptera)	Exomias pyrenaeus	(Seidlitz, 1868)		NHMSYS0021422259								RedList_GB_Pre94-Inde																	NHMSYS0021422259
insect - beetle (Coleoptera)	Falagria sulcatula	(Gravenhorst, 1806)		NBNSYS0000023746														Notable											NBNSYS0000023746
insect - beetle (Coleoptera)	Fleutiauxellus maritimus	(Curtis, 1840)		NBNSYS0000010928														Notable-A											NBNSYS0000010928
insect - beetle (Coleoptera)	Furcipus rectirostris	(Linnaeus, 1758)		NBNSYS0000025453														Notable-B											NBNSYS0000025453
insect - beetle (Coleoptera)	Gabrius astutoides	(Strand, A., 1946)		NHMSYS0001718195								RedList_GB_Pre94-Inde																	NHMSYS0001718195
insect - beetle (Coleoptera)	Gabrius bishopi	Sharp, 1910		NBNSYS0000023494														Notable-B											NBNSYS0000023494
insect - beetle (Coleoptera)	Gabrius exiguus	(Nordmann, 1837)		NHMSYS0001718199								RedList_GB_Pre94-Inde																	NHMSYS0001718199
insect - beetle (Coleoptera)	Gabrius keysianus	Sharp, 1910		NBNSYS0000023496														Notable-B											NBNSYS0000023496
insect - beetle (Coleoptera)	Gabrius osseticus	(Kolenati, 1846)		NBNSYS0000023498														Notable-B											NBNSYS0000023498
insect - beetle (Coleoptera)	Gabrius velox	Sharp, 1910		NBNSYS0000023505														Notable-B											NBNSYS0000023505
insect - beetle (Coleoptera)	Galeruca laticollis	Sahlberg, C.R., 1838		NHMSYS0001744232								RedList_GB_Pre94-EN		RedList_GB_post2001-CR			NR-includes												NHMSYS0001744232
insect - beetle (Coleoptera)	Galeruca tanaceti	(Linnaeus, 1758)		NBNSYS0000011198										RedList_GB_post2001-LC															NBNSYS0000011198
insect - beetle (Coleoptera)	Galerucella calmariensis	(Linnaeus, 1767)		NBNSYS0000011189										RedList_GB_post2001-LC															NBNSYS0000011189
insect - beetle (Coleoptera)	Galerucella lineola	(Fabricius, 1781)		NHMSYS0020152175										RedList_GB_post2001-LC															NHMSYS0020152175
insect - beetle (Coleoptera)	Galerucella nymphaeae	(Linnaeus, 1758)		NBNSYS0000011192										RedList_GB_post2001-LC															NBNSYS0000011192
insect - beetle (Coleoptera)	Galerucella pusilla	(Duftschmid, 1825)		NBNSYS0000011193										RedList_GB_post2001-LC															NBNSYS0000011193
insect - beetle (Coleoptera)	Galerucella sagittariae	(Gyllenhal, 1813)		NBNSYS0000011194										RedList_GB_post2001-LC															NBNSYS0000011194
insect - beetle (Coleoptera)	Galerucella tenella	(Linnaeus, 1761)		NBNSYS0000011195										RedList_GB_post2001-LC															NBNSYS0000011195
insect - beetle (Coleoptera)	Gastrallus immarginatus	(Müller, P.W.J., 1821)		NHMSYS0001718207										RedList_GB_post2001-LC			NS-includes												NHMSYS0001718207
insect - beetle (Coleoptera)	Gastrallus knizeki	Zahradník, 1996		NHMSYS0021179404										RedList_GB_post2001-DD															NHMSYS0021179404
insect - beetle (Coleoptera)	Gastrophysa polygoni	(Linnaeus, 1758)		NBNSYS0000011166										RedList_GB_post2001-LC															NBNSYS0000011166
insect - beetle (Coleoptera)	Gastrophysa viridula	(De Geer, 1775)		NHMSYS0020152181										RedList_GB_post2001-LC															NHMSYS0020152181
insect - beetle (Coleoptera)	Geodromicus longipes	(Mannerheim, 1830)		NBNSYS0000023124														Notable											NBNSYS0000023124
insect - beetle (Coleoptera)	Georissus crenulatus	(Rossi, 1794)		NBNSYS0000007648														NS-excludes											NBNSYS0000007648
insect - beetle (Coleoptera)	Geotrupes mutator	(Marsham, 1802)		NBNSYS0000011457										RedList_GB_post2001-NT			NR-includes												NBNSYS0000011457
insect - beetle (Coleoptera)	Geotrupes spiniger	(Marsham, 1802)		NBNSYS0000011459										RedList_GB_post2001-LC															NBNSYS0000011459
insect - beetle (Coleoptera)	Geotrupes stercorarius	(Linnaeus, 1758)		NBNSYS0000011460										RedList_GB_post2001-LC															NBNSYS0000011460
insect - beetle (Coleoptera)	Gibbium aequinoctiale	Boieldieu, 1854		NBNSYS0000040765										RedList_GB_post2001-NA															NBNSYS0000040765
insect - beetle (Coleoptera)	Gibbium psylloides	(Czempiński, 1778)		NHMSYS0001718228										RedList_GB_post2001-NA															NHMSYS0001718228
insect - beetle (Coleoptera)	Glaphyra umbellatarum	(Schreber, 1759)		NHMSYS0020152185										RedList_GB_post2001-LC			NS-includes	Notable-A											NHMSYS0020152185
insect - beetle (Coleoptera)	Globicornis nigripes	(Fabricius, 1792)		NHMSYS0001718231										RedList_GB_post2001-VU			NR-includes												NHMSYS0001718231
insect - beetle (Coleoptera)	Glocianus moelleri	(Thomson, C.G., 1868)		NHMSYS0020152198								RedList_GB_Pre94-Insu																	NHMSYS0020152198
insect - beetle (Coleoptera)	Glocianus pilosellus	(Gyllenhal, 1837)		NHMSYS0020152199								RedList_GB_Pre94-VU																	NHMSYS0020152199
insect - beetle (Coleoptera)	Glocianus punctiger	(Sahlberg, C.R., 1835)		NHMSYS0021125654														Notable-B											NHMSYS0021125654
insect - beetle (Coleoptera)	Gnathoncus buyssoni	Auzat, 1917		NBNSYS0000022825										RedList_GB_post2001-LC			NS-includes												NBNSYS0000022825
insect - beetle (Coleoptera)	Gnathoncus communis	(Marseul, 1862)		NHMSYS0001718236										RedList_GB_post2001-LC															NHMSYS0001718236
insect - beetle (Coleoptera)	Gnathoncus nannetensis	(Marseul, 1862)		NBNSYS0000022826										RedList_GB_post2001-LC															NBNSYS0000022826
insect - beetle (Coleoptera)	Gnathoncus rotundatus	(Kugelann, 1792)		NHMSYS0001718238										RedList_GB_post2001-LC															NHMSYS0001718238
insect - beetle (Coleoptera)	Gnatocerus cornutus	(Fabricius, 1798)		NHMSYS0020152204										RedList_GB_post2001-NE															NHMSYS0020152204
insect - beetle (Coleoptera)	Gnatocerus maxillosus	(Fabricius, 1801)		NHMSYS0020152205										RedList_GB_post2001-NE															NHMSYS0020152205
