For further details, refer to the Master List sheet.	Recommended_taxon_name	Recommended_authority	Recommended_qualifier	Recommended_taxon_version	A: Bern Convention	C: Birds Directive	C1: Convention on Migratory Species	C2: OSPAR	D: Habitats Directive	E: EC Cites	F: Global Red list status	Fa: Red Listing based on pre 1994 IUCN guidelines	Fb: Red Listing based on 1994 IUCN guidelines	Fc: Red listing based on 2001 IUCN guidelines	Fd: Red data categories  - birds (not based on IUCN criteria)	Fe: Red data categories - Spiders (not based on IUCN criteria)	Ga: Rare and scarce species	Gb: Rare and scarce species (not based on IUCN criteria)	Ha: Biodiversity Action Plan UK list of priority species	Hb: Biodiversity Lists - England	Hc: Biodiversity Lists - Scotland	Hd: Biodiversity Lists - Wales	He: Biodiversity Lists - Northern Ireland	I: Wildlife and Countryside Act 1981	J: The Wildlife (Northern Ireland) Order 1985	K: The Conservation of Habitats and Species Regulations 2010	L: The Conservation (Nature Habitats, etc_) Regulations (NI) 199	M: Protection of Badgers Act	included_tvk_list
alga	Staurastrum setigerum	Cleve		NHMSYS0000606631																	Scottish_Biodiversity_List								NHMSYS0000606631
alga	Staurastrum sexangulare	(Bulnh.) P.Lundell		NHMSYS0000606632																	Scottish_Biodiversity_List								NHMSYS0000606632
alga	Staurastrum sexcostatum	Ralfs		NHMSYS0000606633																	Scottish_Biodiversity_List								NHMSYS0000606633
alga	Staurastrum simonyi	Heimerl		NHMSYS0021339609																	Scottish_Biodiversity_List								NHMSYS0021339609
alga	Staurastrum spongiosum	Ralfs		NHMSYS0000606637																	Scottish_Biodiversity_List								NHMSYS0000606637
alga	Staurastrum striolatum	(Nägeli) W.Archer		NHMSYS0000606640																	Scottish_Biodiversity_List								NHMSYS0000606640
alga	Staurastrum subarcuatum	Wolle		NHMSYS0000606641																	Scottish_Biodiversity_List								NHMSYS0000606641
alga	Staurastrum subavicula	(West) West et G.S.West, 1892		NHMSYS0000606642																	Scottish_Biodiversity_List								NHMSYS0000606642
alga	Staurastrum subcruciatum	Cooke et Wills		NHMSYS0000606643																	Scottish_Biodiversity_List								NHMSYS0000606643
alga	Staurastrum sublaevispinum	W. et G.S.West		NHMSYS0000606644																	Scottish_Biodiversity_List								NHMSYS0000606644
alga	Staurastrum subnudibrachiatum	W. et G.S.West		NHMSYS0000606645																	Scottish_Biodiversity_List								NHMSYS0000606645
alga	Staurastrum subpygmaeum	W.West		NHMSYS0000524886																	Scottish_Biodiversity_List								NHMSYS0000524886
alga	Staurastrum subscabrum	Nordst.		NHMSYS0000606648																	Scottish_Biodiversity_List								NHMSYS0000606648
alga	Staurastrum tohopekaligense	Wolle		NHMSYS0000606658																	Scottish_Biodiversity_List								NHMSYS0000606658
alga	Staurastrum uhtuense	Grönblad		NHMSYS0000606666																	Scottish_Biodiversity_List								NHMSYS0000606666
alga	Staurastrum verticillatum	W.Archer		NHMSYS0000606668																	Scottish_Biodiversity_List								NHMSYS0000606668
alga	Staurodesmus aristiferus	(Ralfs) Thomasson		NHMSYS0000606676																	Scottish_Biodiversity_List								NHMSYS0000606676
alga	Staurodesmus aversus	(P. Lundell) S. Lill., 1950		NHMSYS0000606678																	Scottish_Biodiversity_List								NHMSYS0000606678
alga	Staurodesmus brevispina	(Bréb. ex Ralfs) Croasdale, 1957		NHMSYS0000606679																	Scottish_Biodiversity_List								NHMSYS0000606679
alga	Staurodesmus bulnheimii	(Racib.) Brook		NHMSYS0000606687																	Scottish_Biodiversity_List								NHMSYS0000606687
alga	Staurodesmus connatus	(P.Lundell) Thomasson		NHMSYS0000606689																	Scottish_Biodiversity_List								NHMSYS0000606689
alga	Staurodesmus controversus	(W. et G.S.West) Teiling		NHMSYS0000606691																	Scottish_Biodiversity_List								NHMSYS0000606691
alga	Staurodesmus convergens	(Ralfs) S.Lillieroth		NHMSYS0000606692																	Scottish_Biodiversity_List								NHMSYS0000606692
alga	Staurodesmus corniculatus	(P.Lundell) Teiling		NHMSYS0000606696																	Scottish_Biodiversity_List								NHMSYS0000606696
alga	Staurodesmus dickiei	(Ralfs) S.Lill.		NHMSYS0000606706																	Scottish_Biodiversity_List								NHMSYS0000606706
alga	Staurodesmus glaber	(Ralfs) Teiling		NHMSYS0000606713																	Scottish_Biodiversity_List								NHMSYS0000606713
alga	Staurodesmus grandis	(Bulnh.) Teiling		NHMSYS0000606715																	Scottish_Biodiversity_List								NHMSYS0000606715
alga	Staurodesmus megacanthus	(P.Lundell) Thunmark		NHMSYS0000606727																	Scottish_Biodiversity_List								NHMSYS0000606727
alga	Staurodesmus mucronatus	(Ralfs) Croasdale		NHMSYS0000606732																	Scottish_Biodiversity_List								NHMSYS0000606732
alga	Staurodesmus omearae	(W.Archer) Teiling		NHMSYS0000606735																	Scottish_Biodiversity_List								NHMSYS0000606735
alga	Staurodesmus phimus	(W.B.Turner) Thomasson		NHMSYS0000606740																	Scottish_Biodiversity_List								NHMSYS0000606740
alga	Staurodesmus spencerianus	(Mask.) Teiling		NHMSYS0000606750																	Scottish_Biodiversity_List								NHMSYS0000606750
alga	Staurodesmus subtriangularis	(Borge) Teiling		NHMSYS0000606755																	Scottish_Biodiversity_List								NHMSYS0000606755
alga	Staurodesmus triangularis	(Lagerh.) Teiling		NHMSYS0000606759																	Scottish_Biodiversity_List								NHMSYS0000606759
alga	Staurodesmus tumidus	(Ralfs) Teiling		NHMSYS0000606763																	Scottish_Biodiversity_List								NHMSYS0000606763
alga	Staurodesmus validus	(W. et G.S.West) Thomasson		NHMSYS0000606764																	Scottish_Biodiversity_List								NHMSYS0000606764
alga	Teilingia excavata	(Ralfs) Bourr.		NHMSYS0000607127																	Scottish_Biodiversity_List								NHMSYS0000607127
alga	Xanthidium aculeatum	Ralfs		NHMSYS0000607501																	Scottish_Biodiversity_List								NHMSYS0000607501
alga	Xanthidium bifidum	(Bréb.) Deflandre		NHMSYS0000607517																	Scottish_Biodiversity_List								NHMSYS0000607517
alga	Xanthidium brebissonii	Ralfs		NHMSYS0000607518																	Scottish_Biodiversity_List								NHMSYS0000607518
alga	Xanthidium concinnum	W.Archer		NHMSYS0000607520																	Scottish_Biodiversity_List								NHMSYS0000607520
alga	Xanthidium cristatum	Ralfs		NHMSYS0000607525																	Scottish_Biodiversity_List								NHMSYS0000607525
alga	Xanthidium impar	(J. Jacobsen) Deflandre		NHMSYS0000607533																	Scottish_Biodiversity_List								NHMSYS0000607533
alga	Xanthidium robinsonianum	W.Archer		NHMSYS0000607536																	Scottish_Biodiversity_List								NHMSYS0000607536
alga	Xanthidium smithii	W.Archer		NHMSYS0000607537																	Scottish_Biodiversity_List								NHMSYS0000607537
alga	Xanthidium variabile	(Nordst.) W. et G.S.West		NHMSYS0000607546																	Scottish_Biodiversity_List								NHMSYS0000607546
alga	Xiphosiphonia pennata	(C.Agardh) Savoie & G.W.Saunders, 2016		NHMSYS0021185549														Marine-NS											NHMSYS0021185549
amphibian	Bufo bufo	(Linnaeus, 1758)		NHMSYS0000080159	Bern-A3						RedList_Global_post2001-LC								BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7		WACA-Sch5_sect9.5a					NHMSYS0000080159
amphibian	Epidalea calamita	(Laurenti, 1768)		NHMSYS0020194825	Bern-A2				HabDir-A4		RedList_Global_post2001-LC								BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7		WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2			NHMSYS0020194825
amphibian	Hyla arborea	(Linnaeus, 1758)		NHMSYS0000080165	Bern-A2																								NHMSYS0000080165
amphibian	Ichthyosaura alpestris	(Laurenti, 1768)		NHMSYS0020740241	Bern-A3																								NHMSYS0020740241
amphibian	Lissotriton helveticus	(Razoumovsky, 1789)		NHMSYS0020194828	Bern-A3						RedList_Global_post2001-LC													WACA-Sch5_sect9.5a					NHMSYS0020194828
amphibian	Lissotriton vulgaris	(Linnaeus, 1758)		NHMSYS0020194827	Bern-A3						RedList_Global_post2001-LC													WACA-Sch5_sect9.5a	W(NI)O-Sch5				NHMSYS0020194827
amphibian	Pelophylax esculentus	(Linnaeus, 1758)		NHMSYS0020194861	Bern-A3																								NHMSYS0020194861
amphibian	Pelophylax lessonae	(Camerano, 1882)		NHMSYS0020194823	Bern-A3				HabDir-A4		RedList_Global_post2001-LC								BAP-2007	England_NERC_S.41				WACA-Sch5_sect9.4b,WACA-Sch5Sect9.4c		HabReg-Sch2			NHMSYS0020194823
amphibian	Pelophylax ridibundus	(Pallas, 1771)		NHMSYS0020194860	Bern-A3																								NHMSYS0020194860
amphibian	Rana dalmatina	Fitzinger in Bonaparte, 1839		NHMSYS0000080167							RedList_Global_post2001-LC																		NHMSYS0000080167
amphibian	Rana temporaria	Linnaeus, 1758		NBNSYS0000005060	Bern-A3				HabDir-A5		RedList_Global_post2001-LC													WACA-Sch5_sect9.5a					NBNSYS0000005060
amphibian	Triturus cristatus	(Laurenti, 1768)		NHMSYS0000080156	Bern-A2				HabDir-A2*,HabDir-A4		RedList_Global_post2001-LC								BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7		WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2			NHMSYS0000080156
annelid	Alkmaria romijni	Horst, 1919		NBNSYS0000188454														Marine-NS				Env (Wales) Act S7		WACA-Sch5_sect9.4.a					NBNSYS0000188454
annelid	Armandia cirrhosa	Filippi, 1861		NBNSYS0000022327														Marine-NR	BAP-2007	England_NERC_S.41				WACA-Sch5_sect9.1(kill/injuring),WACA-Sch5_sect9.1(taking),WACA-Sch5_sect9.2,WACA-Sch5_sect9.4.a,WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c					NBNSYS0000022327
annelid	Baldia johnstoni	Garwood & Bamber, 1988		NBNSYS0000174083														Marine-NS											NBNSYS0000174083
annelid	Hirudo medicinalis	Linnaeus, 1758		NBNSYS0000022372	Bern-A3				HabDir-A5	ECCITES-B	RedList_Global_post94-NT										Scottish_Biodiversity_List			WACA-Sch5_sect9.1(kill/injuring),WACA-Sch5_sect9.1(taking),WACA-Sch5_sect9.2,WACA-Sch5_sect9.4.a,WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c					NBNSYS0000022372
annelid	Ophelia bicornis	Savigny in Lamarck, 1818		NHMSYS0021049390														Marine-NR											NHMSYS0021049390
annelid	Placobdella costata	(F. Müller, 1846)		NHMSYS0000068876								RedList_GB_Pre94-Insu																	NHMSYS0000068876
annelid	Sternaspis scutata	Ranzani, 1817		NHMSYS0021048704														Marine-NR											NHMSYS0021048704
bird	Acanthis cabaret	(Müller, PLS, 1776)		NHMSYS0021004312										Bird_RedList_GB_post2001-LC_Breeding					BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7	NI_Priority						NHMSYS0021004312;NHMSYS0021933619
bird	Acanthis flammea	(Linnaeus, 1758)		NHMSYS0021004317	Bern-A2									Bird_RedList_GB_post2001-CR_Breeding,Bird_RedList_GB_post2001-VU_NonBreeding	Bird-Red														NHMSYS0021004317;NHMSYS0021933624
bird	Acanthis hornemanni	(Holböll, 1843)		NHMSYS0021004332	Bern-A2																								NHMSYS0021004332;NHMSYS0021933634
bird	Accipiter gentilis	(Linnaeus, 1758)		NHMSYS0000530119			CMS_A2			ECCITES-A				Bird_RedList_GB_post2001-NT_Breeding									NI_Priority	WACA-Sch1_part1	W(NI)O-Sch1_part1				NHMSYS0000530119;NHMSYS0021933489
bird	Accipiter nisus	(Linnaeus, 1758)		NHMSYS0000530120			CMS_A2			ECCITES-A				Bird_RedList_GB_post2001-NT_Breeding	Bird-Amber										W(NI)O-Sch1_part1				NHMSYS0000530120
bird	Acrocephalus melanopogon	(Temminck, 1823)		NHMSYS0000530126		BirdsDir-A1																							NHMSYS0000530126
bird	Acrocephalus paludicola	(Vieillot, 1817)		NHMSYS0000530127		BirdsDir-A1	CMS_A1,CMS_A2												BAP-2007	England_NERC_S.41		Env (Wales) Act S7							NHMSYS0000530127
bird	Acrocephalus palustris	(Bechstein, 1798)		NHMSYS0000530128										Bird_RedList_GB_post2001-CR_Breeding	Bird-Red				BAP-2007	England_NERC_S.41				WACA-Sch1_part1					NHMSYS0000530128
bird	Acrocephalus schoenobaenus	(Linnaeus, 1758)		NHMSYS0000530129										Bird_RedList_GB_post2001-LC_Breeding	Bird-Amber														NHMSYS0000530129
bird	Acrocephalus scirpaceus	(Hermann, 1804)		NHMSYS0000530130										Bird_RedList_GB_post2001-LC_Breeding							Scottish_Biodiversity_List				W(NI)O-Sch1_part1				NHMSYS0000530130
bird	Actitis hypoleucos	(Linnaeus, 1758)		NHMSYS0021053542			CMS_A2,CMS_AEWA-A2							Bird_RedList_GB_post2001-VU_Breeding	Bird-Amber														NHMSYS0021053542
bird	Actitis macularius	(Linnaeus, 1766)		NHMSYS0021053543			CMS_A2																						NHMSYS0021053543
bird	Aegithalos caudatus	(Linnaeus, 1758)		NHMSYS0000530133										Bird_RedList_GB_post2001-LC_Breeding															NHMSYS0000530133
bird	Aegithalos caudatus rosaceus	Mathews, 1938		NHMSYS0020302922										Bird_RedList_GB_post2001-LC_Breeding															NHMSYS0000530133;NHMSYS0020302922
bird	Aegolius funereus	(Linnaeus, 1758)		NHMSYS0000530135	Bern-A2	BirdsDir-A1				ECCITES-A																			NHMSYS0000530135
bird	Aix galericulata	(Linnaeus, 1758)		NHMSYS0000530137			CMS_A2																						NHMSYS0000530137
bird	Alauda arvensis	Linnaeus, 1758		NHMSYS0000530139		BirdsDir-A2.2								Bird_RedList_GB_post2001-LC_Breeding,Bird_RedList_GB_post2001-LC_NonBreeding	Bird-Red					England_NERC_S.41	Scottish_Biodiversity_List		NI_Priority						NHMSYS0000530139
bird	Alauda arvensis arvensis	Linnaeus, 1758		NHMSYS0020302924										Bird_RedList_GB_post2001-VU_Breeding					BAP-2007			Env (Wales) Act S7							NHMSYS0000530139;NHMSYS0020302924
bird	Alauda leucoptera	Pallas, 1811		NHMSYS0021275206	Bern-A2																								NHMSYS0021275206
bird	Alaudala rufescens	(Vieillot, 1819)		NHMSYS0021275201	Bern-A2																								NHMSYS0021275201;NHMSYS0021373129
bird	Alca torda	Linnaeus, 1758		NBNSYS0000000040			CMS_AEWA-A2							Bird_RedList_GB_post2001-LC_Breeding	Bird-Amber														NBNSYS0000000040
bird	Alca torda islandica	Brehm, CL, 1831		NHMSYS0020302925										Bird_RedList_GB_post2001-LC_Breeding															NBNSYS0000000040;NHMSYS0020302925
bird	Alcedo atthis	(Linnaeus, 1758)		NHMSYS0000530141	Bern-A2	BirdsDir-A1								Bird_RedList_GB_post2001-LC_Breeding							Scottish_Biodiversity_List			WACA-Sch1_part1	W(NI)O-Sch1_part1				NHMSYS0000530141
bird	Alectoris rufa	(Linnaeus, 1758)		NHMSYS0000530143		BirdsDir-A2.1																							NHMSYS0000530143
bird	Alle alle	(Linnaeus, 1758)		NBNSYS0000000377			CMS_AEWA-A2							Bird_RedList_GB_post2001-DD_NonBreeding															NBNSYS0000000377
bird	Anas acuta	Linnaeus, 1758		NBNSYS0000000189		BirdsDir-A2.1	CMS_A2,CMS_AEWA-A2			ECCITES-C				Bird_RedList_GB_post2001-CR_Breeding,Bird_RedList_GB_post2001-EN_NonBreeding	Bird-Amber								NI_Priority	WACA-Sch1_part2	W(NI)O-Sch1_part2				NBNSYS0000000189
bird	Anas crecca	Linnaeus, 1758		NBNSYS0000000131		BirdsDir-A2.1	CMS_A2,CMS_AEWA-A2			ECCITES-C				Bird_RedList_GB_post2001-LC_Breeding,Bird_RedList_GB_post2001-LC_NonBreeding	Bird-Amber														NBNSYS0000000131
bird	Anas platyrhynchos	Linnaeus, 1758		NBNSYS0000000007		BirdsDir-A2.1	CMS_A2,CMS_AEWA-A2							Bird_RedList_GB_post2001-LC_Breeding,Bird_RedList_GB_post2001-NT_NonBreeding	Bird-Amber														NBNSYS0000000007
bird	Anas rubripes	Brewster, 1902		NBNSYS0000000266			CMS_A2																						NBNSYS0000000266
bird	Anser albifrons	(Scopoli, 1769)		NHMSYS0000530149		BirdsDir-A2.2	CMS_A2,CMS_AEWA-A2							Bird_RedList_GB_post2001-CR_NonBreeding	Bird-Red						Scottish_Biodiversity_List								NHMSYS0000530149
bird	Anser albifrons albifrons	(Scopoli, 1769)		NHMSYS0000532791															BAP-2007	England_NERC_S.41									NHMSYS0000530149;NHMSYS0000532791
bird	Anser albifrons flavirostris	Dalgety & Scott, P, 1948		NHMSYS0000532795		BirdsDir-A1								Bird_RedList_GB_post2001-CR_NonBreeding					BAP-2007			Env (Wales) Act S7	NI_Priority						NHMSYS0000530149;NHMSYS0000532795
bird	Anser anser	(Linnaeus, 1758)		NBNSYS0000000201		BirdsDir-A2.1	CMS_A2,CMS_AEWA-A2							Bird_RedList_GB_post2001-LC_Breeding,Bird_RedList_GB_post2001-LC_NonBreeding	Bird-Amber									WACA-Sch1_part2					NBNSYS0000000201
bird	Anser anser anser	(Linnaeus, 1758)		NHMSYS0020302935										Bird_RedList_GB_post2001-LC_NonBreeding															NBNSYS0000000201;NHMSYS0020302935
bird	Anser brachyrhynchus	Baillon, 1834		NHMSYS0000530150		BirdsDir-A2.2	CMS_A2,CMS_AEWA-A2							Bird_RedList_GB_post2001-LC_NonBreeding	Bird-Amber														NHMSYS0000530150
bird	Anser caerulescens	(Linnaeus, 1758)		NBNSYS0000000259			CMS_A2																						NBNSYS0000000259
bird	Anser erythropus	(Linnaeus, 1758)		NBNSYS0000000258	Bern-A2	BirdsDir-A1	CMS_A1,CMS_A2,CMS_AEWA-A2																						NBNSYS0000000258
bird	Anser fabalis fabalis	(Latham, 1787)		NHMSYS0020302938										Bird_RedList_GB_post2001-CR_NonBreeding															NHMSYS0020302938;NHMSYS0021621884
bird	Anser fabialis/serrirostris			NHMSYS0021621879		BirdsDir-A2.1	CMS_A2,CMS_AEWA-A2							Bird_RedList_GB_post2001-CR_NonBreeding	Bird-Amber						Scottish_Biodiversity_List								NHMSYS0021621879
bird	Anser serrirostris	Gould, 1852		NHMSYS0021276136										Bird_RedList_GB_post2001-VU_NonBreeding															NHMSYS0021276136
bird	Anthus campestris	(Linnaeus, 1758)		NHMSYS0000530152	Bern-A2	BirdsDir-A1																							NHMSYS0000530152
bird	Anthus cervinus	(Pallas, 1811)		NHMSYS0000530153	Bern-A2																								NHMSYS0000530153
bird	Anthus godlewskii	(Taczanowski, 1876)		NHMSYS0000530154	Bern-A2																								NHMSYS0000530154
bird	Anthus gustavi	Swinhoe, 1863		NHMSYS0000530155	Bern-A2																								NHMSYS0000530155
