row	taxon_name	scientificName	key	matchType	confidence	status	rank	kingdom	phylum	class	order	family	genus	species	original list	synonyms
1925	Contarinia pastinacae	Contarinia pastinacae (RÃ¼bsaamen, 1892)	5082358	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia pastinacae	allied_species	
1926	Contarinia petioli	Contarinia petioli (Kieffer, 1898)	5082061	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia petioli	allied_species	
1927	Contarinia pilosellae	Contarinia pilosellae Kieffer, 1896	5082306	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia pilosellae	allied_species	
1928	Contarinia pisi	Contarinia pisi (Winnertz, 1854)	5082199	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia pisi	allied_species	
1929	Contarinia polygonati	Contarinia polygonati RÃ¼bsaamen, 1921	5082272	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia polygonati	allied_species	
1930	Contarinia pseudotsugae	Contarinia pseudotsugae Condrashoff, 1961	5082110	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia pseudotsugae	species	
1931	Contarinia pulchripes	Contarinia pulchripes (Kieffer, 1890)	5082211	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia pulchripes	allied_species	
1932	Contarinia pyrivora	Contarinia pyrivora (Riley, 1886)	5082091	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia pyrivora	allied_species	
1933	Contarinia quercina	Contarinia quercina (RÃ¼bsaamen, 1890)	5082239	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia quercina	allied_species	
1934	Contarinia quinquenotata	Contarinia quinquenotata (LÃ¶w, 1888)	5082067	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia quinquenotata	allied_species	
1935	Contarinia repleta			NONE	100										allied_species	
1936	Contarinia rhamni	Contarinia rhamni (RÃ¼bsaamen, 1892)	5082176	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia rhamni	allied_species	
1937	Contarinia rubicola	Contarinia rubicola Kieffer, 1909	5082107	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia rubicola	allied_species	
1938	Contarinia rumicis	Contarinia rumicis (Loew, 1850)	8010022	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia rumicis	allied_species	
1939	Contarinia sambuci	Contarinia sambuci (Kaltenbach, 1874)	5082094	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia sambuci	allied_species	
1940	Contarinia scabiosae	Contarinia scabiosae Kieffer, 1898	5082030	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia scabiosae	allied_species	
1941	Contarinia schlechtendaliana	Contarinia schlechtendaliana (RÃ¼bsaamen, 1893)	5082128	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia schlechtendaliana	allied_species	
1942	Contarinia scoparii	Contarinia scoparii (RÃ¼bsaamen, 1889)	5082214	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia scoparii	allied_species	
1943	Contarinia scrophulariae	Contarinia scrophulariae Kieffer, 1896	5082289	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia scrophulariae	allied_species	
1944	Contarinia scutati	Contarinia scutati RÃ¼bsaamen, 1910	5082280	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia scutati	allied_species	
1945	Contarinia solani	Contarinia solani (RÃ¼bsaamen, 1892)	5082329	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia solani	allied_species	
1946	Contarinia sorbi	Contarinia sorbi (Kieffer, 1894)	5082324	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia sorbi	allied_species	
1947	Contarinia steini	Contarinia steini (Karsch, 1881)	5082045	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia steini	allied_species	
1948	Contarinia tiliarum	Contarinia tiliarum (Kieffer, 1890)	5082345	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia tiliarum	allied_species	
1949	Contarinia tragopogonis	Contarinia tragopogonis Kieffer, 1909	5082156	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia tragopogonis	allied_species	
1950	Contarinia tremulae	Contarinia tremulae Kieffer, 1909	5082171	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia tremulae	allied_species	
1951	Contarinia tritici	Contarinia tritici (Kirby, 1798)	5082294	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia tritici	allied_species	
1952	Contarinia umbellatarum	Contarinia umbellatarum RÃ¼bsaamen, 1910	5082223	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia umbellatarum	allied_species	
1953	Contarinia valerianae	Contarinia valerianae (RÃ¼bsaamen, 1890)	5082232	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia valerianae	allied_species	
1954	Contarinia verna	Contarinia verna (Curtis, 1827)	8988583	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia verna	allied_species	
1955	Contarinia viburnorum	Contarinia viburnorum Kieffer, 1913	5082304	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia viburnorum	allied_species	
1956	Corythucha arcuata	Corythucha arcuata (Say, 1832)	2020671	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae	Corythucha	Corythucha arcuata	species	
1957	Corythucha ciliata	Corythucha ciliata (Say, 1832)	2020655	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae	Corythucha	Corythucha ciliata	species	
1958	Craspedoxantha bafut	Craspedoxantha bafut Freidberg & Mathis, 1990	1626504	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Craspedoxantha	Craspedoxantha bafut	genus	
1959	Craspedoxantha indica	Craspedoxantha indica Zaka-ur-Rab, 1960	1626503	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Craspedoxantha	Craspedoxantha indica	genus	
1960	Craspedoxantha manengubae	Craspedoxantha manengubae Speiser, 1915	1626509	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Craspedoxantha	Craspedoxantha manengubae	genus	
1961	Craspedoxantha marginalis	Craspedoxantha marginalis (Wiedemann, 1818)	1626506	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Craspedoxantha	Craspedoxantha marginalis	species	
1963	Craspedoxantha milleri	Craspedoxantha milleri Freidberg, 1985	1626498	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Craspedoxantha	Craspedoxantha milleri	genus	
1964	Craspedoxantha octopunctata	Craspedoxantha octopunctata Bezzi, 1913	1626505	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Craspedoxantha	Craspedoxantha octopunctata	genus	
1965	Craspedoxantha polyspila	Craspedoxantha polyspila Bezzi, 1924	1626500	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Craspedoxantha	Craspedoxantha polyspila	genus	
1966	Craspedoxantha unimaculata	Craspedoxantha unimaculata Bezzi, 1924	1626502	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Craspedoxantha	Craspedoxantha unimaculata	genus	
1967	Craspedoxantha vernoniae	Craspedoxantha vernoniae Freidberg, 1985	1626501	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Craspedoxantha	Craspedoxantha vernoniae	genus	
1968	Craspedoxantha veroniae	Craspedoxantha veroniae Freidberg, 1985	1626499	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Craspedoxantha	Craspedoxantha veroniae	genus	
1969	Craspedoxantha yarivi	Craspedoxantha yarivi Freidberg, 1999	1626497	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Craspedoxantha	Craspedoxantha yarivi	genus	
1970	Craspedoxantha yaromi	Craspedoxantha yaromi Freidberg, 1985	1626508	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Craspedoxantha	Craspedoxantha yaromi	genus	
1971	Creontiades pallidus	Creontiades pallidus (Rambur, 1839)	4487645	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Creontiades	Creontiades pallidus	species	
1972	Crisicoccus pini	Crisicoccus pini (Kuwana, 1902)	2094171	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Pseudococcidae	Crisicoccus	Crisicoccus pini	species	
1973	Cuerna costalis	Cuerna costalis (Fabricius, 1803)	2031659	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Cuerna	Cuerna costalis	species	
1974	Cuerna occidentalis	Cuerna occidentalis Oman & Beamer, 1944	2031655	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Cuerna	Cuerna occidentalis	species	
1975	Cyclorhipidion bodoanum	Cyclorhipidion bodoanum (Reitter, 1913)	4468574	EXACT	98	SYNONYM	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Xyleborus	Xyleborus bodoanus	allied_species	
1976	Cyclorhipidion pelliculosum	Cyclorhipidion pelliculosum Hulcr & Cognato, 2010	9351737	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Cyclorhipidion	Cyclorhipidion pelliculosum	species	
1977	Cydalima perspectalis	Cydalima perspectalis (Walker, 1859)	4532122	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Cydalima	Cydalima perspectalis	species	
1979	Cylas formicarius	Cylas formicarius (Fabricius, 1798)	1171601	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Brentidae	Cylas	Cylas formicarius	species	
1980	Cyphonia clavigera	Cyphonia claviger Fabricius	5154215	FUZZY	96	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Membracidae	Cyphonia	Cyphonia claviger	species	
1981	Dacus (Ambitidacus) luteovittatus	Dacus luteovittatus White & Goodger, 2009	5981334	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus luteovittatus	genus	Ambitidacus luteovittatus
1982	Dacus (Ambitidacus) pulchralis	Dacus pulchralis White, 2006	1625703	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus pulchralis	genus	Ambitidacus pulchralis
1983	Dacus (Callantra) apicalis	Dacus apicalis (Shiraki, 1933)	1625757	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus apicalis	genus	Callantra apicalis
1984	Dacus (Callantra) axanthinus	Dacus axanthinus White & Evenhuis, 1999	1626668	EXACT	98	SYNONYM	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Bactrocera	Bactrocera axanthina	genus	Callantra axanthinus
1985	Dacus (Callantra) axanus	Dacus axanus (Hering, 1938)	1625843	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus axanus	genus	Callantra axanus
1986	Dacus (Callantra) bioculatus	Dacus bioculatus (Bezzi, 1919)	1625817	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus bioculatus	genus	Callantra bioculatus
1987	Dacus (Callantra) capillaris	Dacus capillaris (Drew, 1972)	1625532	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus capillaris	genus	Callantra capillaris
1988	Dacus (Callantra) destillatorius	Dacus destillatorius (Bezzi, 1916)	1625537	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus destillatorius	genus	Callantra destillatorius
1989	Dacus (Callantra) eumenoides	Dacus eumenoides (Bezzi, 1916)	1625522	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus eumenoides	genus	Callantra eumenoides
1990	Dacus (Callantra) ihai	Dacus ihai (Shiraki, 1968)	1625553	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus ihai	genus	Callantra ihai
1991	Dacus (Callantra) longicornis	Dacus longicornis Wiedemann, 1830	1625765	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus longicornis	genus	Callantra longicornis
1992	Dacus (Callantra) mayi	Dacus mayi (Drew, 1972)	1625486	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus mayi	genus	Callantra mayi
1993	Dacus (Callantra) munroi	Dacus munroi (Zaka-ur-Rab, 1961)	1625670	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus munroi	genus	Callantra munroi
1994	Dacus (Callantra) nepalensis	Dacus nepalensis (Hardy, 1964)	1625541	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus nepalensis	genus	Callantra nepalensis
1995	Dacus (Callantra) nigrolobus	Dacus nigrolobus Drew & Romig, 2022	11510899	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus nigrolobus	genus	Callantra nigrolobus
1996	Dacus (Callantra) quadristriatus	Dacus quadristriatus (Munro, 1984)	1625679	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus quadristriatus	genus	Callantra quadristriatus
1997	Dacus (Callantra) smieroides	Dacus smieroides (Walker, 1860)	1625865	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus smieroides	genus	Callantra smieroides
1998	Dacus (Callantra) solomonensis	Dacus solomonensis Malloch, 1939	1625755	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus solomonensis	genus	Callantra solomonensis
1999	Dacus (Callantra) unicolor	Dacus unicolor (Hendel, 1927)	1625761	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus unicolor	genus	Callantra unicolor
2000	Dacus (Callantra) unifasciatus	Dacus unifasciatus (Hardy, 1982)	1625777	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus unifasciatus	genus	Callantra unifasciatus
2001	Dacus (Callantra) vespiformis	Dacus vespiformis (Hendel, 1927)	1625727	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus vespiformis	genus	Callantra vespiformis
2002	Dacus (Callantra) vespoides	Dacus vespoides (Doleschall, 1858)	1625815	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus vespoides	genus	Callantra vespoides
2003	Dacus (Dacus) absonifacies	Dacus absonifacies (May, 1956)	1625741	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus absonifacies	genus	Dacus absonifacies
2004	Dacus (Dacus) adenae	Dacus adenae (Hering, 1940)	1625848	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus adenae	genus	Dacus adenae
2005	Dacus (Dacus) ambliquus	Dacus ambliquus Munro, 1938	1625616	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus ambliquus	genus	Dacus ambliquus
2006	Dacus (Dacus) apiculatus	Dacus apiculatus White, 2006	1625709	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus apiculatus	genus	Dacus apiculatus
2007	Dacus (Dacus) armatus	Dacus armatus Fabricius, 1805	1625885	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus armatus	genus	Dacus armatus
2008	Dacus (Dacus) bakingiliensis	Dacus bakingiliensis Hancock, 1985	1625908	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus bakingiliensis	genus	Dacus bakingiliensis
2009	Dacus (Dacus) bequaerti	Dacus bequaerti Collart, 1935	1625510	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus bequaerti	genus	Dacus bequaerti
2010	Dacus (Dacus) bidens	Dacus bidens (Curran, 1927)	1625810	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus bidens	genus	Dacus bidens
2011	Dacus (Dacus) bivittatus	Dacus bivittatus (Bigot, 1858)	1625496	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus bivittatus	genus	Dacus bivittatus
2012	Dacus (Dacus) bombastus	Dacus bombastus Hering, 1941	1625622	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus bombastus	genus	Dacus bombastus
2013	Dacus (Dacus) chiwira	Dacus chiwira Hancock, 1985	1625663	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus chiwira	genus	Dacus chiwira
2014	Dacus (Dacus) claricognatus	Dacus claricognatus (Munro, 1984)	1625837	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus claricognatus	genus	Dacus claricognatus
2015	Dacus (Dacus) clinophlebs	Dacus clinophlebs Hendel, 1928	1625743	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus clinophlebs	genus	Dacus clinophlebs
2016	Dacus (Dacus) collarti	Dacus collarti Munro, 1938	1625882	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus collarti	genus	Dacus collarti
2017	Dacus (Dacus) croceus	Dacus croceus Munro, 1957	1625923	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus croceus	genus	Dacus croceus
2018	Dacus (Dacus) cyathus	Dacus cyathus (Munro, 1984)	1625821	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus cyathus	genus	Dacus cyathus
2019	Dacus (Dacus) deltatus	Dacus deltatus White, 2006	1625752	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus deltatus	genus	Dacus deltatus
2020	Dacus (Dacus) diastatus	Dacus diastatus Munro, 1984	1625634	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus diastatus	genus	Dacus diastatus
2021	Dacus (Dacus) disjunctus	Dacus disjunctus (Bezzi, 1915)	1625791	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus disjunctus	genus	Dacus disjunctus
2022	Dacus (Dacus) dubisitatus	Dacus dubisitatus Munro, 1984	1625894	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus dubisitatus	genus	Dacus dubisitatus
2023	Dacus (Dacus) durbanensis	Dacus durbanensis Munro, 1935	1625776	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus durbanensis	genus	Dacus durbanensis
2024	Dacus (Dacus) eclipsis	Dacus eclipsis (Bezzi, 1924)	1625753	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus eclipsis	genus	Dacus eclipsis
2025	Dacus (Dacus) famona	Dacus famona Hancock, 1985	1625681	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus famona	genus	Dacus famona
2026	Dacus (Dacus) fasciolatus	Dacus fasciolatus Collart, 1940	1625846	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus fasciolatus	genus	Dacus fasciolatus
2027	Dacus (Dacus) flavicrus	Dacus flavicrus Graham, 1910	1625738	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus flavicrus	genus	Dacus flavicrus
2028	Dacus (Dacus) fumosus	Dacus fumosus Collart, 1935	1625552	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus fumosus	genus	Dacus fumosus
2029	Dacus (Dacus) fuscinervis	Dacus fuscinervis (Malloch, 1932)	1625927	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus fuscinervis	genus	Dacus fuscinervis
2030	Dacus (Dacus) ghesquierei	Dacus ghesquierei Collart, 1935	1625531	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus ghesquierei	genus	Dacus ghesquierei
2031	Dacus (Dacus) guineensis	Dacus guineensis Hering, 1944	1625635	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus guineensis	genus	Dacus guineensis
2032	Dacus (Dacus) hargreavesi	Dacus hargreavesi Munro, 1939	1625678	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus hargreavesi	genus	Dacus hargreavesi
2033	Dacus (Dacus) humeralis	Dacus humeralis (Bezzi, 1915)	1625813	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus humeralis	genus	Dacus humeralis
2034	Dacus (Dacus) ikelenge	Dacus ikelenge Hancock, 1985	1625518	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus ikelenge	genus	Dacus ikelenge
2035	Dacus (Dacus) kampalensis	Dacus kampalensis (Munro, 1984)	1625744	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus kampalensis	genus	Dacus kampalensis
2036	Dacus (Dacus) kariba	Dacus kariba Hancock, 1985	1625870	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus kariba	genus	Dacus kariba
2037	Dacus (Dacus) limbipennis	Dacus limbipennis Macquart, 1844	1625886	EXACT	98	SYNONYM	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus armatus	genus	Dacus limbipennis
2038	Dacus (Dacus) linearis	Dacus linearis Collart, 1935	1625568	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus linearis	genus	Dacus linearis
2039	Dacus (Dacus) madagascarensis	Dacus madagascarensis White, 2006	1625746	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus madagascarensis	genus	Dacus madagascarensis
2040	Dacus (Dacus) momordicae	Dacus momordicae (Bezzi, 1915)	1625851	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus momordicae	genus	Dacus momordicae
2041	Dacus (Dacus) notalaxus	Dacus notalaxus Munro, 1984	1625530	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus notalaxus	genus	Dacus notalaxus
2042	Dacus (Dacus) partus	Dacus partus (Munro, 1984)	1625773	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus partus	genus	Dacus partus
2043	Dacus (Dacus) pecropsis	Dacus pecropsis Munro, 1984	1625807	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus pecropsis	genus	Dacus pecropsis
2044	Dacus (Dacus) phimis	Dacus phimis (Munro, 1984)	1625797	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus phimis	genus	Dacus phimis
2045	Dacus (Dacus) pleuralis	Dacus pleuralis Collart, 1935	1625584	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus pleuralis	genus	Dacus pleuralis
2046	Dacus (Dacus) punctatifrons	Dacus punctatifrons Karsch, 1887	1625594	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus punctatifrons	genus	Dacus punctatifrons
