row	taxon_name	scientificName	key	matchType	confidence	status	rank	kingdom	phylum	class	order	family	genus	species	original list	synonyms
2047	Dacus (Dacus) purus	Dacus purus (Curran, 1927)	1625774	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus purus	genus	Dacus purus
2048	Dacus (Dacus) radmirus	Dacus radmirus Hering, 1941	1625593	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus radmirus	genus	Dacus radmirus
2049	Dacus (Dacus) sakeji	Dacus sakeji Hancock, 1985	1625540	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus sakeji	genus	Dacus sakeji
2050	Dacus (Dacus) schoutedeni	Dacus schoutedeni Collart, 1935	1625617	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus schoutedeni	genus	Dacus schoutedeni
2051	Dacus (Dacus) segunii	Dacus segunii White, 2006	1625764	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus segunii	genus	Dacus segunii
2052	Dacus (Dacus) setilatens	Dacus setilatens Munro, 1984	1625546	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus setilatens	genus	Dacus setilatens
2053	Dacus (Dacus) spissus	Dacus spissus Munro, 1984	1625880	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus spissus	genus	Dacus spissus
2054	Dacus (Dacus) telfaireae	Dacus telfaireae (Bezzi, 1924)	1625735	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus telfaireae	genus	Dacus telfaireae
2055	Dacus (Dacus) theophrastus	Dacus theophrastus Hering, 1941	1625658	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus theophrastus	genus	Dacus theophrastus
2056	Dacus (Dacus) vansomereni	Dacus vansomereni Munro, 1938	1625633	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus vansomereni	genus	Dacus vansomereni
2057	Dacus (Dacus) venetatus	Dacus venetatus Munro, 1939	1625664	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus venetatus	genus	Dacus venetatus
2058	Dacus (Dacus) verecundus	Dacus verecundus Collart, 1940	1625874	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus verecundus	genus	Dacus verecundus
2059	Dacus (Dacus) xanthopterus	Dacus xanthopterus (Bezzi, 1915)	1625589	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus xanthopterus	genus	Dacus xanthopterus
2060	Dacus (Dacus) yangambinus	Dacus yangambinus Munro, 1984	1625861	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus yangambinus	genus	Dacus yangambinus
2061	Dacus (Didacus) abditus	Dacus abditus (Munro, 1984)	1625656	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus abditus	genus	Didacus abditus
2062	Dacus (Didacus) africanus	Dacus africanus Adams, 1905	1625669	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus africanus	genus	Didacus africanus
2063	Dacus (Didacus) albiseta	Dacus albiseta White & Goodger, 2009	5981342	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus albiseta	genus	Didacus albiseta
2064	Dacus (Didacus) andriae	Dacus andriae (Munro, 1984)	1625591	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus andriae	genus	Didacus andriae
2065	Dacus (Didacus) briani	Dacus briani White, 2006	1625781	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus briani	genus	Didacus briani
2066	Dacus (Didacus) ciliatus	Dacus ciliatus Loew, 1862	1625561	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus ciliatus	genus	Didacus ciliatus
2067	Dacus (Didacus) congoensis	Dacus congoensis White, 2006	1625823	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus congoensis	genus	Didacus congoensis
2068	Dacus (Didacus) copelandi	Dacus copelandi White, 2006	1625839	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus copelandi	genus	Didacus copelandi
2069	Dacus (Didacus) devure	Dacus devure Hancock, 1985	1625627	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus devure	genus	Didacus devure
2070	Dacus (Didacus) elatus	Dacus elatus White, 2006	1625569	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus elatus	genus	Didacus elatus
2071	Dacus (Didacus) engoninus	Dacus engoninus (Munro, 1984)	1625636	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus engoninus	genus	Didacus engoninus
2072	Dacus (Didacus) fissuratus	Dacus fissuratus White, 2006	1625555	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus fissuratus	genus	Didacus fissuratus
2073	Dacus (Didacus) fonsicanus	Dacus fonsicanus (Munro, 1984)	1625673	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus fonsicanus	genus	Didacus fonsicanus
2074	Dacus (Didacus) frontalis	Dacus frontalis Becker, 1922	1625914	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus frontalis	genus	Didacus frontalis
2075	Dacus (Didacus) hainanus	Dacus hainanus Wang & Zhao, 1989	1625926	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus hainanus	genus	Didacus hainanus
2076	Dacus (Didacus) insolitus	Dacus insolitus White & Goodger, 2009	5981339	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus insolitus	genus	Didacus insolitus
2077	Dacus (Didacus) jubatus	Dacus jubatus (Munro, 1984)	1625687	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus jubatus	genus	Didacus jubatus
2078	Dacus (Didacus) keiseri	Dacus keiseri (Hering, 1956)	1625675	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus keiseri	genus	Didacus keiseri
2079	Dacus (Didacus) nairobensis	Dacus nairobensis White, 2006	1625898	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus nairobensis	genus	Didacus nairobensis
2080	Dacus (Didacus) nanus	Dacus nanus Collart, 1940	1625808	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus nanus	genus	Didacus nanus
2081	Dacus (Didacus) opacatus	Dacus opacatus Munro, 1948	1625644	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus opacatus	genus	Didacus opacatus
2082	Dacus (Didacus) panpyrrhus	Dacus panpyrrhus (Munro, 1984)	1625620	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus panpyrrhus	genus	Didacus panpyrrhus
2083	Dacus (Didacus) tubatus	Dacus tubatus Munro, 1948	1625666	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus tubatus	genus	Didacus tubatus
2084	Dacus (Didacus) vertebratus	Dacus vertebratus Bezzi, 1908	1625829	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus vertebratus	genus	Didacus vertebratus
2085	Dacus (Didacus) yaromi	Dacus yaromi White & Goodger, 2009	5981328	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus yaromi	genus	Didacus yaromi
2086	Dacus (Didacus) yemenensis	Dacus yemenensis White, 2006	1625910	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus yemenensis	genus	Didacus yemenensis
2087	Dacus (Leptoxyda) apectus	Dacus apectus White, 2006	1625717	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus apectus	genus	Leptoxyda apectus
2088	Dacus (Leptoxyda) arabicus	Dacus arabicus White, 2006	1625519	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus arabicus	genus	Leptoxyda arabicus
2089	Dacus (Leptoxyda) aspilus	Dacus aspilus Bezzi, 1924	1625879	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus aspilus	genus	Leptoxyda aspilus
2090	Dacus (Leptoxyda) brunnalis	Dacus brunnalis White & Goodger, 2009	5981340	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus brunnalis	genus	Leptoxyda brunnalis
2091	Dacus (Leptoxyda) carnesi	Dacus carnesi (Munro, 1984)	1625602	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus carnesi	genus	Leptoxyda carnesi
2092	Dacus (Leptoxyda) eminus	Dacus eminus Munro, 1939	1625631	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus eminus	genus	Leptoxyda eminus
2093	Dacus (Leptoxyda) externellus	Dacus externellus (Munro, 1984)	1625710	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus externellus	genus	Leptoxyda externellus
2094	Dacus (Leptoxyda) fuscatus	Dacus fuscatus Wiedemann, 1819	1625646	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus fuscatus	genus	Leptoxyda fuscatus
2095	Dacus (Leptoxyda) kakamega	Dacus kakamega White, 2006	1625534	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus kakamega	genus	Leptoxyda kakamega
2096	Dacus (Leptoxyda) longistylus	Dacus longistylus Wiedemann, 1830	1625629	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus longistylus	genus	Leptoxyda longistylus
2097	Dacus (Leptoxyda) marshalli	Dacus marshalli Bezzi, 1924	1625698	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus marshalli	genus	Leptoxyda marshalli
2098	Dacus (Leptoxyda) mediovittatus	Dacus mediovittatus White, 2006	1625704	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus mediovittatus	genus	Leptoxyda mediovittatus
2099	Dacus (Leptoxyda) mirificus	Dacus mirificus (Munro, 1984)	1625520	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus mirificus	genus	Leptoxyda mirificus
2100	Dacus (Leptoxyda) nigrolateris	Dacus nigrolateris White, 2006	5981336	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus nigrolateris	genus	Leptoxyda nigrolateris
2101	Dacus (Leptoxyda) obesus	Dacus obesus Munro, 1948	1625625	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus obesus	genus	Leptoxyda obesus
2102	Dacus (Leptoxyda) parvimaculatus	Dacus parvimaculatus White, 2006	1625834	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus parvimaculatus	genus	Leptoxyda parvimaculatus
2103	Dacus (Leptoxyda) persicus	Dacus persicus Hendel, 1927	1625628	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus persicus	genus	Leptoxyda persicus
2104	Dacus (Leptoxyda) phloginus	Dacus phloginus (Munro, 1984)	1625731	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus phloginus	genus	Leptoxyda phloginus
2105	Dacus (Leptoxyda) ruslan	Dacus ruslan (Hering, 1941)	1625556	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus ruslan	genus	Leptoxyda ruslan
2106	Dacus (Leptoxyda) sicatoluteus	Dacus sicatoluteus (Munro, 1984)	1625859	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus sicatoluteus	genus	Leptoxyda sicatoluteus
2107	Dacus (Leptoxyda) siliqualactis	Dacus siliqualactis Munro, 1939	1625606	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus siliqualactis	genus	Leptoxyda siliqualactis
2108	Dacus (Leptoxyda) temnopterus	Dacus temnopterus Bezzi, 1928	1625809	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus temnopterus	genus	Leptoxyda temnopterus
2109	Dacus (Leptoxyda) velutifrons	Dacus velutifrons White & Goodger, 2009	5981330	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus velutifrons	genus	Leptoxyda velutifrons
2110	Dacus (Lophodacus) acutus	Dacus acutus White & Goodger, 2009	5981344	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus acutus	genus	Lophodacus acutus
2111	Dacus (Lophodacus) elegans	Dacus elegans (Munro, 1984)	1625491	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus elegans	genus	Lophodacus elegans
2112	Dacus (Lophodacus) hamatus	Dacus hamatus Bezzi, 1917	1625924	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus hamatus	genus	Lophodacus hamatus
2113	Dacus (Lophodacus) inornatus	Dacus inornatus Bezzi, 1908	1625613	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus inornatus	genus	Lophodacus inornatus
2114	Dacus (Lophodacus) kurrensis	Dacus kurrensis White & Goodger, 2009	5981335	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus kurrensis	genus	Lophodacus kurrensis
2115	Dacus (Lophodacus) magnificus	Dacus magnificus White & Goodger, 2009	5981338	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus magnificus	genus	Lophodacus magnificus
2116	Dacus (Lophodacus) nigriscutatus	Dacus nigriscutatus White, 2006	1625812	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus nigriscutatus	genus	Lophodacus nigriscutatus
2117	Dacus (Lophodacus) pseudapostata	Dacus pseudapostata White & Goodger, 2009	5981333	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus pseudapostata	genus	Lophodacus pseudapostata
2118	Dacus (Lophodacus) pseudomirificus	Dacus pseudomirificus White & Goodger, 2009	5981341	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus pseudomirificus	genus	Lophodacus pseudomirificus
2119	Dacus (Lophodacus) senegalensis	Dacus senegalensis White & Goodger, 2009	5981332	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus senegalensis	genus	Lophodacus senegalensis
2120	Dacus (Lophodacus) transversalis	Dacus transversalis White & Goodger, 2009	5981331	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus transversalis	genus	Lophodacus transversalis
2121	Dacus (Lophodacus) trigonus	Dacus trigonus Bezzi, 1919	1625691	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus trigonus	genus	Lophodacus trigonus
2122	Dacus (Lophodacus) umehi	Dacus umehi White, 2006	1625790	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus umehi	genus	Lophodacus umehi
2123	Dacus (Lophodacus) xanthinus	Dacus xanthinus White & Goodger, 2009	5981343	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus xanthinus	genus	Lophodacus xanthinus
2124	Dacus (Mellesis) alatifuscatus	Dacus alatifuscatus Drew & Romig, 2022	11569447	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus alatifuscatus	genus	Mellesis alatifuscatus
2125	Dacus (Mellesis) ambonensis	Dacus ambonensis Drew & Hancock	1625904	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus ambonensis	genus	Mellesis ambonensis
2126	Dacus (Mellesis) ancoralis	Dacus ancoralis Leblanc & Doorenweerd, 2018	10235266	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus ancoralis	genus	Mellesis ancoralis
2127	Dacus (Mellesis) atrimarginatus	Dacus atrimarginatus White, 1998	1625545	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus atrimarginatus	genus	Mellesis atrimarginatus
2128	Dacus (Mellesis) bannatus	Dacus bannatus (Wang, 1990)	1625771	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus bannatus	genus	Mellesis bannatus
2129	Dacus (Mellesis) bispinosus	Dacus bispinosus (Wang, 1990)	1625722	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus bispinosus	genus	Mellesis bispinosus
2130	Dacus (Mellesis) calirayae	Dacus calirayae Drew & Hancock	1625618	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus calirayae	genus	Mellesis calirayae
2131	Dacus (Mellesis) conopsoides	Dacus conopsoides Meijere, 1911	1625920	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus conopsoides	genus	Mellesis conopsoides
2132	Dacus (Mellesis) crabroniformis	Dacus crabroniformis (Bezzi, 1914)	1625525	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus crabroniformis	genus	Mellesis crabroniformis
2133	Dacus (Mellesis) danumensis	Dacus Fabricius, 1805	8986045	HIGHERRANK	92	ACCEPTED	GENUS	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus		genus	Mellesis danumensis
2134	Dacus (Mellesis) discipennis	Dacus discipennis Walker, 1861	1627402	EXACT	98	SYNONYM	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Bactrocera	Bactrocera discipennis	genus	Mellesis discipennis
2135	Dacus (Mellesis) discophora	Dacus discophorus (Hering, 1956)	1625689	FUZZY	96	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus discophorus	genus	Mellesis discophora
2136	Dacus (Mellesis) discors	Dacus discors Drew, 1989	1625842	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus discors	genus	Mellesis discors
2137	Dacus (Mellesis) discretus	Dacus discretus Drew & Romig, 2013	9223244	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus discretus	genus	Mellesis discretus
2138	Dacus (Mellesis) donggaliae	Dacus donggaliae Drew & Romig, 2013	8963014	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus donggaliae	genus	Mellesis donggaliae
2139	Dacus (Mellesis) dorjii	Dacus dorjii Drew & Romig, 2007	1625905	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus dorjii	genus	Mellesis dorjii
2140	Dacus (Mellesis) esakii	Dacus esakii (Shiraki, 1939)	1625654	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus esakii	genus	Mellesis esakii
2141	Dacus (Mellesis) feijeni	Dacus feijeni White, 1998	1625605	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus feijeni	genus	Mellesis feijeni
2142	Dacus (Mellesis) fletcheri	Dacus fletcheri Drew & Romig, 2007	1625888	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus fletcheri	genus	Mellesis fletcheri
2143	Dacus (Mellesis) formosanus	Dacus formosanus (Tseng & Chu, 1983)	1625684	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus formosanus	genus	Mellesis formosanus
2144	Dacus (Mellesis) icariiformis	Dacus icariiformis (Enderlein, 1920)	1625719	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus icariiformis	genus	Mellesis icariiformis
2145	Dacus (Mellesis) impar	Dacus impar Drew, 1989	1625828	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus impar	genus	Mellesis impar
2146	Dacus (Mellesis) indecorus	Dacus indecorus (Hardy, 1974)	1625494	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus indecorus	genus	Mellesis indecorus
2147	Dacus (Mellesis) inferna	Dacus infernus (Hardy, 1973)	1625623	FUZZY	96	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus infernus	genus	Mellesis inferna
2148	Dacus (Mellesis) insulosus	Dacus insulosus Drew & Hancock	1625892	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus insulosus	genus	Mellesis insulosus
2149	Dacus (Mellesis) jacobi	Dacus jacobi David & Sachin, 2020	10756632	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus jacobi	genus	Mellesis jacobi
2150	Dacus (Mellesis) lagunae	Dacus lagunae Drew & Hancock	1625601	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus lagunae	genus	Mellesis lagunae
2151	Dacus (Mellesis) leongi	Dacus leongi Drew & Hancock	1625901	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus leongi	genus	Mellesis leongi
2152	Dacus (Mellesis) maculipterus	Dacus maculipterus White, 1998	1625854	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus maculipterus	genus	Mellesis maculipterus
2153	Dacus (Mellesis) melanohumeralis	Dacus melanohumeralis Drew, 1989	1625806	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus melanohumeralis	genus	Mellesis melanohumeralis
2154	Dacus (Mellesis) melanopectus	Dacus melanopectus Drew & Romig, 2013	9034386	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus melanopectus	genus	Mellesis melanopectus
2155	Dacus (Mellesis) murphyi	Dacus murphyi White, 1998	1625858	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus murphyi	genus	Mellesis murphyi
2156	Dacus (Mellesis) nagarathnae	Dacus Fabricius, 1805	8986045	HIGHERRANK	92	ACCEPTED	GENUS	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus		genus	Mellesis nagarathnae
2157	Dacus (Mellesis) nanggalae	Dacus nanggalae Drew & Hancock	1625596	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus nanggalae	genus	Mellesis nanggalae
2158	Dacus (Mellesis) nummularius	Dacus nummularius (Bezzi, 1916)	1625795	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus nummularius	genus	Mellesis nummularius
2159	Dacus (Mellesis) ooii	Dacus ooii Drew & Hancock	1625847	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus ooii	genus	Mellesis ooii
2160	Dacus (Mellesis) pedunculata	Dacus pedunculatus (Bezzi, 1916)	1625793	FUZZY	96	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus pedunculatus	genus	Mellesis pedunculata
2161	Dacus (Mellesis) petioliformus	Dacus petioliformus (May, 1956)	1625769	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus petioliformus	genus	Mellesis petioliformus
2162	Dacus (Mellesis) pictus	Dacus pictus (Hardy, 1970)	1625573	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Dacus	Dacus pictus	genus	Mellesis pictus
