Organism,Common Name,Common Name Source,Current Status,INSDC ID,ToL ID
Myxicola infundibulum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,wsMyxInfu1
Tipula maxima,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idTipMaxi3, idTipMaxi4, idTipMaxi2, idTipMaxi1"
Koelreuteria paniculata,golden rain tree,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drKoePani1
Trixagus meybohmi,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icTriMeyb1
Synchita undata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icSynUnda1
Scapania uliginosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cjScaUlig3, cjScaUlig5, cjScaUlig10, cjScaUlig8, cjScaUlig2, cjScaUlig14, cjScaUlig16, cjScaUlig13, cjScaUlig11, cjScaUlig9, cjScaUlig12, cjScaUlig6, cjScaUlig4, cjScaUlig1, cjScaUlig15, cjScaUlig7"
Aphrodes makarovi,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihAphMaka3, ihAphMaka4, ihAphMaka2, ihAphMaka1"
Patrobus assimilis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icPatAssi1
Oreojuncus trifidus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"lpOreTrif3, lpOreTrif4, lpOreTrif6, lpOreTrif5, lpOreTrif2, lpOreTrif1"
Alopecosa fabrilis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qqAloFabr1
Stictotarsus duodecimpustulatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icStiDuod1, icStiDuod3, icStiDuod2, icStiDuod4"
Cyclodictyon laetevirens,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbCycLaee1, cbCycLaee3, cbCycLaee4, cbCycLaee2, cbCycLaee7, cbCycLaee8, cbCycLaee5, cbCycLaee6"
Empria immersa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyEmpImme1, iyEmpImme2"
Epione vespertaria,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilEpiVesp1, ilEpiVesp2"
Stephanodiscus hantzschii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,uoSteHant1
Neocoenorrhinus germanicus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icNeoGerm3, icNeoGerm1, icNeoGerm2"
Ceramium virgatum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,urCerVirg1
Stephanitis takeyai,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihSteTake3, ihSteTake8, ihSteTake5, ihSteTake2, ihSteTake1, ihSteTake6, ihSteTake7, ihSteTake4"
Vorticella microstoma,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,piVorMicr1
Cybocephalus nipponicus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icCybNipp1, icCybNipp2"
Limnephilus flavicornis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iiLimFlav1
Mycetaea subterranea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icMycSubt1, icMycSubt2"
Vitis vinifera,wine grape,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drVitVini1
Antistea elegans,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qqAntEleg1
Iphimedia obesa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qmIphObes1
Epichlorops puncticollis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idEpiPunc1, idEpiPunc2, idEpiPunc3"
Idotea linearis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qmIdoLine1
Didemnum pseudofulgens,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,kaDidPseu1
Dryopteris expansa,spreading wood fern,NCBI_taxon,Submitted to BioSamples,PRJEB105504,voDryExpa1
Cyanea lamarckii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,jsCyaLama1
Macquartia tenebricosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idMacTene1
Stenothoe tergestina,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmSteTerg2, qmSteTerg1"
Pluteus cervinus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfPluCerv1
Stictopleurus punctatonervosus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihStiPunc2, ihStiPunc1"
Caenis luctuosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ieCaeLuct1
Acrolepia autumnitella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilAcrAutu2, ilAcrAutu4, ilAcrAutu3"
Xantholinus elegans,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icXanEleg1
Rhinomonas reticulata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"uyRhiReti1, uyRhiReti3, uyRhiReti2"
Cicadula persimilis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ihCicPers1
Lepiota oreadiformis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfLepOrea1
Odonthalia dentata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,urOdoDent1
Cymus melanocephalus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihCymMela5, ihCymMela1, ihCymMela3, ihCymMela4, ihCymMela2"
Sporothrix dentifunda,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,grSpoDent1
Cardamine pratensis,cuckoo flower,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ddCarPrat1
Hypena rostralis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilHypRost1, ilHypRost3, ilHypRost2"
Phylidorea ferruginea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idPhyFerr2, idPhyFerr6, idPhyFerr1, idPhyFerr4, idPhyFerr5, idPhyFerr3"
Bispira volutacornis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,wsBisVolu1
Corvus frugilegus,rook,NCBI_taxon,Submitted to BioSamples,PRJEB105504,bCorFru1
Asplenium ruta-muraria,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,voAspRuta1
Micrasterias rotata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ukMicRota2
Monocentrota lundstromi,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idMonLund1
Himacerus major,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ihHimMajo1
Stryphnus ponderosus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,odStrPond1
Oulema gallaeciana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icOulGall1
Leucobryum juniperoideum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbLeuJuni6, cbLeuJuni14, cbLeuJuni5, cbLeuJuni13, cbLeuJuni7, cbLeuJuni2, cbLeuJuni3, cbLeuJuni8, cbLeuJuni9, cbLeuJuni12, cbLeuJuni16, cbLeuJuni1, cbLeuJuni10, cbLeuJuni4, cbLeuJuni15, cbLeuJuni11"
Thanatophilus rugosus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icThaRugo2, icThaRugo1"
Metylophorus nebulosus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iuMetNebu1
Abia nitens,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyAbiNite1
Datonychus melanostictus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icDatMela1
Cytisus scoparius,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"drCytScop1, drCytScop2"
Eubranchus vittatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,xgEubVitt1
Helina obscurata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idHelObsc1
Mycomya neohyalinata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idMycNeoh1
Lemna trisulca,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,laLemTris1
Lesteva sicula,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icLesSicu1, icLesSicu2, icLesSicu4, icLesSicu5, icLesSicu3"
Acleris forsskaleana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilAclFors3, ilAclFors1"
Luronium natans,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"laLurNata4, laLurNata2, laLurNata3, laLurNata1"
Physa fontinalis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xgPhyFont6, xgPhyFont1, xgPhyFont5, xgPhyFont2, xgPhyFont3, xgPhyFont4"
Molgula socialis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,kaMolSoci1
Calocybe gambosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"gfCalGamb4, gfCalGamb1, gfCalGamb2, gfCalGamb3"
Philodromus aureolus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qqPhiAure1
Potamogeton berchtoldii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,laPotBerc1
Agrilus angustulus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icAgrAngu1
Mercurialis perennis,dog's mercury,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ddMerPere2, ddMerPere1"
Agaricus augustus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfAgaAugu1
Cylindroiulus vulnerarius,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qdCylVuln2, qdCylVuln3, qdCylVuln1"
Laccaria laccata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfLacLacc1
Prunus serotina,black cherry,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drPruSero1
Lomanotus genei,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xgLomGene1, xgLomGene2"
Laminaria digitata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"uoLamDigi1, uoLamDigi2, uoLamDigi3"
Ficopomatus enigmaticus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"wsFicEnig7, wsFicEnig5, wsFicEnig14, wsFicEnig2, wsFicEnig11, wsFicEnig1, wsFicEnig4, wsFicEnig3, wsFicEnig9, wsFicEnig10, wsFicEnig6, wsFicEnig12, wsFicEnig13, wsFicEnig16, wsFicEnig15, wsFicEnig8"
Aphodius pusillus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icAphPusl1
Carex buxbaumii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,lpCarBuxb1
Polytrichastrum alpinum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbPolAlpi5, cbPolAlpi6, cbPolAlpi7, cbPolAlpi8, cbPolAlpi3, cbPolAlpi1, cbPolAlpi4, cbPolAlpi2"
Potentilla erecta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drPotErec1
Cellaria sinuosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,tzCelSinu1
Bryotropha senectella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilBrySene1
Corrigiola litoralis,strapwort,NCBI_taxon,Submitted to BioSamples,PRJEB105504,dcCorLito1
Elachista bedellella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilElaBede2, ilElaBede1"
Dolerus triplicatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyDolTrip1
Maso sundevalli,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qqMasSund1
Megastylus pectoralis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyMegPect1
Hypena crassalis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilHypCras5
Aegires punctilucens,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,xgAegPunc1
Pholidoptera griseoaptera,dark bush-cricket,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iqPhoGris2, iqPhoGris1, iqPhoGris3"
Diphyus palliatorius,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyDipPall1, iyDipPall2"
Pygostolus sticticus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyPygStic1, iyPygStic2"
Sphagnum fuscum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"csSphFusc6, csSphFusc8, csSphFusc10, csSphFusc2, csSphFusc5, csSphFusc7, csSphFusc4, csSphFusc13, csSphFusc3, csSphFusc12, csSphFusc16, csSphFusc11, csSphFusc14, csSphFusc1, csSphFusc15, csSphFusc9"
Canthophorus impressus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihCanImpr2, ihCanImpr3, ihCanImpr1"
Erica tetralix,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ddEriTetr1
Pocadicnemis pumila,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qqPocPumi1
Ancylis badiana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilAncBadi6, ilAncBadi4, ilAncBadi5, ilAncBadi1"
Archanara dissoluta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilArcDiss1, ilArcDiss2"
Lullula arborea,wood lark,NCBI_taxon,Submitted to BioSamples,PRJEB105504,bLulArb1
Stenolophus teutonus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icSteTeut2, icSteTeut3, icSteTeut4, icSteTeut1"
Heterogamus dispar,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyHetDisp2, iyHetDisp1"
Glycinde nordmanni,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,wpGlyNord1
Hemimycena cucullata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"gfHemCucu1, gfHemCucu2"
Ulva laetevirens,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ucUlvLaet1
Nototropis swammerdamei,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmNotSwam2, qmNotSwam1"
Pawsonia saxicola,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ehPawSaxi1
Heteromysis norvegica,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmHetNorv1, qmHetNorv2"
Ulva compressa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ucUlvComp1
Cryptophagus ruficornis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icCryRufc1
Magdalis armigera,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icMagArmi3, icMagArmi2, icMagArmi1"
Eurysa lineata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ihEurLine1
Philonthus varians,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icPhiVari1
Amanita coryli,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfAmaCory1
Chrysosplenium alternifolium,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"drChrAlte1, drChrAlte3, drChrAlte2, drChrAlte4"
Smyrnium perfoliatum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drSmyPerf1
Clubiona trivialis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qqCluTriv1
Xanthorhoe quadrifasciata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilXanQuar1, ilXanQuar2, ilXanQuar4"
Cymbomonas sp. PLY 262,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ucCymSpea1
Neotelphusa sequax,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilNeoSequ5, ilNeoSequ4, ilNeoSequ2, ilNeoSequ1, ilNeoSequ3"
Rhyzobius litura,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icRhyLitu1, icRhyLitu2"
Anthelia julacea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cjAntJula9, cjAntJula1, cjAntJula5, cjAntJula23, cjAntJula6, cjAntJula18, cjAntJula13, cjAntJula17, cjAntJula15, cjAntJula22, cjAntJula21, cjAntJula24, cjAntJula4, cjAntJula16, cjAntJula20, cjAntJula10, cjAntJula11, cjAntJula14, cjAntJula19, cjAntJula8, cjAntJula12, cjAntJula3, cjAntJula2, cjAntJula7"
Coenagrion pulchellum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ioCoePulc1, ioCoePulc2"
Athripsodes bilineatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iiAthBili1, iiAthBili2"
Theridion pictum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qqThePict1
Phthinia mira,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idPhtMira1
Paroligolophus agrestis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qqParAgrs1, qqParAgrs4, qqParAgrs2, qqParAgrs3"
Poa trivialis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,lpPoaTriv1
Necora puber,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmNecPube3, qmNecPube4, qmNecPube1, qmNecPube2"
Pyrus cordata,Plymouth pear,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drPyrCord2
Phyllonorycter salicicolella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilPhySalc1, ilPhySalc4, ilPhySalc3, ilPhySalc2"
Hygrophorus discoxanthus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"gfHygDiso3, gfHygDiso6, gfHygDiso5, gfHygDiso4, gfHygDiso1, gfHygDiso2"
Lophoziopsis excisa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cjLopExci2, cjLopExci6, cjLopExci3, cjLopExci11, cjLopExci4, cjLopExci7, cjLopExci12, cjLopExci8, cjLopExci14, cjLopExci16, cjLopExci9, cjLopExci5, cjLopExci10, cjLopExci15, cjLopExci13, cjLopExci1"
Lunaria annua,silver dollar plant,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ddLunAnnu1
Coenagrion puella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ioCoePuel4, ioCoePuel1, ioCoePuel2, ioCoePuel3"
Chaoborus crystallinus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idChaCrys2, idChaCrys1"
Orthonotus rufifrons,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ihOrtRufi1
Phyllonorycter stettinensis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilPhyStet1, ilPhyStet3, ilPhyStet4, ilPhyStet2"
Lumbricus friendi,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,wcLumFrie1
Perithous divinator,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyPerDivi1, iyPerDivi2"
Mariannaea samuelsii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,grMarSamu1
Agapornis nigrigenis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,bAgaNig1
Valvata cristata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xgValCris1, xgValCris2"
Soleirolia soleirolii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drSolSole1
Calvadosia campanulata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,jrCalCamp1
Aptesis nigrocincta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyAptNigo1
Uncinus obductella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilUncObdu2, ilUncObdu3, ilUncObdu1, ilUncObdu4"
Bolitochara lucida,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icBolLuci1
Pinalitus cervinus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihPinCerv3, ihPinCerv1, ihPinCerv2"
Cetraria islandica,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,glCetIsla1
Enicospilus repentinus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyEniRepe1, iyEniRepe2"
Psychronaetes hanseni,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ehPsyHans2, ehPsyHans1"
Gelis hortensis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyGelHort1
Synergus umbraculus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iySynUmbr1
Discodoris rosi,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,xgDisRosi1
Cosmobaris scolopacea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icCosScol1
Sphagnum papillosum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"csSphPapi2, csSphPapi4, csSphPapi1, csSphPapi6, csSphPapi5, csSphPapi3"
Iassus lanio,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihIasLani4, ihIasLani3, ihIasLani2, ihIasLani1"
Ampelisca tenuicornis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmAmpTenu1, qmAmpTenu2"
Agrypon varitarsum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyAgrVari1
Euphrasia nemorosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"daEupNemo8, daEupNemo6, daEupNemo3, daEupNemo5, daEupNemo1, daEupNemo2, daEupNemo7, daEupNemo4"
Lychaete pellucida,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ucLycPelu1
Bradycellus verbasci,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icBraVerb1, icBraVerb3, icBraVerb2"
Cryptogramma crispa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,voCryCris1
Aglaothamnion bipinnatum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,urAglBipi1
Elachista canapennella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilElaCana1, ilElaCana2"
Protapion dissimile,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icProDiss1, icProDiss2"
Hygrophorus pustulatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfHygPust1
Nephtys caeca,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,wpNepCaec1
Crangon allmanni,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qmCraAllm1
Valenzuela flavidus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iuValFlav1
Polynoe scolopendrina,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"wpPolScol3, wpPolScol1, wpPolScol2"
Tephritis bardanae,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idTepBard1
Lamellaria latens,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,xgLamLate1
Stigmella aeneofasciella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilStiAene2, ilStiAene1"
Linguimaera sp. MBA-2022,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmLinSpea2, qmLinSpea1"
Bryum marratii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,cbBryMarr1
Andrena apicata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyAndApic1
Coleophora otidipennella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilColOtid1
Willemoesia leptodactyla,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmWilLept2, qmWilLept1"
Ceutorhynchus pallidactylus,cabbage stem weevil,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icCeuPall1
Eilema complana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilEilComp1
Entoloma incanum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"gfEntInca1, gfEntInca2, gfEntInca3"
Isatis tinctoria,woad,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ddIsaTinc1
Phoenicopterus roseus,Greater flamingo,NCBI_taxon,Submitted to BioSamples,PRJEB105504,bPhoRos1
Thalassema thalassema,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"weThaThaa2, weThaThaa4, weThaThaa3, weThaThaa1"
Clymenella torquata,bamboo worm,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"wxClyTorq1, wxClyTorq2"
Pilosella officinarum,mouse-ear hawkweed,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"daPilOffi2, daPilOffi4, daPilOffi3, daPilOffi1"
Haliclona indistincta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,odHalIndi3
Stenopsocus immaculatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iuSteImma1
Parthenocissus inserta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drParInse1
Phacus triquetrus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,pePhaTriq2
Maxmuelleria lankesteri,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"weMaxLank2, weMaxLank1"
Valvata piscinalis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xgValPisc2, xgValPisc1"
Phaonia tuguriorum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idPhaTugu3, idPhaTugu1, idPhaTugu2"
Aethusa cynapium,fool's parsley,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drAetCyna1
Aria porrigentiformis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drSorPorr1
Eupteryx melissae,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihEupMeli2, ihEupMeli1"
Mordellochroa abdominalis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icMorAbdo3, icMorAbdo2, icMorAbdo1"
Dasytes plumbeus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icDasPlum2, icDasPlum1"
Nola cucullatella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilNolCucu1, ilNolCucu5, ilNolCucu3, ilNolCucu2, ilNolCucu4"
Phaeotremella roseotincta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfPhaRose1
Cochlicella acuta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xgCocAcut2, xgCocAcut1"
Tinagma balteolella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilTinBalt3, ilTinBalt1, ilTinBalt2"
Eupithecia plumbeolata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilEupPlum3
Pennisetia hylaeiformis,raspberry clearwing,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilPenHyla1
Peltigera hymenina,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"glPelHyme2, glPelHyme3"
Dolichopeza albipes,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idDolAlbi1
Trochulus hispidus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xgTroHisp2, xgTroHisp1"
