Organism,Common Name,Common Name Source,Current Status,INSDC ID,ToL ID
Antispila treitschkiella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilAntTrei10, ilAntTrei3, ilAntTrei4, ilAntTrei7, ilAntTrei9, ilAntTrei5, ilAntTrei2, ilAntTrei1, ilAntTrei6, ilAntTrei8"
Ochthebius lejolisii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icOchLejo3, icOchLejo2, icOchLejo4, icOchLejo1"
Propolydesmus testaceus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qdProTest2, qdProTest1"
Arabis alpina,gray rockcress,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ddAraAlpi1, ddAraAlpi2, ddAraAlpi3, ddAraAlpi4"
Gnathonarium dentatum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qqGnaDent3, qqGnaDent2, qqGnaDent4, qqGnaDent1"
Rhodomonas chrysoidea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,uyRhoChry1
Glischrochilus hortensis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icGliHort1
Asterionellopsis glacialis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,uoAstGlai1
Nephtys longosetosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,wpNepLong1
Scytosiphon lomentaria,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,uoScyLome1
Pseudococcomyxa simplex,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ucCocSimp2, ucCocSimp1"
Aegopodium podagraria,goutweed,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drAegPoda1
Endromopoda nigricoxis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyEndNigr1
Celypha rivulana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilCelRivu3, ilCelRivu2"
Cladium mariscus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,lpClaMari1
Amathia imbricata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,tzAmaImbr1
Eryngium campestre,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drEryCamp1
Vicia lathyroides,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"drVicLath4, drVicLath1, drVicLath3, drVicLath5, drVicLath6, drVicLath2"
Fucus serratus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"uoFucSerr1, uoFucSerr2"
Aspidapion radiolus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icAspRadi3, icAspRadi1, icAspRadi2, icAspRadi4"
Melilotus altissimus,tall yellow sweet-clover,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drMelAlti1
Drosophila tristis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idDroTris2, idDroTris4, idDroTris3, idDroTris1"
Moerckia blyttii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cjMoeBlyt11, cjMoeBlyt15, cjMoeBlyt9, cjMoeBlyt6, cjMoeBlyt12, cjMoeBlyt2, cjMoeBlyt7, cjMoeBlyt14, cjMoeBlyt3, cjMoeBlyt5, cjMoeBlyt10, cjMoeBlyt8, cjMoeBlyt4, cjMoeBlyt1, cjMoeBlyt16, cjMoeBlyt13"
Forficula auricularia,European earwig,NCBI_taxon,Submitted to BioSamples,PRJEB105504,igForAuri5
Neottiura bimaculata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qqNeoBima2
Palpita vitrealis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilPalVitr2
Bumilleria sicula,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,uoBumSicu1
Calidris alpina,dunlin,NCBI_taxon,Submitted to BioSamples,PRJEB105504,bCalAlp1
Argyresthia curvella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilArgCurv1
Eurynome spinosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qmEurSpio1
Aphthona lutescens,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icAphLute2, icAphLute3, icAphLute4, icAphLute1"
Phronia signata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idPhrSign1
Microthamnion kuetzingianum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ucMicKuet1
Mompha langiella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilMomLang2, ilMomLang5, ilMomLang6, ilMomLang7, ilMomLang4, ilMomLang1, ilMomLang3"
Ceratocapnos claviculata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,dmCerClav1
Rhabdomiris striatellus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihRhaStri1, ihRhaStri2, ihRhaStri3"
Juncus triglumis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"lpJunTrig1, lpJunTrig7, lpJunTrig6, lpJunTrig5, lpJunTrig2, lpJunTrig4, lpJunTrig9, lpJunTrig15, lpJunTrig17, lpJunTrig11, lpJunTrig18, lpJunTrig8, lpJunTrig10, lpJunTrig3, lpJunTrig16, lpJunTrig13, lpJunTrig12, lpJunTrig14"
Dolichosoma lineare,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icDolLine2, icDolLine1"
Rissoa parva,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xgRisParv6, xgRisParv8, xgRisParv4, xgRisParv3, xgRisParv9, xgRisParv7, xgRisParv1, xgRisParv2, xgRisParv10, xgRisParv5"
Phanerotoma dentata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyPhaDent1
Hypnum uncinulatum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbHypUnci5, cbHypUnci1, cbHypUnci4, cbHypUnci6, cbHypUnci3, cbHypUnci2"
Epermenia falciformis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilEpeFalc1, ilEpeFalc2"
Dipolydora coeca,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"wdDipCoec1, wdDipCoec2"
Ellipteroides lateralis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idEllLate1
Dysstroma truncata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilDysTrun1
Cicadella lasiocarpae,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihCicLasi5, ihCicLasi2, ihCicLasi3, ihCicLasi1, ihCicLasi4"
Schizomavella linearis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"tzSchLine2, tzSchLine1"
Mononchus truncatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,nlMonTrun3
Phylloscopus collybita,eurasian chiffchaff,NCBI_taxon,Submitted to BioSamples,PRJEB105504,bPhyCol1
Zonitoides nitidus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xgZonNiti11, xgZonNiti12, xgZonNiti13, xgZonNiti15, xgZonNiti14"
Quedius xanthopus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icQueXant1
Callomyia amoena,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idCalAmoe1
Heterischnus truncator,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyHetTrun1, iyHetTrun3, iyHetTrun2"
Microspora stagnorum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ucMicStag1, ucMicStag2"
Clavulina rugosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfClaRugo1
Mydaea ancilla,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idMydAnci1
Empis nigritarsis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idEmpNigi1
Stenus clavicornis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icSteClav1
Heptagenia sulphurea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ieHepSulp2, ieHepSulp1"
Phygadeuon trichops,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyPhyTric1
Russula emetica,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfRusEmet1
Psylliodes marcidus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icPsyMarc1
Luzula spicata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"lpLuzSpic2, lpLuzSpic1"
Kateretes rufilabris,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icKatRufi1, icKatRufi2"
Hymenopellis radicata,rooting shank,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfHymRadi1
Exapion ulicis,gorse weevil,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icExaUlic10, icExaUlic9, icExaUlic2, icExaUlic3, icExaUlic8, icExaUlic11, icExaUlic4, icExaUlic1, icExaUlic7, icExaUlic5, icExaUlic6"
Arrhenia gerardiana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfArrGera1
Molophilus griseus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idMolGris1
Ophrys holosericea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"lsOphHolo1, lsOphHolo2, lsOphHolo3"
Caulacanthus okamurae,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"urCauOkam1, urCauOkam2, urCauOkam3, urCauOkam4"
Sabella spallanzanii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,wsSabSpal2
Ceratinostoma ostiorum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idCerOsti1
Trifolium campestre,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"drTriCamp1, drTriCamp2, drTriCamp3, drTriCamp4, drTriCamp5"
Cercyon melanocephalus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icCerMela1
Mycetophagus multipunctatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icMycMult1
Clathria atrasanguinea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"odClaAtra1, odClaAtra2"
Platynereis cf. massiliensis MALT-2022,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"wpPlaCfma3, wpPlaCfma1, wpPlaCfma2"
Rhogostoma micra,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"pcRhoSpea1, pcRhoSpea2"
Vaccinium oxycoccos,bog cranberry,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ddVacOxyc1
Arctostaphylos uva-ursi,bearberry,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ddArcUvan1
Syrphoctonus signatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iySyrSign1
Hypocenomyce scalaris,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"glHypScal1, glHypScal2"
Carex rariflora,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,lpCarRari1
Leucoptera laburnella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilLeuLabu1, ilLeuLabu7, ilLeuLabu3, ilLeuLabu4, ilLeuLabu6, ilLeuLabu5"
Dexamine thea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qmDexThea1
Glossiphonia complanata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"wrGloComp2, wrGloComp1"
Elymus repens,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,lpElyRepn1
Xenolytus bitinctus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyXenBiti1, iyXenBiti2"
Lyonetia prunifoliella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilLyoPrun2, ilLyoPrun10, ilLyoPrun5, ilLyoPrun1, ilLyoPrun3, ilLyoPrun9, ilLyoPrun4, ilLyoPrun7, ilLyoPrun8, ilLyoPrun6"
Saccogyna viticulosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cjSacViti4, cjSacViti12, cjSacViti6, cjSacViti13, cjSacViti11, cjSacViti1, cjSacViti5, cjSacViti7, cjSacViti9, cjSacViti2, cjSacViti16, cjSacViti14, cjSacViti10, cjSacViti17, cjSacViti15, cjSacViti3, cjSacViti8"
Phyllonorycter comparella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilPhyComp2, ilPhyComp1"
Vicia sepium,bush vetch,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drVicSepi1
Fannia vesparia,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idFanVesp1
Hylemya variata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idHylVari1
Apioperdon pyriforme,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfLycPyri1
Phyllonorycter trifasciella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilPhyTrif2, ilPhyTrif1"
Podalonia affinis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyPodAffi1
Ceratophyllus gallinae,common hen flea,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"isCerGall5, isCerGall3, isCerGall1, isCerGall2, isCerGall4"
Xyleborinus saxesenii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icXylSaxe1
Haliclona urceolus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,odHalUrce1
Verbena bonariensis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daVerBona1
Eupteryx vittata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihEupVitt2, ihEupVitt3, ihEupVitt1"
Theria primaria,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilThePrim1, ilThePrim2"
Bruchus loti,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icBruLoti1
Chthonius ischnocheles,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qqChtIsch10, qqChtIsch8, qqChtIsch6, qqChtIsch3, qqChtIsch1, qqChtIsch5, qqChtIsch7, qqChtIsch2, qqChtIsch4, qqChtIsch9"
Abra alba,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xbAbrAlba4, xbAbrAlba1, xbAbrAlba3, xbAbrAlba2"
Hypoxylon fragiforme,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,grHypFrag1
Thalassiosira sp. PLY 541,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,uoThaSpea1
Campodea lankesteri,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qeCamLank1
Cacoxenus indagator,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idCacInda1, idCacInda2"
Phyllonorycter oxyacanthae,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilPhyOxya8, ilPhyOxya9, ilPhyOxya2, ilPhyOxya1, ilPhyOxya7, ilPhyOxya3, ilPhyOxya6, ilPhyOxya5, ilPhyOxya4"
Petasites fragrans,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daPetFrag1
Tritia reticulata,reticulate nassa,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xgTriReti2, xgTriReti1"
Platnickina tincta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qqPlaTinc1
Haliotis tuberculata,green ormer,NCBI_taxon,Submitted to BioSamples,PRJEB105504,xgHalTube2
Cratichneumon culex,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyCraCule3, iyCraCule1, iyCraCule2"
Sitotroga cerealella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilSitCere7, ilSitCere12, ilSitCere10, ilSitCere8, ilSitCere5, ilSitCere13, ilSitCere9, ilSitCere11, ilSitCere6"
Angerona prunaria,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilAngPrun4, ilAngPrun3"
Stemonyphantes lineatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qqSteLine1
Oxyptilus pilosellae,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilOxyPilo6, ilOxyPilo2, ilOxyPilo4, ilOxyPilo5, ilOxyPilo1, ilOxyPilo3"
Ennomos alniaria,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilEnnAlni1
Coleophora follicularis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilColFoll3, ilColFoll2, ilColFoll1, ilColFoll4"
Odontites vernus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daOdoVern1
Armillaria mellea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"gfArmMell1, gfArmMell2"
Disporella hispida,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"tzDisHisp1, tzDisHisp2, tzDisHisp6, tzDisHisp8, tzDisHisp4, tzDisHisp7, tzDisHisp3, tzDisHisp5"
Scapania irrigua,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cjScaIrri13, cjScaIrri1, cjScaIrri12, cjScaIrri7, cjScaIrri16, cjScaIrri9, cjScaIrri8, cjScaIrri15, cjScaIrri11, cjScaIrri6, cjScaIrri5, cjScaIrri3, cjScaIrri10, cjScaIrri2, cjScaIrri4, cjScaIrri14"
Chaetostomella cylindrica,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idChaCyli11, idChaCyli10"
Metachromadoroides remanei,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,nxMetRema3
Coelastrella oocystiformis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ucCoeOocy2
Phasianus colchicus,ring-necked pheasant,NCBI_taxon,Submitted to BioSamples,PRJEB105504,bPhaCol1
Salvia verbenaca,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daSalVerb1
Lepidostoma basale,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iiLepBasa3, iiLepBasa1, iiLepBasa2"
Nototeredo norvagica,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,xbNotNorv1
Athanas nitescens,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmAthNite2, qmAthNite1, qmAthNite5"
Arctous alpina,mountain bearberry,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ddArcAlpn1
Pammene juniperana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilPamJuni2, ilPamJuni1, ilPamJuni3, ilPamJuni4"
Orchis purpurea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,lsOrcPurp1
Cacopsylla pulchella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ihCacPulc1
Cardamine raphanifolia,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ddCarRaph1
Anticollix sparsata,dentated pug,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilAntSpar1
Valeriana dioica,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daValDioi1
Cydia pactolana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilCydPact5, ilCydPact4"
Klebsormidium subtile,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ukKleSubt2
Allium paradoxum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"lsAllPara1, lsAllPara4, lsAllPara3, lsAllPara2"
Juncus subnodulosus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"lpJunSubn3, lpJunSubn5, lpJunSubn1, lpJunSubn2, lpJunSubn4"
Syllis gracilis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,wpSylGrac1
Stenamma debile,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iySteDebi2, iySteDebi1, iySteDebi3"
Kindbergia praelonga,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbKinPrae2, cbKinPrae3, cbKinPrae1, cbKinPrae4"
Sitona waterhousei,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icSitWate1
Cassida rubiginosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icCasRubi1, icCasRubi2, icCasRubi3, icCasRubi4"
Enicospilus ramidulus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyEniRami1
Anogramma leptophylla,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"voAnoLept2, voAnoLept3, voAnoLept1, voAnoLept4"
Agrimonia eupatoria,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drAgrEupa1
Carabus intricatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icCarIntr3
Muggiaea atlantica,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"jhMugAtla2, jhMugAtla4, jhMugAtla3, jhMugAtla5, jhMugAtla1, jhMugAtla11, jhMugAtla7, jhMugAtla8, jhMugAtla6, jhMugAtla10, jhMugAtla12, jhMugAtla9"
Longitarsus parvulus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icLonParv1, icLonParv2"
Cephalothrix rufifrons,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,tnCepRufi1
Trichocolea tomentella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cjTriTome2, cjTriTome4, cjTriTome1, cjTriTome6, cjTriTome3, cjTriTome5"
Ophrys insectifera,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,lsOphInse1
Amanita crocea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfAmaCroc1
Lapara coniferarum,southern pine sphinx,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilLapConi1
Platambus maculatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icPlaMacu1
Craterolophus convolvulus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,jrCraConv1
Diastata fuscula,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idDiaFusc1, idDiaFusc2"
Otina ovata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xgOtiOvat7, xgOtiOvat8, xgOtiOvat3, xgOtiOvat4, xgOtiOvat6, xgOtiOvat2, xgOtiOvat1, xgOtiOvat9, xgOtiOvat10, xgOtiOvat5"
Gymnopternus aerosus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idGymAero1
Kickxia spuria,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daKicSpur1
Ciconia ciconia,White stork,NCBI_taxon,Submitted to BioSamples,PRJEB105504,bCicCic1
Tetrastemma herouardi,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"tnTetHero1, tnTetHero2"
Paradendryphiella salina,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"gdParSali2, gdParSali1"
Russula foetens,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfRusFoet1
Sphagnum angustifolium,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"csSphAngu3, csSphAngu5, csSphAngu6, csSphAngu4, csSphAngu2, csSphAngu1"
Archarius salicivorus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icArcSali1, icArcSali2"
Sisyrinchium bermudiana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,lsSisBeru1
Hygrotus impressopunctatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icHygImpr1, icHygImpr2"
Ephedrus plagiator,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyEphPlag1
Anotylus tetracarinatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icAnoTetr1
Siriella armata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qmSirArma1
Grapholita pallifrontana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilGraPall1
Agonopterix ciliella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilAgoCili1
Russula queletii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfRusQuel1
Agonum muelleri,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icAgoMuel1
Pachymeniopsis lanceolata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,urGraLane1
Veronica praecox,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"daVerPrae2, daVerPrae1, daVerPrae3, daVerPrae4"
Tetrastemma melanocephalum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,tnTetMela33
Nigma walckenaeri,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qqNigWalc2, qqNigWalc5, qqNigWalc3, qqNigWalc4, qqNigWalc1"
Helleborus viridis,green hellebore,NCBI_taxon,Submitted to BioSamples,PRJEB105504,dmHelViri1
Donax vittatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,xbDonVitt1
Cephennium gallicum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icCepGall1
Pseudonectria buxi,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,grPseBuxi1
Robinia pseudoacacia,black locust,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drRobPseu1
Endothenia marginana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilEndMarg2, ilEndMarg1, ilEndMarg3"
