organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	taxon_name	taxon_authority	taxon_rank	synonyms	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag	freshbase	ukceh_freshwater_list	pantheon_sqs	pantheon_conservation_status	pantheon_current_conservation_status	pantheon_designation_summary	pantheon_larval_feeding_guild	pantheon_adult_feeding_guild	pantheon_broad_biotope	pantheon_habitat	pantheon_resources	pantheon_specific_assemblage_type	pantheon_habitat_score	pantheon_associations	jncc_a: bern convention	jncc_c: birds directive	jncc_c1: convention on migratory species	jncc_c2: ospar	jncc_d: habitats directive	jncc_e: ec cites	jncc_f: global red list status	jncc_fa: red listing based on pre 1994 iucn guidelines	jncc_fb: red listing based on 1994 iucn guidelines	jncc_fc: red listing based on 2001 iucn guidelines	jncc_fd: red data categories  - birds (not based on iucn criteria)	jncc_fe: red data categories - spiders (not based on iucn criteria)	jncc_ga: rare and scarce species	jncc_gb: rare and scarce species (not based on iucn criteria)	jncc_ha: biodiversity action plan uk list of priority species	jncc_hb: biodiversity lists - england	jncc_hc: biodiversity lists - scotland	jncc_hd: biodiversity lists - wales	jncc_he: biodiversity lists - northern ireland	jncc_i: wildlife and countryside act 1981	jncc_j: the wildlife (northern ireland) order 1985	jncc_k: the conservation of habitats and species regulations 2010	jncc_l: the conservation (nature habitats, etc_) regulations (ni) 199	jncc_m: protection of badgers act
NBNORG0000010610	NBNSYS0000008424	Animalia	Arthropoda	Insecta	Trichoptera	Phryganeidae	Agrypnia	Agrypnia obsoleta	(Hagen, 1864)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)		possible nectivore	wetland	acid & sedge peats	shallow freshwater pond	W311	acid mire: B											RedList_GB_post2001-LC														
NBNORG0000010611	NBNSYS0000008425	Animalia	Arthropoda	Insecta	Trichoptera	Phryganeidae	Agrypnia	Agrypnia pagetana	Curtis, 1835	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)		possible nectivore	wetland	acid & sedge peats	shallow freshwater pond		grazing marsh - salinity: 0, grazing marsh - status: 2											RedList_GB_post2001-LC														
NBNORG0000010612	NBNSYS0000008426	Animalia	Arthropoda	Insecta	Trichoptera	Phryganeidae	Agrypnia	Agrypnia picta	Kolenati, 1848	Species			Y	Y		Y	Y	8	DD; NR	DD; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)																		RedList_GB_post2001-DD			NR-includes											
NBNORG0000100777	NHMSYS0020704765	Animalia	Arthropoda	Insecta	Trichoptera	Phryganeidae	Agrypnia	Agrypnia varia	(Fabricuis, 1793)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	possible nectivore	wetland	acid & sedge peats; marshland	shallow freshwater pond >> aquatic: sparsely vegetated		grazing marsh - salinity: 0, grazing marsh - status: 1											RedList_GB_post2001-LC														
NBNORG0000032674	NBNSYS0000178932	Animalia	Annelida	Clitellata	Haplotaxida	Tubificidae	Aktedrilus	Aktedrilus monospermathecus	Knöllner, 1935	Species	Phallodrilus monospermathecus				Y	Y	Y																																				
NBNORG0000048953	NHMSYS0000068491	Animalia	Nematoda	Adenophorea	Dorylaimida	Alaimidae	Alaimus	Alaimus primitivus	de Man 1880	Species			Y	Y		Y	Y																																				
NBNORG0000099444	NHMSYS0020703408	Animalia	Arthropoda	Arachnida	Trombidiformes	Aturidae	Albaxona	Albaxona lundbladi	Motas & Tanasachi, 1947	Species			Y	Y		Y	Y																																				
NBNORG0000043699	NBNSYS0100009294	Animalia	Rotifera	Eurotatoria	Ploima	Dicranophoridae	Albertia	Albertia naidis	Bousfield, 1886	Species				Y		Y	Y																																				
NBNORG0000043700	NBNSYS0100009296	Animalia	Arthropoda	Arachnida	Trombidiformes	Aturidae	Albia	Albia stationis	Thon, 1899	Species			Y	Y		Y	Y																																				
NBNORG0000049318	NHMSYS0000068872	Animalia	Annelida	Clitellata	Rhynchobdellida	Glossiphoniidae	Alboglossiphonia	Alboglossiphonia heteroclita	(Linnaeus, 1761)	Species	Glossiphonia heteroclita		Y	Y	Y	Y	Y	1										grazing marsh - salinity: 0, grazing marsh - status: 2																									
NBNORG0000010628	NBNSYS0000008444	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Allogamus	Allogamus auricollis	(Pictet, 1834)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)		possible nectivore	wetland	running water														RedList_GB_post2001-LC														
NBNORG0000041058	NHMSYS0020706052	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Allohelea	Allohelea tessellata	(Zetterstedt, 1850)	Species	Allohelea illustris;Allohelea tesselata;Ceratopogon illustris;Ceratopogon tesselata;Monohelea tessellata		Y	Y		Y	Y																																				
NBNORG0000017061	NBNSYS0000022337	Animalia	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Allolobophora	Allolobophora chlorotica	(Savigny, 1826)	Species	Allolobophora chlorotica - pigmented;Allolobophora chlorotica - unpigmented;Enterion chloroticum		Y	Y		Y	Y																																				
NBNORG0000010539	NBNSYS0000008351	Animalia	Arthropoda	Insecta	Trichoptera	Hydroptilidae	Allotrichia	Allotrichia pallicornis	(Eaton, 1873)	Species			Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)		possible nectivore	wetland	running water														RedList_GB_post2001-LC			NS-includes											
NBNORG0000045784	NBNSYS0100027549	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Alluaudomyia	Alluaudomyia riparia	Clastrier, 1978	Species	Alluaudomyia bohemiae;Alluaudomyia falcata		Y	Y		Y	Y																																				
NBNORG0000099739	NHMSYS0020703712	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alona	Alona affinis	Leydig, 1860	Species			Y	Y		Y	Y																																				
NBNORG0000099740	NHMSYS0020703713	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alona	Alona costata	G.O. Sars, 1862	Species			Y	Y		Y	Y																																				
NBNORG0000099741	NHMSYS0020703714	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alona	Alona elegans	Kurz, 1875	Species			Y	Y		Y	Y																																				
NBNORG0000099742	NHMSYS0020703715	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alona	Alona guttata	G.O. Sars, 1862	Species			Y	Y		Y	Y																																				
NBNORG0000085521	NHMSYS0001593173	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alona	Alona intermedia	Sars, 1862	Species			Y	Y		Y	Y																																				
NBNORG0000116072	NHMSYS0021118395	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alona	Alona karelica	Stenroos, 1897	Species			Y	Y		Y	Y																																				
NBNORG0000085523	NHMSYS0001593175	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alona	Alona quadrangularis	(O. F. Müller, 1776)	Species	Lynceus quadrangularis		Y	Y		Y	Y																																				
NBNORG0000085524	NHMSYS0001593176	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alona	Alona rustica	Scott, 1895	Species			Y	Y		Y	Y																																				
NBNORG0000099744	NHMSYS0020703717	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alona	Alona weltneri	Keilhack, 1905	Species			Y	Y		Y	Y																																				
NBNORG0000085526	NHMSYS0001593178	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alonella	Alonella excisa	(Fischer, 1854)	Species	Lynceus excisa		Y	Y		Y	Y																																				
NBNORG0000085527	NHMSYS0001593179	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alonella	Alonella exigua	(Lilljeborg, 1853)	Species	Lynceus exigua		Y	Y		Y	Y																																				
NBNORG0000085528	NHMSYS0001593180	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alonella	Alonella nana	(Baird, 1843)	Species	Acroperus nana		Y	Y		Y	Y																																				
NBNORG0000043704	NBNSYS0100009301	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Alonopsis	Alonopsis elongata	(G.O.Sars, 1862) 	Species	Acroperus elongatus;Alona elongatus;Alonopsis elegans		Y	Y		Y	Y																																				
NBNORG0000018392	NBNSYS0000025427	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Amalorrhynchus	Amalorrhynchus melanarius	(Stephens, 1831)	Species	Ceuthorrhynchidius melanarius;Ceuthorrhynchus melanarius		Y	Y		Y	Y	1				herbivore	herbivore	wetland	running water	flow >> slow flow																											
NBNORG0000011321	NBNSYS0000010859	Animalia	Arthropoda	Insecta	Ephemeroptera	Ameletidae	Ameletus	Ameletus inopinatus	Eaton, 1887	Species			Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	saprophagous	does not feed	wetland	running water	unmodified fast flowing streams													RedList_GB_post2001-LC			NS-includes											
NBNORG0000095820	NHMSYS0020316239	Animalia	Arthropoda	Insecta	Plecoptera	Nemouridae	Amphinemura	Amphinemura standfussi	(Ris, 1902)	Species	Nemoura standfussi		Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	saprophagous	does not feed	wetland	running water														RedList_GB_post2001-LC			NS-includes											
NBNORG0000095821	NHMSYS0020316240	Animalia	Arthropoda	Insecta	Plecoptera	Nemouridae	Amphinemura	Amphinemura sulcicollis	(Stephens, 1836)	Species	Amphinemura cinerea;Nemoura sulcicollis		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	saprophagous	does not feed	wetland	running water														RedList_GB_post2001-LC														
NBNORG0000086861	NHMSYS0021342749	Animalia	Mollusca	Gastropoda		Lymnaeidae	Ampullaceana	Ampullaceana balthica	(Linnaeus, 1758)	Species	Lymnaea peregra;Radix balthica;Radix ovata;Radix peregra			Y		Y	Y	1				herbivore	herbivore	wetland	marshland	shallow freshwater pond >> aquatic: well vegetated		grazing marsh - salinity: 0, grazing marsh - status: 1											RedList_GB_post2001-LC														
NBNORG0000104402	NHMSYS0020785001	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Anabolia	Anabolia brevipennis	(Curtis, 1834)	Species	Phacopteryx brevipennis		Y	Y		Y	Y	8	NR; VU	Nationally Rare; VU	GB Rarity listing (1); IUCN Threat listing (1)		possible nectivore	tree-associated; wetland	marshland; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, shallow freshwater pond			Alnus, Pinus, Quercus										RedList_GB_post2001-VU			NR-includes											
NBNORG0000010645	NBNSYS0000008462	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Anabolia	Anabolia nervosa	(Curtis, 1834)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	herbivore	possible nectivore	wetland	acid & sedge peats; lake; marshland; running water	shallow freshwater pond		coarse woody debris: c, grazing marsh - salinity: 0, grazing marsh - status: 1											RedList_GB_post2001-LC														
NBNORG0000010037	NBNSYS0000007707	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Anacaena	Anacaena bipustulata	(Marsham, 1802)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	saprophagous	predator	wetland	marshland	drawdown zone: mud/shallow litter, shallow freshwater pond >> aquatic: sparsely vegetated	W211	coarse woody debris: d/e, grazing marsh - salinity: 0, grazing marsh - status: 2																									
NBNORG0000010038	NBNSYS0000007708	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Anacaena	Anacaena globulus	(Paykull, 1798)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	saprophagous	predator	wetland	marshland	drawdown zone: mud/shallow litter, shallow freshwater pond >> aquatic: sparsely vegetated		coarse woody debris: d/e, grazing marsh - salinity: 0, grazing marsh - status: 1																									
NBNORG0000087275	NHMSYS0001716791	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Anacaena	Anacaena limbata	(Fabricius, 1792)	Species	Anacaena ovata		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	saprophagous	predator	wetland	marshland	drawdown zone: mud/shallow litter, shallow freshwater pond >> aquatic: sparsely vegetated		coarse woody debris: d/e, grazing marsh - salinity: 0, grazing marsh - status: 1																		Scottish_Biodiversity_List							
NBNORG0000087276	NHMSYS0001716792	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Anacaena	Anacaena lutescens	(Stephens, 1829)	Species	Anacaena nitida		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond, wet/damp peat		acid mire: C, coarse woody debris: d/e, grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda																								
NBNORG0000043705	NBNSYS0100009393	Animalia	Arthropoda	Insecta	Hymenoptera	Mymaridae	Anagrus	Anagrus incarnatus	Haliday, 1833	Species	Anagrus breviphragma		Y	Y		Y	Y																																				
NBNORG0000048955	NHMSYS0000068493	Animalia	Nematoda	Adenophorea	Chromadorida	Plectidae	Anaplectus	Anaplectus granulosus	(Bastian, 1865)	Species	Plectus granulosus		Y			Y	Y																																				
NBNORG0000009824	NBNSYS0000007039	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Anasimyia	Anasimyia contracta	Claussen & Torp, 1980	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	herbivore	nectivore	wetland	acid & sedge peats; marshland	base status >> acid, shallow freshwater pond, wetland vegetation			Typha																								
NBNORG0000009825	NBNSYS0000007040	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Anasimyia	Anasimyia interpuncta	(Harris, [1776])	Species	Musca interpuncta		Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	saprophagous	nectivore	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated, wetland vegetation	W313																NS-excludes										
NBNORG0000009826	NBNSYS0000007041	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Anasimyia	Anasimyia lineata	(Fabricius, 1787)	Species	Rhingia lineata		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	saprophagous	nectivore	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated, wetland vegetation																											
NBNORG0000009827	NBNSYS0000007042	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Anasimyia	Anasimyia lunulata	(Meigen, 1822)	Species	Helophilus lunulatus		Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	saprophagous	nectivore	wetland	acid & sedge peats	base status >> acid, shallow freshwater pond >> aquatic: well vegetated, wetland vegetation		acid mire: C															NS-excludes										
NBNORG0000009828	NBNSYS0000007043	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Anasimyia	Anasimyia transfuga	(Linnaeus, 1758)	Species	Musca transfuga		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	saprophagous	nectivore	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated, wetland vegetation																				Scottish_Biodiversity_List							
NBNORG0000041089	NBNSYS0100001517	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Anatopynia	Anatopynia plumipes	(Fries, 1823)	Species	Tanypus plumipes		Y	Y		Y	Y																																				
NBNORG0000008990	NHMSYS0021009098	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae	Anax	Anax ephippiger	(Burmeister, 1839)	Species	Hemianax ephippiger		Y	Y		Y	Y																																				
NBNORG0000008989	NBNSYS0000005630	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae	Anax	Anax imperator	Leach, 1815	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	shallow freshwater pond >> aquatic: well vegetated		grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda							RedList_Global_post2001-LC			RedList_GB_post2001-LC														
NBNORG0000052147	NHMSYS0000344168	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae	Anax	Anax junius	(Drury, 1770)	Species	Anex junius		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)																																
NBNORG0000052148	NHMSYS0000344169	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae	Anax	Anax parthenope	(Selys, 1839)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)															RedList_Global_post2001-LC																	
NBNORG0000123428	NHMSYS0021182894	Animalia	Arthropoda	Malacostraca	Isopoda	Philosciidae	Anchiphiloscia	Anchiphiloscia pilosa	(Budde-Lund, 1913)	Species		Y		Y		Y																																					
NBNORG0000085530	NHMSYS0001593185	Animalia	Arthropoda	Branchiopoda	Diplostraca	Eurycercidae	Anchistropus	Anchistropus emarginatus	Sars, 1862	Species			Y	Y		Y	Y																																				
NBNORG0000097520	NHMSYS0020528096	Animalia	Mollusca	Gastropoda		Planorbidae	Ancylus	Ancylus fluviatilis	O. F. Müller, 1774	Species				Y		Y	Y	1										grazing marsh - salinity: 0, grazing marsh - status: 1											RedList_GB_post2001-LC														
NBNORG0000012843	NBNSYS0000012813	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Anepsiomyia	Anepsiomyia flaviventris	(Meigen, 1824)	Species	Porphyrops flaviventris		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	tree-associated; wetland	running water; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, woodland stream			Arthropoda, Fagales																								
NBNORG0000106824	NHMSYS0021056953	Animalia	Nematoda	Chromadorea	Spirurida	Anguillicolidae	Anguillicoloides	Anguillicoloides crassus	(Kuwahara, Niimi & Itagaki, 1974)	Species	Anguillicola crassus	Y		Y	Y	Y	Y																																				
NBNORG0000010510	NBNSYS0000008316	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Anisosticta	Anisosticta novemdecimpunctata	(Linnaeus, 1758)	Species	Anisosticta 19-punctata;Anisosticta novemdecempunctata		Y			Y		1				predator	predator	wetland	acid & sedge peats	deep litter			Arthropoda																								
NBNORG0000086652	NHMSYS0001701879	Animalia	Mollusca	Gastropoda		Planorbidae	Anisus	Anisus (Anisus) leucostoma	(Millet, 1813)	Species	Anisus leucostoma;Anisus septemgyratus			Y		Y	Y	1				herbivore	herbivore	wetland	marshland	shallow freshwater pond >> aquatic: well vegetated		grazing marsh - salinity: 0, grazing marsh - status: 1	Algae										RedList_GB_post2001-LC														
NBNORG0000086960	NHMSYS0001703745	Animalia	Mollusca	Gastropoda		Planorbidae	Anisus	Anisus (Anisus) spirorbis	(Linnaeus, 1758)	Species	Anisus spirorbis			Y		Y	Y																						RedList_GB_post2001-DD														
NBNORG0000086654	NHMSYS0001701882	Animalia	Mollusca	Gastropoda		Planorbidae	Anisus	Anisus (Disculifer) vortex	(Linnaeus, 1758)	Species	Anisus vortex;Disculifer vortex;Planorbis vortex			Y		Y	Y	1		LC	IUCN Threat listing (1)	herbivore	herbivore	wetland	marshland	shallow freshwater pond >> aquatic: well vegetated		grazing marsh - salinity: 0, grazing marsh - status: 1	Algae										RedList_GB_post2001-LC									NI_Priority					
NBNORG0000086655	NHMSYS0001701883	Animalia	Mollusca	Gastropoda		Planorbidae	Anisus	Anisus (Disculifer) vorticulus	(Troschel, 1834)	Species	Anisus vorticulus;Disculifer vorticulus			Y		Y	Y	8	Legal Protection; NR; Section 41 Priority Species; VU; VU (European)	Legal protection; Nationally Rare; S41. Priority Species; VU; VU (European)	GB Rarity listing (1); IUCN Threat listing (2); Legal listing (2)	herbivore	herbivore	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated	W314	grazing marsh - salinity: 0, grazing marsh - status: 5						HabDir-A2*,HabDir-A4					RedList_GB_post2001-VU			NR-includes		BAP-2007	England_NERC_S.41						HabReg-Sch2		
NBNORG0000086658	NHMSYS0001701887	Animalia	Mollusca	Bivalvia	Unionoida	Unionidae	Anodonta	Anodonta (Anodonta) anatina	(Linnaeus, 1758)	Species	Anodonta anatina			Y		Y	Y	1		LC	IUCN Threat listing (1)							grazing marsh - salinity: 0, grazing marsh - status: 1											RedList_GB_post2001-LC									NI_Priority					
NBNORG0000086659	NHMSYS0001701888	Animalia	Mollusca	Bivalvia	Unionoida	Unionidae	Anodonta	Anodonta (Anodonta) cygnea	(Linnaeus, 1758)	Species	Anodonta cygnea			Y		Y	Y	1	NT (European)	LC; NT (European)	IUCN Threat listing (2)							grazing marsh - salinity: 0, grazing marsh - status: 1											RedList_GB_post2001-LC							Scottish_Biodiversity_List		NI_Priority					
