organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	taxon_name	taxon_authority	taxon_rank	synonyms	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag	freshbase	ukceh_freshwater_list	pantheon_sqs	pantheon_conservation_status	pantheon_current_conservation_status	pantheon_designation_summary	pantheon_larval_feeding_guild	pantheon_adult_feeding_guild	pantheon_broad_biotope	pantheon_habitat	pantheon_resources	pantheon_specific_assemblage_type	pantheon_habitat_score	pantheon_associations	jncc_a: bern convention	jncc_c: birds directive	jncc_c1: convention on migratory species	jncc_c2: ospar	jncc_d: habitats directive	jncc_e: ec cites	jncc_f: global red list status	jncc_fa: red listing based on pre 1994 iucn guidelines	jncc_fb: red listing based on 1994 iucn guidelines	jncc_fc: red listing based on 2001 iucn guidelines	jncc_fd: red data categories  - birds (not based on iucn criteria)	jncc_fe: red data categories - spiders (not based on iucn criteria)	jncc_ga: rare and scarce species	jncc_gb: rare and scarce species (not based on iucn criteria)	jncc_ha: biodiversity action plan uk list of priority species	jncc_hb: biodiversity lists - england	jncc_hc: biodiversity lists - scotland	jncc_hd: biodiversity lists - wales	jncc_he: biodiversity lists - northern ireland	jncc_i: wildlife and countryside act 1981	jncc_j: the wildlife (northern ireland) order 1985	jncc_k: the conservation of habitats and species regulations 2010	jncc_l: the conservation (nature habitats, etc_) regulations (ni) 199	jncc_m: protection of badgers act
NBNORG0000012551	NBNSYS0000012486	Animalia	Arthropoda	Insecta	Diptera	Empididae	Hilara	Hilara longivittata	Zetterstedt, 1842	Species			Y	Y		Y	Y	1				predator	predator	tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only			Arthropoda, Fagales																								
NBNORG0000012555	NBNSYS0000012490	Animalia	Arthropoda	Insecta	Diptera	Empididae	Hilara	Hilara manicata	Meigen, 1822	Species			Y	Y		Y	Y	1				predator	predator	tree-associated; wetland	running water; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, woodland stream			Arthropoda, Fagales																								
NBNORG0000012556	NBNSYS0000012491	Animalia	Arthropoda	Insecta	Diptera	Empididae	Hilara	Hilara maura	(Fabricius, 1776)	Species	Empis maura;Hilara globulipes;Hilara squalens		Y	Y		Y	Y	1				predator	predator	wetland					Arthropoda																								
NBNORG0000012561	NBNSYS0000012496	Animalia	Arthropoda	Insecta	Diptera	Empididae	Hilara	Hilara morata	Collin, 1927	Species			Y	Y		Y	Y	1				predator	predator	wetland	running water; wet woodland	exposed riverine sediments >> riparian sand, unmodified fast flowing streams, woodland stream																											
NBNORG0000012562	NBNSYS0000012497	Animalia	Arthropoda	Insecta	Diptera	Empididae	Hilara	Hilara nigrina	(Fallén, 1816)	Species	Empis nigrina		Y	Y		Y	Y	1				predator	predator	wetland					Arthropoda																								
NBNORG0000012565	NBNSYS0000012500	Animalia	Arthropoda	Insecta	Diptera	Empididae	Hilara	Hilara obscura	Meigen, 1822	Species			Y	Y		Y	Y	1				predator	predator	wetland	running water				Arthropoda																								
NBNORG0000012577	NHMSYS0021265272	Animalia	Arthropoda	Insecta	Diptera	Empididae	Hilara	Hilara pseudocornicula	Strobl, 1909	Species	Hilara subpollinosa		Y			Y	Y	1				predator	predator	wetland	acid & sedge peats																												
NBNORG0000122903	NHMSYS0021169077	Animalia	Arthropoda	Insecta	Diptera	Empididae	Hilara	Hilara quadrifasciata	Chvála, 2002	Species	Hilara quadrivittata		Y	Y		Y	Y	1				predator	predator	wetland	running water				Arthropoda																								
NBNORG0000012570	NBNSYS0000012505	Animalia	Arthropoda	Insecta	Diptera	Empididae	Hilara	Hilara quadriseta	Collin, 1927	Species			Y	Y		Y	Y	4	(LR); NS	Nationally Scarce; [Threat]	GB Rarity listing (1); [IUCN Threat listing] (1)	predator	predator	wetland	acid & sedge peats	wet/damp peat			Arthropoda														NS-excludes										
NBNORG0000012573	NBNSYS0000012508	Animalia	Arthropoda	Insecta	Diptera	Empididae	Hilara	Hilara rejecta	Collin, 1927	Species	Hilara cinereomicans		Y	Y		Y	Y	1				predator	predator	wetland	running water				Arthropoda																								
NBNORG0000012578	NBNSYS0000012513	Animalia	Arthropoda	Insecta	Diptera	Empididae	Hilara	Hilara thoracica	Macquart, 1827	Species	Hilara melanocephala		Y	Y		Y	Y	1				predator	predator	wetland	running water				Arthropoda																								
NBNORG0000086758	NHMSYS0001702044	Animalia	Mollusca	Gastropoda		Planorbidae	Hippeutis	Hippeutis complanatus	(Linnaeus, 1758)	Species	Segmentina complanata			Y		Y	Y	1				herbivore	herbivore	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated		grazing marsh - salinity: 0, grazing marsh - status: 2											RedList_GB_post2001-LC														
NBNORG0000017091	NBNSYS0000022372	Animalia	Annelida	Clitellata	Arhynchobdellida	Hirudinidae	Hirudo	Hirudo medicinalis	Linnaeus, 1758	Species			Y	Y		Y	Y	1	Legal Protection; NT (Global)	Legal protection	Legal listing (1)							grazing marsh - salinity: 0, grazing marsh - status: 5		Bern-A3				HabDir-A5	ECCITES-B	RedList_Global_post94-NT										Scottish_Biodiversity_List			WACA-Sch5_sect9.1(kill/injuring),WACA-Sch5_sect9.1(taking),WACA-Sch5_sect9.2,WACA-Sch5_sect9.4.a,WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c				
NBNORG0000010589	NBNSYS0000008402	Animalia	Arthropoda	Insecta	Trichoptera	Polycentropodidae	Holocentropus	Holocentropus dubius	(Rambur, 1842)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	possible nectivore	wetland	acid & sedge peats; marshland	shallow freshwater pond		grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda										RedList_GB_post2001-LC														
NBNORG0000010590	NBNSYS0000008403	Animalia	Arthropoda	Insecta	Trichoptera	Polycentropodidae	Holocentropus	Holocentropus picicornis	(Stephens, 1836)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	possible nectivore	wetland	acid & sedge peats; marshland	shallow freshwater pond		grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda										RedList_GB_post2001-LC														
NBNORG0000010591	NBNSYS0000008404	Animalia	Arthropoda	Insecta	Trichoptera	Polycentropodidae	Holocentropus	Holocentropus stagnalis	(Albarda, 1874)	Species			Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)		possible nectivore	wetland	acid & sedge peats	shallow freshwater pond		grazing marsh - salinity: 0, grazing marsh - status: 1											RedList_GB_post2001-LC			NS-includes											
NBNORG0000085751	NHMSYS0001593624	Animalia	Arthropoda	Branchiopoda	Diplostraca	Holopediidae	Holopedium	Holopedium gibberum	Zaddach, 1855	Species			Y	Y		Y	Y																																				
NBNORG0000099610	NHMSYS0020703580	Animalia	Annelida	Clitellata	Haplotaxida	Tubificidae	Homochaeta	Homochaeta naidina	Bretscher, 1896	Species			Y	Y		Y	Y																																				
NBNORG0000044180	NBNSYS0100012445	Animalia	Annelida	Clitellata	Haplotaxida	Tubificidae	Homochaeta	Homochaeta setosa	(Moszynski, 1933) 	Species			Y	Y		Y	Y																																				
NBNORG0000042175	NBNSYS0100003497	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Hoplolabis	Hoplolabis areolata	(Siebke, 1872)	Species	Erioptera areolata		Y	Y		Y	Y	1				saprophagous	does not feed	wetland	running water	exposed riverine sediments >> riparian sand, sandy river, wetland vegetation	W114	ERS (Diptera): 2																									
NBNORG0000042176	NBNSYS0100003498	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Hoplolabis	Hoplolabis vicina	(Tonnoir in Goetghebuer & Tonnoir, 1920)	Species	Acyphona vicina;Erioptera vicina		Y	Y		Y	Y	1				saprophagous	does not feed	wetland	running water	exposed riverine sediments >> riparian sand, sandy river	W114	ERS (Diptera): 2																									
NBNORG0000023184	NBNSYS0000033158	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Hoplolabis	Hoplolabis yezoana	(Alexander, 1924)	Species	Erioptera yezoana		Y	Y		Y	Y	1				saprophagous		wetland	running water	exposed riverine sediments >> riparian sand, exposed riverine sediments >> riparian shingle, sandy river, unmodified fast flowing streams	W114	ERS (Diptera): 2																									
NBNORG0000099489	NHMSYS0020703454	Animalia	Arthropoda	Arachnida	Trombidiformes	Unionicolidae	Huitfeldtia	Huitfeldtia rectipes	Thor, 1898	Species			Y	Y		Y	Y																																				
NBNORG0000099491	NHMSYS0020703456	Animalia	Arthropoda	Arachnida	Trombidiformes	Hungarohydracaridae	Hungarohydracarus	Hungarohydracarus subterraneus	Szalay, 1943	Species	Hungarohydracarus subterraneus subsp. multiporus		Y	Y		Y	Y																																				
NBNORG0000017038	NBNSYS0000022307	Animalia	Bryozoa	Phylactolaemata	Plumatellida	Plumatellidae	Hyalinella	Hyalinella punctata	(Hancock, 1850)	Species			Y	Y		Y	Y																																				
NBNORG0000010143	NBNSYS0000007879	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Hybomitra	Hybomitra bimaculata	(Macquart, 1826)	Species	Hybomitra bisignata;Hybomitra borealis;Hybomitra collini;Hybomitra signata;Tabanus bimaculatus;Tabanus bisignatus;Therioplectes borealis		Y	Y		Y	Y	4		LC	IUCN Threat listing (1)	predator	haematophagous	wetland	acid & sedge peats	wet/damp peat			Mammalia										RedList_GB_post2001-LC			NS-includes											
NBNORG0000010144	NBNSYS0000007880	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Hybomitra	Hybomitra ciureai	(Séguy, 1937)	Species	Hybomitra schineri;Sziladynus ciureai		Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	haematophagous	wetland	acid & sedge peats	wet/damp peat, wetland vegetation	W314		Mammalia										RedList_GB_post2001-LC			NR-includes											
NBNORG0000010145	NBNSYS0000007881	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Hybomitra	Hybomitra distinguenda	(Verrall, 1909)	Species	Hybomitra parva;Hybomitra rufa;Tabanus distinguendus;Therioplectes parva;Therioplectes rufa		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	haematophagous	tree-associated; wetland	acid & sedge peats; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, sphagnum/moss lawn, wet/damp peat			Fagales, Mammalia										RedList_GB_post2001-LC														
NBNORG0000010146	NBNSYS0000007882	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Hybomitra	Hybomitra expollicata	(Pandellé, 1883)	Species	Tabanus expollicatus		Y	Y		Y	Y	8	NR; NT	Nationally Rare; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	haematophagous	coastal	brackish pools & ditches; saltmarsh	saltmarsh vegetation	M311												RedList_GB_post2001-NT			NR-includes											
NBNORG0000010147	NBNSYS0000007883	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Hybomitra	Hybomitra lurida	(Fallén, 1817)	Species	Hybomitra depressa;Tabanus depressa;Tabanus luridus		Y	Y		Y	Y	8	NR; VU	Nationally Rare; VU	GB Rarity listing (1); IUCN Threat listing (1)	predator	haematophagous	wetland	acid & sedge peats	base status >> acid, sphagnum/moss lawn, wet/damp peat		acid mire: B	Mammalia										RedList_GB_post2001-VU			NR-includes											
NBNORG0000010148	NBNSYS0000007884	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Hybomitra	Hybomitra micans	(Meigen, 1804)	Species	Hybomitra austriaca;Hybomitra nigra;Tabanus austriacus;Tabanus micans;Tabanus niger		Y	Y		Y	Y	8	NR; VU	Nationally Rare; VU	GB Rarity listing (1); IUCN Threat listing (1)	predator	haematophagous	tree-associated; wetland	acid & sedge peats; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, wet/damp peat			Mammalia, Pinus, Quercus										RedList_GB_post2001-VU			NR-includes											
NBNORG0000010149	NBNSYS0000007885	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Hybomitra	Hybomitra montana	(Meigen, 1820)	Species	Hybomitra borealis;Tabanus borealis;Tabanus montanus		Y	Y		Y	Y	4		LC	IUCN Threat listing (1)	predator	haematophagous	wetland	acid & sedge peats	base status >> acid, sphagnum/moss lawn, wet/damp peat		acid mire: A	Mammalia										RedList_GB_post2001-LC			NS-includes											
NBNORG0000042178	NBNSYS0100003522	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Hybomitra	Hybomitra muehlfeldi	(Brauer in Brauer & von Bergenstamm, 1880)	Species	Hybomitra muhlfeldi;Hybomitra solstitialis;Hybomitra tropica;Therioplectes muehlfeldi		Y	Y		Y	Y	16	EN; NR	EN; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)	predator	haematophagous	wetland	acid & sedge peats	base status >> acid, wet/damp peat			Mammalia										RedList_GB_post2001-LC			NR-includes											
NBNORG0000026891	NBNSYS0000148975	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Hybomitra	Hybomitra solstitialis	(Meigen, 1820)	Species	Tabanus solstitialis		Y	Y		Y	Y																						RedList_GB_post2001-EN			NR-includes											
NBNORG0000088398	NHMSYS0001718477	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydaticus	Hydaticus seminiger	(De Geer, 1774)	Species			Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	tree-associated; wetland	acid & sedge peats; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, shallow freshwater pond >> aquatic: well vegetated	W313	grazing marsh - salinity: 0, grazing marsh - status: 3	Arthropoda, Plantae														NS-excludes										
NBNORG0000010009	NBNSYS0000007621	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydaticus	Hydaticus transversalis	(Pontoppidan, 1763)	Species			Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated	W314	grazing marsh - salinity: 0, grazing marsh - status: 3	Arthropoda														NS-excludes										
NBNORG0000010632	NBNSYS0000008448	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Hydatophylax	Hydatophylax infumatus	(McLachlan, 1865)	Species			Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)		possible nectivore	wetland	running water	coarse woody debris, flow >> slow flow, unmodified fast flowing streams		coarse woody debris: a	Algae										RedList_GB_post2001-LC			NS-includes											
NBNORG0000049767	NHMSYS0000304774	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra	Hydra circumcincta	Schulze, 1914	Species	Hydra attenuata;Hydra graysoni		Y	Y	Y	Y	Y																																				
NBNORG0000049768	NHMSYS0000304775	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra	Hydra oligactis	Pallas, 1766	Species			Y	Y		Y	Y																																				
NBNORG0000049769	NHMSYS0000304776	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra	Hydra viridissima	Pallas, 1766	Species	Hydra viridis		Y	Y		Y	Y																																				
NBNORG0000044187	NBNSYS0100012480	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna bivirgulata	Piersig, 1897	Species			Y	Y		Y	Y																																				
NBNORG0000044188	NBNSYS0100012481	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna comosa	Koenike, 1896	Species			Y	Y		Y	Y																																				
NBNORG0000044189	NBNSYS0100012482	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna conjecta	Koenike, 1895	Species			Y	Y		Y	Y																																				
NBNORG0000044190	NBNSYS0100012483	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna cruenta	O.F.Müller, 1776	Species			Y	Y		Y	Y																																				
NBNORG0000044191	NBNSYS0100012484	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna distincta	Koenike	Species			Y	Y		Y	Y																																				
NBNORG0000044192	NBNSYS0100012485	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna ferox	Dalyell	Species			Y	Y		Y	Y																																				
NBNORG0000044193	NBNSYS0100012486	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna geographica	O.F.Müller, 1776	Species			Y	Y		Y	Y																																				
NBNORG0000044194	NBNSYS0100012487	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna georgei	Soar	Species			Y	Y		Y	Y																																				
NBNORG0000044195	NBNSYS0100012488	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna globosa	(De Geer, 1778) 	Species			Y	Y		Y	Y																																				
NBNORG0000044196	NBNSYS0100012489	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna halberti	Soar	Species			Y	Y		Y	Y																																				
NBNORG0000044197	NBNSYS0100012490	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna incisa	Halbert, 1903	Species			Y	Y		Y	Y																																				
NBNORG0000044198	NBNSYS0100012491	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna leegei	Koenike, 1895	Species			Y	Y		Y	Y																																				
NBNORG0000044199	NBNSYS0100012492	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna levis	Williamson	Species			Y	Y		Y	Y																																				
NBNORG0000044200	NBNSYS0100012493	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna placida	Dalyell	Species			Y	Y		Y	Y																																				
NBNORG0000044201	NBNSYS0100012494	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna processifera	Koenike, 1903	Species			Y	Y		Y	Y																																				
NBNORG0000044202	NBNSYS0100012495	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna punctata	Dalyell	Species			Y	Y		Y	Y																																				
NBNORG0000044203	NBNSYS0100012496	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna skorikowi	Piersig, 1900	Species			Y	Y		Y	Y																																				
NBNORG0000044204	NBNSYS0100012497	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna sparsa	Dalyell	Species			Y	Y		Y	Y																																				
NBNORG0000044205	NBNSYS0100012498	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna spinifera	Dalyell	Species			Y	Y		Y	Y																																				
NBNORG0000044206	NBNSYS0100012499	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna varia	Dalyell	Species			Y	Y		Y	Y																																				
NBNORG0000044207	NBNSYS0100012500	Animalia	Arthropoda	Arachnida	Trombidiformes	Hydrachnidae	Hydrachna	Hydrachna williamsoni	Soar	Species			Y	Y		Y	Y																																				
NBNORG0000010056	NBNSYS0000007758	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Hydraena	Hydraena britteni	Joy, 1907	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond, wet/damp peat		grazing marsh - salinity: 0, grazing marsh - status: 2	Arthropoda																								
NBNORG0000010057	NBNSYS0000007759	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Hydraena	Hydraena gracilis	Germar, 1823	Species	Hydraena elongata		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	running water	flow >> fast flow, unmodified fast flowing streams	W114	coarse woody debris: d, ERS (Coleoptera): 1, grazing marsh - salinity: 0, grazing marsh - status: 2	Arthropoda																								
NBNORG0000088401	NBNSYS0000007760	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Hydraena	Hydraena minutissima	Stephens, 1829	Species	Hydraena atricapilla;Hydraena flavipes		Y	Y		Y	Y	4	NS; NT	Nationally Scarce; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water	flow >> fast flow, unmodified fast flowing streams	W113		Arthropoda										RedList_GB_post2001-NT				Notable-B					NI_Priority					
NBNORG0000010058	NBNSYS0000007761	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Hydraena	Hydraena nigrita	Germar, 1823	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	running water	flow >> slow flow	W114	ERS (Coleoptera): 1, grazing marsh - salinity: 0, grazing marsh - status: 2	Arthropoda																			NI_Priority					
NBNORG0000010059	NBNSYS0000007762	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Hydraena	Hydraena palustris	Erichson, 1837	Species			Y	Y		Y	Y	8	NR; NT	Nationally Rare; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	deep litter, shallow freshwater pond	W313		Arthropoda										RedList_GB_post2001-NT														
NBNORG0000010060	NBNSYS0000007763	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Hydraena	Hydraena pulchella	Germar, 1823	Species			Y	Y		Y	Y	8	NR; VU	Nationally Rare; VU	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water	drawdown zone: mud/shallow litter		grazing marsh - salinity: 0, grazing marsh - status: 5	Arthropoda										RedList_GB_post2001-VU							Scottish_Biodiversity_List							
NBNORG0000088402	NHMSYS0001718485	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Hydraena	Hydraena pygmaea	Waterhouse, G.R., 1833	Species			Y	Y		Y	Y	8	NR; VU	Nationally Rare; VU	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water	flow >> fast flow, unmodified fast flowing streams	W113		Arthropoda										RedList_GB_post2001-VU							Scottish_Biodiversity_List							
NBNORG0000010061	NBNSYS0000007765	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Hydraena	Hydraena riparia	Kugelann, 1794	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	shallow freshwater pond		grazing marsh - salinity: 0, grazing marsh - status: 2	Arthropoda																								
NBNORG0000010062	NBNSYS0000007766	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Hydraena	Hydraena rufipes	Curtis, 1830	Species	Hydraena angustata;Hydraena longior		Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water	flow >> fast flow	W114	ERS (Coleoptera): 2	Arthropoda														NS-excludes					NI_Priority					
NBNORG0000010063	NBNSYS0000007767	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Hydraena	Hydraena testacea	Curtis, 1830	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	drawdown zone: mud/shallow litter, shallow freshwater pond		grazing marsh - salinity: 0, grazing marsh - status: 2	Arthropoda																								
NBNORG0000042187	NHMSYS0021763955	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hydrellia	Hydrellia albiceps	(Meigen, 1824)	Species	Hydrellia incana;Hydrellia maura;Hydrellia modesta		Y			Y	Y	1				algivore		tree-associated; wetland	marshland; running water; shaded woodland floor	conifer or broadleaved >> broadleaved only, drawdown zone: mud/shallow litter, woodland habitat			Plantae																								
NBNORG0000020286	NBNSYS0000029405	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hydrellia	Hydrellia albilabris	(Meigen, 1830)	Species	Notiphila albilabris		Y	Y		Y	Y	1				herbivore		wetland	acid & sedge peats; marshland	shallow freshwater pond >> aquatic: well vegetated			Lemna																								
NBNORG0000020289	NBNSYS0000029409	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hydrellia	Hydrellia cardamines	Haliday, 1839	Species	Hydrellia flavilabris;Notiphila flavilabris		Y	Y		Y	Y	1				herbivore		wetland	acid & sedge peats	base status >> acid, shallow freshwater pond >> aquatic: well vegetated			Poaceae																								
NBNORG0000020290	NBNSYS0000029411	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hydrellia	Hydrellia cochleariae	Haliday, 1839	Species	Hydrellia nigripes var. cochleariae		Y	Y		Y	Y	1				herbivore		wetland	acid & sedge peats; marshland	shallow freshwater pond >> aquatic: well vegetated			Poaceae																								
NBNORG0000020292	NBNSYS0000029414	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hydrellia	Hydrellia flavicornis	(Fallén, 1823)	Species	Hydrellia erythrostoma;Notiphila erythrostoma;Notiphila flavicornis		Y	Y		Y	Y	1				herbivore		wetland	acid & sedge peats; marshland	shallow freshwater pond >> aquatic: well vegetated			Poaceae																								
NBNORG0000020293	NBNSYS0000029415	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hydrellia	Hydrellia griseola	(Fallén, 1813)	Species	Hydrellia chrysostoma;Notiphila chrysostoma;Notiphila griseola		Y	Y		Y	Y	1				algivore		wetland	marshland; running water	drawdown zone: mud/shallow litter																											
NBNORG0000020295	NBNSYS0000029418	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hydrellia	Hydrellia mutata	(Zetterstedt, 1846)	Species	Notiphila mutata		Y	Y		Y	Y	1				algivore		wetland	running water	drawdown zone: mud/shallow litter			Algae																								
NBNORG0000042189	NBNSYS0100003536	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hydrellia	Hydrellia nigricans	(Stenhammar, 1844)	Species	Notiphila nigricans		Y	Y		Y	Y	1				herbivore		wetland	acid & sedge peats	base status >> acid, shallow freshwater pond >> aquatic: well vegetated			Poaceae																								
NBNORG0000020298	NBNSYS0000029422	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hydrellia	Hydrellia ranunculi	Haliday, 1839	Species			Y	Y		Y	Y	1				herbivore		wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated			Poaceae																								
NBNORG0000020299	NBNSYS0000029423	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hydrellia	Hydrellia subalbiceps	Collin, 1966	Species	Hydrellia albiceps		Y	Y		Y	Y	1				algivore		wetland	marshland; running water	drawdown zone: mud/shallow litter																											
NBNORG0000086759	NHMSYS0001702045	Animalia	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Hydrobia	Hydrobia acuta	(Draparnaud, 1805)	Species	Hydrobia acuta neglecta		Y	Y	Y	Y	Y	4	NS; NT	Nationally Scarce; NT	GB Rarity listing (1); IUCN Threat listing (1)	herbivore	herbivore	coastal	saline lagoon	aquatic: well vegetated													RedList_GB_post2001-NT			NS-includes				Scottish_Biodiversity_List		NI_Priority					
NBNORG0000132859	NHMSYS0021419144	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Hydrobius	Hydrobius fuscipes	(Linnaeus, 1758)	Species			Y	Y		Y	Y																																				
NBNORG0000132861	NHMSYS0021419154	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Hydrobius	Hydrobius rottenbergii	Gerhardt, 1872	Species			Y	Y		Y	Y																																				
NBNORG0000132860	NHMSYS0021419149	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Hydrobius	Hydrobius subrotundus	Stephens, 1829	Species			Y	Y		Y	Y																																				
