organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	taxon_name	taxon_authority	taxon_rank	synonyms	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag	freshbase	ukceh_freshwater_list	pantheon_sqs	pantheon_conservation_status	pantheon_current_conservation_status	pantheon_designation_summary	pantheon_larval_feeding_guild	pantheon_adult_feeding_guild	pantheon_broad_biotope	pantheon_habitat	pantheon_resources	pantheon_specific_assemblage_type	pantheon_habitat_score	pantheon_associations	jncc_a: bern convention	jncc_c: birds directive	jncc_c1: convention on migratory species	jncc_c2: ospar	jncc_d: habitats directive	jncc_e: ec cites	jncc_f: global red list status	jncc_fa: red listing based on pre 1994 iucn guidelines	jncc_fb: red listing based on 1994 iucn guidelines	jncc_fc: red listing based on 2001 iucn guidelines	jncc_fd: red data categories  - birds (not based on iucn criteria)	jncc_fe: red data categories - spiders (not based on iucn criteria)	jncc_ga: rare and scarce species	jncc_gb: rare and scarce species (not based on iucn criteria)	jncc_ha: biodiversity action plan uk list of priority species	jncc_hb: biodiversity lists - england	jncc_hc: biodiversity lists - scotland	jncc_hd: biodiversity lists - wales	jncc_he: biodiversity lists - northern ireland	jncc_i: wildlife and countryside act 1981	jncc_j: the wildlife (northern ireland) order 1985	jncc_k: the conservation of habitats and species regulations 2010	jncc_l: the conservation (nature habitats, etc_) regulations (ni) 199	jncc_m: protection of badgers act
NBNORG0000135096	NHMSYS0021727973	Animalia	Platyhelminthes	Rhabditophora	Seriata	Geoplanidae	Australopacifica	"?Australopacifica sp . ""Eden Project, 2020"""		Species		Y	Y																																								
NBNORG0000096412	NHMSYS0020475465	Animalia	Annelida	Polychaeta	Spionida	Aberrantidae	Aberranta	"Aberranta ""species A"""		Species					Y																																						
NBNORG0000032486	NBNSYS0000178721	Animalia	Annelida	Polychaeta	Spionida	Aberrantidae	Aberranta	Aberranta sp.		Species					Y																																						
NBNORG0000106767	NHMSYS0020954797	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes [cf. engelbrechtii]		Species																																											
NBNORG0000096414	NHMSYS0020475467	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium minutissimum type		Species																																											
NBNORG0000073039	NHMSYS0000897342	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Aclastus	Aclastus sp.A	Horstman, in prep.	Species			Y																																								
NBNORG0000073040	NHMSYS0000897343	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Aclastus	Aclastus sp.B	Horstman, in prep.	Species			Y																																								
NBNORG0000127805	NHMSYS0021220924	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Agrypon	Agrypon sp. H		Species			Y																																								
NBNORG0000076244	NHMSYS0021576498	Chromista	Oomycota	Peronosporea	Albuginales	Albuginaceae	Albugo	Albugo candida s. lat.		Species	Aecidium candidum;Albugo candida;Cystopus candidus;Uredo candida		Y																																								
NBNORG0000133363	NHMSYS0021552589	Chromista	Oomycota	Peronosporea	Albuginales	Albuginaceae	Albugo	Albugo candida s. str.	(Pers.) Roussel	Species			Y																																								
NBNORG0000136550	NHMSYS0021832846	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleochara	Aleochara 'species A'	sensu Duff, 2024	Species			Y																																								
NBNORG0000105322	NHMSYS0020825389	Plantae	Tracheophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium spp.		Species																																											
NBNORG0000071154	NHMSYS0000864848	Animalia	Arthropoda	Arachnida		Amerobelbidae	Amerobelba	Amerobelba ?decedens	Berlese, 1908	Species			Y																																								
NBNORG0000126248	NHMSYS0021204782	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Amitus	Amitus sp. indet.		Species			Y																																								
NBNORG0000029397	NBNSYS0000173783	Animalia	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphiura	Amphiura spp.		Species					Y																																						
NBNORG0000106820	NHMSYS0020954856	Chromista		Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora	Amphora pediculus type		Species																																											
NBNORG0000060711	NHMSYS0021813971	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus atrifrons/mongolus		Species	Charadrius atrifrons/mongolus;Charadrius mongolus		Y																			CMS_A2,CMS_AEWA-A2																					
NBNORG0000115838	NHMSYS0021109896	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha species indet		Species		Y	Y																																								
NBNORG0000096256	NHMSYS0020470184	Animalia	Nematoda	Secernentea	Rhabditida	Anguinidae	Anguina	Anguina sp.		Species			Y																																								
NBNORG0000048615	NHMSYS0000067959	Animalia	Platyhelminthes	Cestoda	Cyclophyllidea	Dilepididae	Anomotaenia	Anomotaenia ? stentorea	(Frölich, 1802)	Species																																											
NBNORG0000052106	NHMSYS0000343659	Animalia	Arthropoda	Pycnogonida	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus sp. A	Bamber & Thurston, 1995	Species					Y																																						
NBNORG0000093875	NHMSYS0020233843	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Aphelochaeta	"Aphelochaeta ""species A"""	NMBAQC	Species					Y																																						
NBNORG0000093876	NHMSYS0020233844	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Aphelochaeta	"Aphelochaeta ""species B"""	NMBAQC	Species					Y																																						
NBNORG0000093877	NHMSYS0020233845	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Aphelochaeta	"Aphelochaeta ""species C"""	NMBAQC	Species					Y																																						
NBNORG0000087401	NHMSYS0001716946	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae		Aphodius (Nialus) ?varians	Duftschmid, 1805	Species	Aphodius ?punctulatus;Aphodius ?varians;Aphodius bimaculatus;Aphodius varians;Nialus ?varians		Y																										RedList_GB_post2001-RE														
NBNORG0000087416	NHMSYS0001716962	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae		Aphodius (Subrinus) ?sturmi	Harold, 1870	Species	Aphodius ?sturmi;Aphodius sturmi;Subrinus ?sturmi		Y																																								
NBNORG0000104110	NHMSYS0020752558	Animalia	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae	Aplidium	Aplidium sp.		Species	Sidnyum sp.				Y																																						
NBNORG0000048618	NHMSYS0000067963	Animalia	Platyhelminthes	Cestoda	Cyclophyllidea	Hymenolepididae	Aploparaksis	Aploparaksis ? crassirostris	(Krabbe, 1869)	Species																																											
NBNORG0000051428	NHMSYS0000335474	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Apristurus	Apristurus sp. A		Species					Y																																						
NBNORG0000051429	NHMSYS0000335475	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Apristurus	Apristurus sp. B		Species					Y																																						
NBNORG0000050885	NHMSYS0000318598	Animalia	Arthropoda	Malacostraca	Tanaidacea	Apseudidae	Apseudes	Apseudes ? vicinus	Hansen, 1913	Species					Y																																						
NBNORG0000050944	NHMSYS0000322211	Animalia	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	Archiconchoecia	Archiconchoecia aff. cucullata	(Brady, 1902)	Species					Y																																						
NBNORG0000134891	NHMSYS0021666463	Animalia	Nemertea	Enopla	Monostilifera	Prosorhochmidae	Argonemertes	Argonemertes cf. australiensis		Species		Y	Y																																								
NBNORG0000033034	NBNSYS0000179400	Animalia	Annelida	Polychaeta		Paraonidae	Aricidea	Aricidea cf. philbinae	(Brown, 1976)	Species					Y																																						
NBNORG0000132530	NHMSYS0021342564	Animalia	Mollusca	Gastropoda	Pulmonata	Arionidae	Arion	"Arion (Arion) sp. ""Davies"""	sensu Rowson et al. 2014	Species	"Arion sp. ""Davies"""	Y	Y																																								
NBNORG0000109084	NHMSYS0021009842	Animalia	Mollusca	Gastropoda	Pulmonata	Arionidae	Arion	Arion (Arion) sp. cf. empiricorum	A. Férussac, 1819	Species	Arion sp. cf. empiricorum		Y																																								
NBNORG0000109085	NHMSYS0021009848	Animalia	Mollusca	Gastropoda	Pulmonata	Arionidae	Arion	Arion (Arion) sp. cf. vulgaris	Moquin-Tandon, 1855	Species	Arion sp. cf. vulgaris		Y																																								
NBNORG0000109087	NHMSYS0021342574	Animalia	Mollusca	Gastropoda	Pulmonata	Arionidae	Arion	Arion (Kobeltia) cf. fagophilus	de Winter, 1986	Species	Arion (Kobeltia) sp. cf. fagophilus;Arion cf. fagophilus;Kobeltia cf. fagophilus	Y	Y																																								
NBNORG0000052903	NHMSYS0000377644	Animalia	Mollusca	Gastropoda	Pulmonata	Arionidae	Arion	Arion ater seg.	(Linnaeus, 1758)	Species			Y																																								
NBNORG0000009604	NBNSYS0000006699	Animalia	Mollusca	Gastropoda	Pulmonata	Arionidae	Arion	Arion circumscriptus seg.	Johnston, 1828	Species			Y																																								
NBNORG0000052906	NHMSYS0000377648	Animalia	Mollusca	Gastropoda	Pulmonata	Arionidae	Arion	Arion lusitanicus seg.	Mabille, 1868	Species			Y																																								
NBNORG0000117683	NHMSYS0021843341	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia peltigerina s. lat.	(Peck) Redhead, Lutzoni, Moncalvo & Vilgalys	Species	Agaricus peltigerinus;Arrhenia peltigerina;Omphalina peltigerina		Y																										RedList_GB_post2001-NE			NR-includes											
NBNORG0000135350	BMSSYS0000042636	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys cladodes var. macroides	Drechsler	Species			Y																																								
NBNORG0000033070	NBNSYS0000179447	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidiella	Ascidiella sp.		Species					Y																																						
NBNORG0000125443	NHMSYS0000364601	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	Megasporaceae	Aspicilia	Aspicilia cinerea s. str.	(L.) Körb.	Species			Y																										RedList_GB_post2001-LC														
NBNORG0000096261	NHMSYS0020470202	Animalia	Arthropoda	Insecta	Hemiptera	Asterolecaniidae	Asterodiaspis	Asterodiaspis sp.		Species			Y																																								
NBNORG0000123043	NHMSYS0021843361	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Athallia	Athallia holocarpa s. lat.		Species	Athallia holocarpa;Callopisma pyraceum;Caloplaca holocarpa;Caloplaca holocarpa s. lat.;Caloplaca holocarpa var. pyrithroma;Caloplaca pyracea;Caloplaca pyracea var. pyrithroma;Lecanora pyracea;Lecidea rupestris var. pyrithroma;Placodium pyraceum;Placodium pyraceum f. pictum;Placodium pyraceum var. holocarpum;Placodium pyraceum var. pyrithromum;Verrucaria obliterata var. holocarpa;Verrucaria oblitterata var. holocarpa		Y																										RedList_GB_post2001-LC														
NBNORG0000108522	NHMSYS0021843356	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Athallia	Athallia holocarpa s. str.	(Hoffm.) Arup, Frödén & Søchting	Species	Caloplaca holocarpa s. str.		Y				Y																						RedList_GB_post2001-LC														
NBNORG0000136557	NHMSYS0021832881	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Atheta	Atheta 'species A'	sensu Duff, 2024	Species			Y																																								
NBNORG0000136558	NHMSYS0021832886	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Atheta	Atheta 'species B'	sensu Duff, 2024	Species			Y																																								
NBNORG0000135095	NHMSYS0021727968	Animalia	Platyhelminthes	Rhabditophora	Seriata	Geoplanidae	Australopacifica	"Australopacifica sp. ""Penzance, 2000"""		Species		Y	Y																																								
NBNORG0000134515	NHMSYS0021645955	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Bagliettoa	Bagliettoa baldensis s. str.	(A. Massal.) Vězda	Species	Verrucaria baldensis s. str.		Y																																								
NBNORG0000134516	NHMSYS0021645960	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Bagliettoa	Bagliettoa parmigera s. lat.	(J.Steiner) Vězda & Poelt	Species	Bagliettoa baldensis;Verrucaria baldensis;Verrucaria parmigera;Verrucaria sphinctrina		Y																										RedList_GB_post2001-LC														
NBNORG0000123126	NHMSYS0021797757	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Blastenia	Blastenia ferruginea s. lat.		Species	Callopisma ferrugineum;Caloplaca aurantiaca;Caloplaca ferruginea;Caloplaca ferruginea agg.;Caloplaca ferruginea s. lat.;Lecanora aurantiaca;Lecanora ferruginea;Lecidea ferruginea;Lichen aurantiacus;Lichen ferrugineus;Placodium ferrugineum		Y																																	Scottish_Biodiversity_List							
NBNORG0000108517	NHMSYS0020989825	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Blastenia	Blastenia ferruginea s. str.	(Huds.) A. Massal.	Species	Caloplaca ferruginea s. str.		Y																																								
NBNORG0000136165	NHMSYS0021795117	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Blastenia	Blastenia herbidella s. lat.		Species	Caloplaca hebridella;Caloplaca herbidella;Caloplaca herbidella s. lat.		Y																															BAP-2007	England_NERC_S.41		Env (Wales) Act S7						
NBNORG0000108520	NHMSYS0020989826	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Blastenia	Blastenia herbidella s. str.	(Hue) Servít	Species	Blastenia caesiorufa f. herbidella;Caloplaca herbidella s. str.		Y																																								
NBNORG0000014427	NBNSYS0000016820	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Blumeria	Blumeria graminis s. lat.		Species	Erysiphe graminis;Oidium monilioides		Y																																								
NBNORG0000135983	NHMSYS0021782130	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Blumeria	Blumeria graminis s. str.	(DC.) Speer	Species			Y																																								
NBNORG0000033366	NBNSYS0000179785	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Boccardia	Boccardia cf. polybranchia	(Haswell, 1885)	Species					Y																																						
NBNORG0000103798	NHMSYS0021639835	Chromista	Foraminifera	Globothalamea	Rotaliida	Bolivinidae	Bolivinellina	Bolivinellina cf. pseudopunctata	(Höglund, 1947)	Species	Bolivina cf. pseudopunctata;Bolivinella cf. pseudopunctata				Y																																						
NBNORG0000048767	NHMSYS0000068144	Animalia	Platyhelminthes	Cestoda	Bothriocephalidea	Bothriocephalidae	Bothriocephalus	Bothriocephalus ? bipunctatus	(Zeder, 1782)	Species																																											
NBNORG0000106850	NHMSYS0020954887	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botrylloides	Botrylloides cf. diegense	Ritter & Forsyth, 1917	Species					Y																																						
NBNORG0000115856	NHMSYS0021109620	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botrylloides	Botrylloides cf.diegensis		Species		Y			Y																																						
NBNORG0000106852	NHMSYS0020954890	Chromista		Bacillariophyceae	Naviculales	Brachysiraceae	Brachysira	Brachysira vitrea type		Species																																											
NBNORG0000013703	NHMSYS0021576528	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Bremia	Bremia lactucae s. lat.		Species	Botrytis ganglioniformis;Bremia lactucae;Bremia lactucae f.sp. crepidis;Bremia lactucae f.sp. hieracii;Bremia lactucae f.sp. leontodi;Bremia lactucae f.sp. picridis;Bremia lactucae f.sp. senecionis;Bremia lactucae f.sp. sonchi;Peronospora ganglioniformis		Y																																								
NBNORG0000133387	NHMSYS0021552709	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Bremia	Bremia lactucae s. str.	Regel	Species			Y																																								
NBNORG0000012072	NHMSYS0021578108	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Brevicornu	Brevicornu sp. near arcticum		Species	Brachycampta arctica;Brevicornu arcticum		Y																																								
NBNORG0000132970	NHMSYS0021453567	Animalia	Arthropoda	Arachnida	Araneae	Dictynidae		Brigittea	Lehtinen, 1967	Species	Brigittea latens		Y																																								
NBNORG0000048111	NHMSYS0000067098	Chromista	Foraminifera	Globothalamea	Rotaliida	Buliminidae	Bulimina	Bulimina cf. alazanensis	Cushman, 1927	Species																																											
NBNORG0000033513	NBNSYS0000179971	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Bushiella	Bushiella n. sp.		Species					Y																																						
NBNORG0000133156	NHMSYS0021462933	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Cacopsylla	Cacopsylla fatsiae / Psylla tetrapanaxae		Species		Y	Y																																								
NBNORG0000087742	NHMSYS0001717484	Animalia	Arthropoda	Insecta	Coleoptera	Cantharidae	Cantharis	Cantharis flavilabris (=nigra auctt.)	Fallén, 1807	Species	Cantharis fulvicollis;Cantharis nigra (=flavilabris);Telophorus flavilabris		Y					1				predator	nectivore	open habitats	tall sward & scrub	habitats >> litter & ground layer, habitats >> sward/field layer, soil humidity >> variable humidity													RedList_GB_post2001-LC														
NBNORG0000093902	NHMSYS0020233872	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Caulleriella	"Caulleriella ""species A"""	NMBAQC	Species					Y																																						
NBNORG0000093903	NHMSYS0020233873	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Caulleriella	"Caulleriella ""species B"""	NMBAQC	Species					Y																																						
NBNORG0000093904	NHMSYS0020233874	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Caulleriella	"Caulleriella ""species C"""	NMBAQC	Species					Y																																						
NBNORG0000051141	NHMSYS0000328858	Animalia	Chordata	Actinopterygii	Cetomimiformes	Cetomimidae	Cetomimus	Cetomimus sp.		Species					Y																																						
NBNORG0000091504	NHMSYS0020105991	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Cetrelia	Cetrelia olivetorum s. str.	(Nyl.) W.L. Culb. & C.F. Culb.	Species			Y																										RedList_GB_post2001-NE			NR-includes											
NBNORG0000092018	NHMSYS0021486737	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Ceutorhynchus	Ceutorhynchus obstrictus (=assimilis auctt.)	(Marsham, 1802)	Species	Ceutorhynchus assimilis;Ceutorhynchus obstrictus		Y					1				herbivore	herbivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> damp			Brassicaceae																								
NBNORG0000091384	NHMSYS0020063193	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chaetocladius	Chaetocladius Pe1a	Langton, 2003	Species			Y																																								
NBNORG0000094111	NHMSYS0020302560	Animalia	Arthropoda	Malacostraca	Isopoda	Philosciidae	Chaetophiloscia	Chaetophiloscia sp.		Species			Y																										RedList_GB_post2001-NA														
NBNORG0000093908	NHMSYS0020233878	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Chaetozone	"Chaetozone ""species C"""	NMBAQC	Species					Y																																						
NBNORG0000093909	NHMSYS0020233879	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Chaetozone	"Chaetozone ""species D"""	NMBAQC	Species					Y																																						
NBNORG0000095941	NHMSYS0021460178	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae		Chazara	Moore, [1893]	Species	Chazara briseis	Y	Y																																								
NBNORG0000009797	NBNSYS0000007005	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Cheilosia	Cheilosia species A	Stubbs	Species	Cheilosia A		Y																																								
NBNORG0000009798	NBNSYS0000007006	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Cheilosia	Cheilosia species B	Stubbs	Species			Y																										RedList_GB_post2001-DD														
NBNORG0000133022	NHMSYS0021458763	Animalia	Arthropoda	Arachnida	Trombidiformes	Cheyletidae		Cheletiella	Oudemans, 1906	Species	Cheletiella parasitivorax		Y																																								
NBNORG0000129660	NHMSYS0021237550	Animalia	Arthropoda	Arachnida	Trombidiformes	Cheyletidae	Cheletonella	Cheletonella sp. A		Species			Y																																								
NBNORG0000096435	NHMSYS0020475494	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	Chironomus (Other)		Species			Y	Y			Y																																				
NBNORG0000062450	NHMSYS0000551642	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	Chironomus Pe 24	Langton & Visser, 2003	Species	Chironomus Pe 32		Y	Y		Y	Y																																				
NBNORG0000093915	NHMSYS0020233893	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	Chironomus Pe 28	Langton	Species			Y	Y		Y	Y																																				
NBNORG0000048627	NHMSYS0000067973	Animalia	Platyhelminthes	Cestoda	Cyclophyllidea	Dilepididae	Choanotaenia	Choanotaenia ? borealis	(von Linstow, 1905)	Species																																											
NBNORG0000048630	NHMSYS0000067976	Animalia	Platyhelminthes	Cestoda	Cyclophyllidea	Dilepididae	Choanotaenia	Choanotaenia ? crateriformis	(Goeze, 1782)	Species																																											
NBNORG0000048634	NHMSYS0000067981	Animalia	Platyhelminthes	Cestoda	Cyclophyllidea	Dilepididae	Choanotaenia	Choanotaenia ? paradoxa	(Rudolphi, 1802)	Species																																											
NBNORG0000125439	NBNSYS0000018346	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia arbuscula s. str.	(Wallr.) Flot.	Species	Cladonia arbuscula subsp. arbuscula;Cladonia arbuscula subsp. squarrosa		Y																					HabDir-A5					RedList_GB_post2001-DD			NR-includes				Scottish_Biodiversity_List							
NBNORG0000091505	NHMSYS0020105992	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia chlorophaea s. str.	(Flörke ex Sommerf.) Spreng.	Species			Y																										RedList_GB_post2001-LC														
NBNORG0000125454	NHMSYS0020105993	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia coccifera s. str.	(L.) Willd.	Species	Cladonia coccifera f. asotea		Y																																								
NBNORG0000108541	NHMSYS0021576563	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia grayi s. lat.		Species	Cladonia grayi		Y																										RedList_GB_post2001-NE			NR-includes											
NBNORG0000133402	NHMSYS0021552784	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia grayi s. str.	G.K. Merr. ex Sandst.	Species			Y																																								
NBNORG0000096440	NHMSYS0020475499	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Cladotanytarsus	Cladotanytarsus (Other)		Species			Y																																								
NBNORG0000052192	NHMSYS0000352609	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Cladotanytarsus	Cladotanytarsus Pe7		Species			Y	Y		Y	Y																																				
NBNORG0000052193	NHMSYS0000352610	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Cladotanytarsus	Cladotanytarsus Pe9		Species			Y	Y		Y	Y																																				
NBNORG0000062451	NHMSYS0000551644	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Cladotanytarsus	Cladotanytarsus nov. sp	Langton	Species			Y	Y		Y	Y																																				
NBNORG0000138516	NHMSYS0021937894	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria zollingeri s. lat.		Species	Clavaria amethystina;Clavaria zollingeri		Y																																		Env (Wales) Act S7	NI_Priority					
NBNORG0000034002	NBNSYS0000180569	Animalia	Chordata	Ascidiacea	Aplousobranchia	Clavelinidae	Clavelina	Clavelina sp.		Species					Y																																						
NBNORG0000131250	NHMSYS0021290739	Animalia	Arthropoda	Arachnida	Trombidiformes	Iolinidae	Coccotydeus	Coccotydeus turneri (species inquirenda)	Baker, 1947	Species			Y																																								
NBNORG0000097566	NHMSYS0020528146	Animalia	Mollusca	Gastropoda	Pulmonata	Cochlicopidae	Cochlicopa	Cochlicopa cf. lubrica	(O. F. Müller, 1774)	Species	Cochlicopa lubrica		Y																										RedList_GB_post2001-LC														
NBNORG0000086713	NHMSYS0001701971	Animalia	Mollusca	Gastropoda	Pulmonata	Cochlicopidae	Cochlicopa	Cochlicopa cf. lubricella	(Rossmässler, 1834)	Species	Cochlicopa lubricella		Y																										RedList_GB_post2001-LC														
NBNORG0000052908	NHMSYS0000377650	Animalia	Mollusca	Gastropoda	Pulmonata	Cochlicopidae	Cochlicopa	Cochlicopa lubrica seg.	(Müller, 1774)	Species			Y																																								
NBNORG0000076026	NHMSYS0021832721	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Coleosporiaceae	Coleosporium	Coleosporium tussilaginis s. lat.		Species	Aecidium pini;Caeoma compransor;Caeoma crustaceum;Caeoma rhinanthacearum;Caeoma spinulosum;Coleosporium rhinanthacearum;Coleosporium sonchi-arvensis;Coleosporium synantherarum;Coleosporium tropaeoli;Coleosporium tussilaginis;Peridermium acerifolium;Peridermium acicola;Peridermium acicolum;Peridermium oblongisporium;Peridermium pinicola;Peridermium plowrightii;Puccinia sonchi-arvensis;Trichobasis cichoracearum;Uredo compransor;Uredo crustosa;Uredo rhinanthacearum;Uredo sonchi-arvensis;Uredo tremellosa;Uredo tropaeoli;Uredo tussilaginis		Y																																								
NBNORG0000138341	NHMSYS0021905613	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Coleosporiaceae	Coleosporium	Coleosporium tussilaginis s. str.	(Pers.) Tul.	Species			Y																																								
NBNORG0000009597	NBNSYS0000006663	Animalia	Mollusca	Gastropoda	Pulmonata	Vertiginidae	Columella	Columella edentula seg.	(Draparnaud, 1805)	Species			Y																																								
NBNORG0000096442	NHMSYS0020475501	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Conchapelopia	Conchapelopia (Other)		Species			Y	Y			Y																																				
NBNORG0000051119	NHMSYS0000322501	Animalia	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	Conchoecia	Conchoecia aff. edentata		Species					Y																																						
NBNORG0000024057	NBNSYS0000036976	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Cordyla	Cordyla sp. nov. near murina		Species	Cordyla pseudomurina		Y																																								
NBNORG0000052194	NHMSYS0000352611	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Corynoneura	Corynoneura Pe2a	Langton	Species			Y																																								
NBNORG0000034206	NBNSYS0000180813	Animalia	Annelida	Polychaeta		Cossuridae	Cossura	Cossura sp.		Species					Y																																						
NBNORG0000115891	NHMSYS0021109657	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Cotoneaster	Cotoneaster microphyllus s.str.		Species		Y	Y																																								
NBNORG0000032484	NBNSYS0000178703	Animalia	Arthropoda					Crab		Species					Y																																						
NBNORG0000052195	NHMSYS0000352615	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Cricotopus	Cricotopus (Cricotopus) Pe5	Langton	Species	Cricotopus (Isocladius) Pe5;Cricotopus Pe5		Y	Y		Y	Y																																				
NBNORG0000052199	NHMSYS0000352623	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Cricotopus	Cricotopus (Cricotopus) sp. nov. near flavocinctus	(Langton)	Species	Cricotopus sp. nov. near flavocinctus		Y	Y		Y	Y																																				
NBNORG0000052196	NHMSYS0000352620	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Cricotopus	Cricotopus (Isocladius) Pe2	Langton	Species	Cricotopus Pe2;Isocladius Pe2		Y	Y		Y	Y																																				
NBNORG0000052198	NHMSYS0000352622	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Cricotopus	Cricotopus (Isocladius) Pe4	Langton & Visser, 2003	Species	Cricotopus Pe4;Isocladius Pe4		Y	Y		Y	Y																																				
