TAXON_GROUP_NAME	TAXON_LIST_KEY	TAXON_LIST_VERSION_KEY	TAXON_LIST_ITEM_KEY	PARENT	TAXON_VERSION_KEY	PREFERRED_NAME	SORT_CODE	LST_ITM_CODE	TAXON_RANK_KEY	LONG_NAME	ITEM_NAME	AUTHORITY	ATTRIBUTE	LANGUAGE	NOTE	CHANGED_BY	CHANGED_DATE	DELETED_DATE
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172377		NBNSYS0100003754	NHMSYS0021172377			NBNSYS0000000028	Species	Limnophyes brachytomus	(Kieffer, 1922)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172378		NBNSYS0100003755	NHMSYS0021172378			NBNSYS0000000028	Species	Limnophyes difficilis	Brundin, 1947		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172379		NBNSYS0100003756	NHMSYS0021172379			NBNSYS0000000028	Species	Limnophyes edwardsi	Saether, 1990		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170985		NBNSYS0000027500	NHMSYS0021170985			NBNSYS0000000028	Species	Limnophyes gurgicola	(Edwards, 1929)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170986		NBNSYS0000027501	NHMSYS0021170986			NBNSYS0000000028	Species	Limnophyes habilis	(Walker, 1856)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170987		NBNSYS0000027502	NHMSYS0021170987			NBNSYS0000000028	Species	Limnophyes minimus	(Meigen, 1818)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172380		NBNSYS0100003757	NHMSYS0021172380			NBNSYS0000000028	Species	Limnophyes natalensis	(Kieffer, 1914)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172381		NBNSYS0100003758	NHMSYS0021172381			NBNSYS0000000028	Species	Limnophyes ninae	Saether, 1975		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172382		NBNSYS0100003759	NHMSYS0021172382			NBNSYS0000000028	Species	Limnophyes paludis	Armitage, 1985		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172383		NBNSYS0100003760	NHMSYS0021172383			NBNSYS0000000028	Species	Limnophyes pentaplastus	(Kieffer, 1921)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170988		NBNSYS0000027504	NHMSYS0021170988			NBNSYS0000000028	Species	Limnophyes pumilio	(Holmgren, 1869)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172384		NBNSYS0100003761	NHMSYS0021172384			NBNSYS0000000028	Species	Limnophyes punctipennis	(Goetghebuer, 1919)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175830		NHMSYS0020063210	NHMSYS0021175830			NBNSYS0000000028	Species	Limnophyes spinigus	Saether, 1985		la		NHMSYS0020970929	15/06/2017	
insect - true bug (Hemiptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176020		NHMSYS0020309364	NHMSYS0021176020			NBNSYS0000000022	Genus	Limnoporus	Stål, 1868		la		NHMSYS0020970929	15/06/2017	
insect - true bug (Hemiptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174574		NHMSYS0000527550	NHMSYS0021174574			NBNSYS0000000028	Species	Limnoporus rufoscutellatus	(Latreille, 1807)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175511		NHMSYS0001718839	NHMSYS0021175511			NBNSYS0000000022	Genus	Limnoxenus	Motschulsky, 1853		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169814		NBNSYS0000007706	NHMSYS0021169814			NBNSYS0000000028	Species	Limnoxenus niger	(Zschach, 1788)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171673		NBNSYS0000134615	NHMSYS0021171673			NBNSYS0000000022	Genus	Limonia	Meigen, 1803		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169949		NBNSYS0000008055	NHMSYS0021169949			NBNSYS0000000028	Species	Limonia dilutior	(Edwards, 1921)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169950		NBNSYS0000008056	NHMSYS0021169950			NBNSYS0000000028	Species	Limonia flavipes	(Fabricius, 1787)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169951		NBNSYS0000008057	NHMSYS0021169951			NBNSYS0000000028	Species	Limonia macrostigma	(Schummel, 1829)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169952		NBNSYS0000008058	NHMSYS0021169952			NBNSYS0000000028	Species	Limonia maculipennis	(Meigen, 1818)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169953		NBNSYS0000008060	NHMSYS0021169953			NBNSYS0000000028	Species	Limonia nigropunctata	(Schummel, 1829)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169954		NBNSYS0000008061	NHMSYS0021169954			NBNSYS0000000028	Species	Limonia nubeculosa	Meigen, 1804		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172385		NBNSYS0100003762	NHMSYS0021172385			NBNSYS0000000028	Species	Limonia phragmitidis	(Schrank, 1781)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169955		NBNSYS0000008062	NHMSYS0021169955			NBNSYS0000000028	Species	Limonia stigma	(Meigen, 1818)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169956		NBNSYS0000008064	NHMSYS0021169956			NBNSYS0000000028	Species	Limonia trivittata	(Schummel, 1829)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169217		NBNSYS0000000146	NHMSYS0021169217			NBNSYS0000000028	Species	Limosa lapponica	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175981		NHMSYS0020303079	NHMSYS0021175981			NBNSYS0000000031	Subspecies	Limosa lapponica subsp. lapponica	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169216		NBNSYS0000000145	NHMSYS0021169216			NBNSYS0000000028	Species	Limosa limosa	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175982		NHMSYS0020303080	NHMSYS0021175982			NBNSYS0000000031	Subspecies	Limosa limosa subsp. islandica	(C.L. Brehm, 1831)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175931		NHMSYS0020193654	NHMSYS0021175931			NBNSYS0000000031	Subspecies	Limosa limosa subsp. limosa	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174371		NHMSYS0000460366	NHMSYS0021174371			NBNSYS0000000022	Genus	Limosella	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169564		NBNSYS0000004089	NHMSYS0021169564			NBNSYS0000000028	Species	Limosella aquatica	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169565		NBNSYS0000004090	NHMSYS0021169565			NBNSYS0000000029	Species hybrid	Limosella aquatica x australis			la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174372		NHMSYS0000460367	NHMSYS0021174372			NBNSYS0000000028	Species	Limosella australis	R. Br.		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172030		NBNSYS0000183605	NHMSYS0021172030			NBNSYS0000000022	Genus	Lindia	Dujardin, 1841		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173117		NBNSYS0100012825	NHMSYS0021173117			NBNSYS0000000028	Species	Lindia janickii	Wiszniewski, 1934		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173118		NBNSYS0100012826	NHMSYS0021173118			NBNSYS0000000028	Species	Lindia torulosa	Dujardin, 1841		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175512		NHMSYS0001718855	NHMSYS0021175512			NBNSYS0000000022	Genus	Liopterus	Dejean, 1833		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175513		NHMSYS0001718857	NHMSYS0021175513			NBNSYS0000000028	Species	Liopterus haemorrhoidalis	(Fabricius, 1787)		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174373		NHMSYS0000460402	NHMSYS0021174373			NBNSYS0000000028	Species	Liparis loeselii	(L.) Rich.		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171674		NBNSYS0000134657	NHMSYS0021171674			NBNSYS0000000022	Genus	Lipsothrix	Loew, 1873		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170010		NBNSYS0000008199	NHMSYS0021170010			NBNSYS0000000028	Species	Lipsothrix ecucullata	Edwards, 1938		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170011		NBNSYS0000008200	NHMSYS0021170011			NBNSYS0000000028	Species	Lipsothrix errans	(Walker, 1848)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170012		NBNSYS0000008201	NHMSYS0021170012			NBNSYS0000000028	Species	Lipsothrix nervosa	Edwards, 1938		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173484		NBNSYS0100017485	NHMSYS0021173484			NBNSYS0000000028	Species	Lipsothrix nobilis	Loew, 1873		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170013		NBNSYS0000008203	NHMSYS0021170013			NBNSYS0000000028	Species	Lipsothrix remota	(Walker, 1848)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171675		NBNSYS0000134661	NHMSYS0021171675			NBNSYS0000000022	Genus	Lispe	Latreille, 1796		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171204		NBNSYS0000030925	NHMSYS0021171204			NBNSYS0000000028	Species	Lispe caesia	Meigen, 1826		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171205		NBNSYS0000030926	NHMSYS0021171205			NBNSYS0000000028	Species	Lispe consanguinea	Loew, 1858		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171206		NBNSYS0000030931	NHMSYS0021171206			NBNSYS0000000028	Species	Lispe pygmaea	(Fallén, 1825)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171207		NBNSYS0000030932	NHMSYS0021171207			NBNSYS0000000028	Species	Lispe tentaculata	(De Geer, 1776)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171208		NBNSYS0000030933	NHMSYS0021171208			NBNSYS0000000028	Species	Lispe uliginosa	(Fallén, 1825)		la		NHMSYS0020970929	15/06/2017	
amphibian	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175937		NHMSYS0020194828	NHMSYS0021175937			NBNSYS0000000028	Species	Lissotriton helveticus	(Razoumovsky, 1789)		la		NHMSYS0020970929	15/06/2017	
amphibian	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176507		NHMSYS0020784171	NHMSYS0021176507			NBNSYS0000000028	Species	Lissotriton montandoni	(Boulenger, 1860)		la		NHMSYS0020970929	15/06/2017	
amphibian	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175936		NHMSYS0020194827	NHMSYS0021175936			NBNSYS0000000028	Species	Lissotriton vulgaris	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
amphibian	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175938		NHMSYS0020194859	NHMSYS0021175938			NBNSYS0000000028	Species	Lithobates catesbeianus	(Shaw, 1802)		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169596		NBNSYS0000004280	NHMSYS0021169596			NBNSYS0000000028	Species	Littorella uniflora	(L.) Asch.		la		NHMSYS0020970929	15/06/2017	
insect - hymenopteran	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176645		NHMSYS0020930761	NHMSYS0021176645			NBNSYS0000000022	Genus	Litus	Haliday, 1833		la		NHMSYS0020970929	15/06/2017	
insect - hymenopteran	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173119		NBNSYS0100012829	NHMSYS0021173119			NBNSYS0000000028	Species	Litus cynipseus	Haliday, 1833		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175894		NHMSYS0020152440	NHMSYS0021175894			NBNSYS0000000022	Genus	Lixus	Fabricius, 1801		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175895		NHMSYS0020152449	NHMSYS0021175895			NBNSYS0000000023	Subgenus	Lixus (Lixus)	Fabricius, 1801		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175896		NHMSYS0020152450	NHMSYS0021175896			NBNSYS0000000028	Species	Lixus (Lixus) paraplecticus	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
bony fish (Actinopterygii)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172127		NBNSYS0000188628	NHMSYS0021172127			NBNSYS0000000028	Species	Liza aurata	(Risso, 1810)		la		NHMSYS0020970929	15/06/2017	
bony fish (Actinopterygii)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176492		NHMSYS0020752145	NHMSYS0021176492			NBNSYS0000000028	Species	Liza ramada	(Risso, 1827)		la		NHMSYS0020970929	15/06/2017	
acarine (Acari)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176646		NHMSYS0020930762	NHMSYS0021176646			NBNSYS0000000022	Genus	Ljania	Thor, 1898		la		NHMSYS0020970929	15/06/2017	
acarine (Acari)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173120		NBNSYS0100012831	NHMSYS0021173120			NBNSYS0000000028	Species	Ljania bipapillata	Thor		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174374		NHMSYS0000460415	NHMSYS0021174374			NBNSYS0000000022	Genus	Lobelia	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169597		NBNSYS0000004299	NHMSYS0021169597			NBNSYS0000000028	Species	Lobelia dortmanna	L.		la		NHMSYS0020970929	15/06/2017	
acarine (Acari)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176385		NHMSYS0020703469	NHMSYS0021176385			NBNSYS0000000022	Genus	Lobohalacarus	K.H. Viets, 1939		la		NHMSYS0020970929	15/06/2017	
acarine (Acari)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173121		NBNSYS0100012835	NHMSYS0021173121			NBNSYS0000000028	Species	Lobohalacarus gallicus	(Migot)		la		NHMSYS0020970929	15/06/2017	
acarine (Acari)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176386		NHMSYS0020703470	NHMSYS0021176386			NBNSYS0000000028	Species	Lobohalacarus weberi	Romijn & Viets, 1924		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174603		NHMSYS0000530443	NHMSYS0021174603			NBNSYS0000000028	Species	Locustella luscinioides	(Savi, 1824)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175983		NHMSYS0020303082	NHMSYS0021175983			NBNSYS0000000031	Subspecies	Locustella luscinioides subsp. luscinioides	(Savi, 1824)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174604		NHMSYS0000530444	NHMSYS0021174604			NBNSYS0000000028	Species	Locustella naevia	(Boddaert, 1783)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175984		NHMSYS0020303083	NHMSYS0021175984			NBNSYS0000000031	Subspecies	Locustella naevia subsp. naevia	(Boddaert, 1783)		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179194		NHMSYS0000460424	NHMSYS0021179194			NBNSYS0000000022	Genus	Lolium	L.		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179195		NBNSYS0000002527	NHMSYS0021179195			NBNSYS0000000028	Species	Lolium perenne	L.		la				
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176647		NHMSYS0020930763	NHMSYS0021176647			NBNSYS0000000022	Genus	Lophocharis	Ehrenberg, 1838		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173122		NBNSYS0100012842	NHMSYS0021173122			NBNSYS0000000028	Species	Lophocharis oxysternon	(Gosse, 1851)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173123		NBNSYS0100012843	NHMSYS0021173123			NBNSYS0000000028	Species	Lophocharis salpina	(Ehrenberg, 1834)		la		NHMSYS0020970929	15/06/2017	
liverwort	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173818		NHMSYS0000309658	NHMSYS0021173818			NBNSYS0000000022	Genus	Lophocolea	(Dumort.) Dumort.		la		NHMSYS0020970929	15/06/2017	
liverwort	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173819		NHMSYS0000309660	NHMSYS0021173819			NBNSYS0000000028	Species	Lophocolea bidentata	(L.) Dumort.		la		NHMSYS0020970929	15/06/2017	
liverwort	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173820		NHMSYS0000309663	NHMSYS0021173820			NBNSYS0000000028	Species	Lophocolea bispinosa	(Hook.f. & Taylor) Gottsche, Lindenb. & Nees		la		NHMSYS0020970929	15/06/2017	
liverwort	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173821		NHMSYS0000309665	NHMSYS0021173821			NBNSYS0000000028	Species	Lophocolea fragrans	(Moris & De Not.) Gottsche, Lindenb. & Nees		la		NHMSYS0020970929	15/06/2017	
liverwort	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173822		NHMSYS0000309666	NHMSYS0021173822			NBNSYS0000000028	Species	Lophocolea heterophylla	(Schrad.) Dumort.		la		NHMSYS0020970929	15/06/2017	
bryozoan	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175588		NHMSYS0001739368	NHMSYS0021175588			NBNSYS0000000022	Genus	Lophopus	Dumortier, 1835		la		NHMSYS0020970929	15/06/2017	
bryozoan	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170580		NBNSYS0000022308	NHMSYS0021170580			NBNSYS0000000028	Species	Lophopus crystallinus	(Pallas, 1768)		la		NHMSYS0020970929	15/06/2017	
liverwort	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173882		NHMSYS0000309921	NHMSYS0021173882			NBNSYS0000000028	Species	Lophozia incisa	(Schrad.) Dumort.		la		NHMSYS0020970929	15/06/2017	
liverwort	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173883		NHMSYS0000309924	NHMSYS0021173883			NBNSYS0000000028	Species	Lophozia opacifolia	(Culm.) Meyl.		la		NHMSYS0020970929	15/06/2017	
liverwort	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173884		NHMSYS0000309930	NHMSYS0021173884			NBNSYS0000000028	Species	Lophozia ventricosa	(Dicks.) Dumort.		la		NHMSYS0020970929	15/06/2017	
bony fish (Actinopterygii)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174671		NHMSYS0000544703	NHMSYS0021174671			NBNSYS0000000028	Species	Lota lota	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169466		NBNSYS0000003260	NHMSYS0021169466			NBNSYS0000000028	Species	Lotus pedunculatus	Cav.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174375		NHMSYS0000460477	NHMSYS0021174375			NBNSYS0000000022	Genus	Ludwigia	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174376		NHMSYS0000460478	NHMSYS0021174376			NBNSYS0000000028	Species	Ludwigia grandiflora	(Michx.) Greuter & Burdet		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176746		NHMSYS0020979164	NHMSYS0021176746			NBNSYS0000000031	Subspecies	Ludwigia grandiflora subsp. hexapetala	(Hook. & Arn.) G.L. Nesom & Kartesz		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169482		NBNSYS0000003534	NHMSYS0021169482			NBNSYS0000000028	Species	Ludwigia palustris	(L.) Elliott		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175727		NHMSYS0001754607	NHMSYS0021175727			NBNSYS0000000029	Species hybrid	Ludwigia palustris x repens = L. x kentiana	E.J. Clement		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176846		NHMSYS0021048430	NHMSYS0021176846			NBNSYS0000000022	Genus	Lumbricillus	Ørsted, 1844		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172031		NBNSYS0000183785	NHMSYS0021172031			NBNSYS0000000028	Species	Lumbricillus arenarius	(Michaelsen, 1889)		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176847		NHMSYS0021048437	NHMSYS0021176847			NBNSYS0000000028	Species	Lumbricillus lineatus	(Müller, 1774)		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171953		NBNSYS0000176266	NHMSYS0021171953			NBNSYS0000000028	Species	Lumbricillus pagenstecheri	(Ratzel, 1869)		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176848		NHMSYS0021048439	NHMSYS0021176848			NBNSYS0000000028	Species	Lumbricillus rivalis	(Levinsen, 1884)		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176387		NHMSYS0020703590	NHMSYS0021176387			NBNSYS0000000022	Genus	Lumbriculus	Grube, 1844		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176388		NHMSYS0020703591	NHMSYS0021176388			NBNSYS0000000028	Species	Lumbriculus variegatus	(Müller, 1774)		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176389		NHMSYS0020703592	NHMSYS0021176389			NBNSYS0000000022	Genus	Lumbricus	Linnaeus, 1758		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170590		NBNSYS0000022357	NHMSYS0021170590			NBNSYS0000000028	Species	Lumbricus rubellus	Hoffmeister, 1843		la		NHMSYS0020970929	15/06/2017	
liverwort	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173885		NHMSYS0000309936	NHMSYS0021173885			NBNSYS0000000028	Species	Lunularia cruciata	(L.) Dumort. ex Lindb.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174377		NHMSYS0000460484	NHMSYS0021174377			NBNSYS0000000022	Genus	Lupinus	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179742		NHMSYS0001754684	NHMSYS0021179742			NBNSYS0000000029	Species hybrid	Lupinus arboreus x polyphyllus = L. x regalis	Bergmans		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169464		NBNSYS0000003202	NHMSYS0021169464			NBNSYS0000000028	Species	Lupinus nootkatensis	Donn ex Sims		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179743		NHMSYS0000460487	NHMSYS0021179743			NBNSYS0000000028	Species	Lupinus polyphyllus	Lindl.		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179744		NHMSYS0000460488	NHMSYS0021179744			NBNSYS0000000027	Species aggregate	Lupinus polyphyllus agg.			la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169278		NBNSYS0000002100	NHMSYS0021169278			NBNSYS0000000028	Species	Luronium natans	(L.) Raf.		la		NHMSYS0020970929	15/06/2017	
