ORGANISM_KEY	TAXON_VERSION_KEY	Phylum	Subphylum	Class	Order	Family	Genus	species	Taxon
NBNORG0000012522	NBNSYS0000012454	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	anglodanica	Hilara anglodanica
NBNORG0000012525	NBNSYS0000012458	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	beckeri	Hilara beckeri
NBNORG0000012528	NBNSYS0000012461	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	brevistyla	Hilara brevistyla
NBNORG0000012531	NBNSYS0000012464	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	chorica	Hilara chorica
NBNORG0000012534	NBNSYS0000012468	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	cornicula	Hilara cornicula
NBNORG0000012537	NBNSYS0000012471	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	flavipes	Hilara flavipes
NBNORG0000012540	NBNSYS0000012474	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	galactoptera	Hilara galactoptera
NBNORG0000012548	NBNSYS0000012483	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	intermedia	Hilara intermedia
NBNORG0000012549	NBNSYS0000012484	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	interstincta	Hilara interstincta
NBNORG0000012550	NBNSYS0000012485	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	litorea	Hilara litorea
NBNORG0000095898	NHMSYS0020326912	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	longifurca	Hilara longifurca
NBNORG0000012551	NBNSYS0000012486	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	longivittata	Hilara longivittata
NBNORG0000012553	NBNSYS0000012488	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	lundbecki	Hilara lundbecki
NBNORG0000012555	NBNSYS0000012490	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	manicata	Hilara manicata
NBNORG0000012556	NBNSYS0000012491	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	maura	Hilara maura
NBNORG0000012561	NBNSYS0000012496	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	morata	Hilara morata
NBNORG0000012562	NBNSYS0000012497	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	nigrina	Hilara nigrina
NBNORG0000012565	NBNSYS0000012500	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	obscura	Hilara obscura
NBNORG0000122903	NHMSYS0021169077	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	quadrifasciata	Hilara quadrifasciata
NBNORG0000012570	NBNSYS0000012505	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	quadriseta	Hilara quadriseta
NBNORG0000012573	NBNSYS0000012508	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	rejecta	Hilara rejecta
NBNORG0000012577	NBNSYS0000012512	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	subpollinosa	Hilara subpollinosa
NBNORG0000012578	NBNSYS0000012513	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Hilara	thoracica	Hilara thoracica
NBNORG0000042243	NBNSYS0100003640	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Kowarzia	bipunctata	Kowarzia bipunctata
NBNORG0000122904	NHMSYS0021169083	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Kowarzia	madicola	Kowarzia madicola
NBNORG0000042244	NBNSYS0100003641	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Kowarzia	tenella	Kowarzia tenella
NBNORG0000012583	NBNSYS0000012519	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Phyllodromia	melanocephala	Phyllodromia melanocephala
NBNORG0000012439	NBNSYS0000012365	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Rhamphomyia	barbata	Rhamphomyia barbata
NBNORG0000012471	NBNSYS0000012399	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Rhamphomyia	flava	Rhamphomyia flava
NBNORG0000012609	NBNSYS0000012546	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Trichopeza	longicornis	Trichopeza longicornis
NBNORG0000043642	NBNSYS0100006081	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Wiedemannia	bistigma	Wiedemannia bistigma
NBNORG0000043643	NBNSYS0100006082	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Wiedemannia	lamellata	Wiedemannia lamellata
NBNORG0000043644	NBNSYS0100006083	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Wiedemannia	lota	Wiedemannia lota
NBNORG0000043645	NBNSYS0100006084	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Wiedemannia	phantasma	Wiedemannia phantasma
NBNORG0000044963	NHMSYS0020969705	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Wiedemannia	rhynchops	Wiedemannia rhynchops
NBNORG0000043646	NBNSYS0100006085	Arthropoda	Hexapoda	Insecta	Diptera	Empididae	Wiedemannia	simplex	Wiedemannia simplex
NBNORG0000020353	NBNSYS0000029491	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Coenia	curvicauda	Coenia curvicauda
NBNORG0000020354	NBNSYS0000029492	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Coenia	palustris	Coenia palustris
NBNORG0000020330	NBNSYS0000029462	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Ephydra	macellaria	Ephydra macellaria
NBNORG0000020329	NBNSYS0000029461	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Ephydra	riparia	Ephydra riparia
NBNORG0000020286	NBNSYS0000029405	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Hydrellia	albilabris	Hydrellia albilabris
NBNORG0000020289	NBNSYS0000029409	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Hydrellia	cardamines	Hydrellia cardamines
NBNORG0000020290	NBNSYS0000029411	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Hydrellia	cochleariae	Hydrellia cochleariae
NBNORG0000020292	NBNSYS0000029414	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Hydrellia	flavicornis	Hydrellia flavicornis
NBNORG0000020293	NBNSYS0000029415	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Hydrellia	griseola	Hydrellia griseola
NBNORG0000042187	NBNSYS0100003534	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Hydrellia	maura	Hydrellia maura
NBNORG0000020295	NBNSYS0000029418	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Hydrellia	mutata	Hydrellia mutata
NBNORG0000042189	NBNSYS0100003536	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Hydrellia	nigricans	Hydrellia nigricans
NBNORG0000020298	NBNSYS0000029422	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Hydrellia	ranunculi	Hydrellia ranunculi
NBNORG0000020299	NBNSYS0000029423	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Hydrellia	subalbiceps	Hydrellia subalbiceps
NBNORG0000020280	NBNSYS0000029393	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	annulipes	Notiphila annulipes
NBNORG0000042651	NBNSYS0100004282	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	brunipes	Notiphila brunipes
NBNORG0000042652	NBNSYS0100004283	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	caudata	Notiphila caudata
NBNORG0000020281	NBNSYS0000029395	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	cinerea	Notiphila cinerea
NBNORG0000020282	NBNSYS0000029396	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	dorsata	Notiphila dorsata
NBNORG0000042654	NBNSYS0100004285	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	guttiventris	Notiphila guttiventris
NBNORG0000020283	NBNSYS0000029397	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	maculata	Notiphila maculata
NBNORG0000020284	NBNSYS0000029398	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	nigricornis	Notiphila nigricornis
NBNORG0000045702	NBNSYS0100027442	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	nubila	Notiphila nubila
NBNORG0000020285	NBNSYS0000029399	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	riparia	Notiphila riparia
NBNORG0000042655	NBNSYS0100004286	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	stagnicola	Notiphila stagnicola
NBNORG0000042656	NBNSYS0100004287	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	subnigra	Notiphila subnigra
NBNORG0000101937	NHMSYS0020705980	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	uliginosa	Notiphila uliginosa
NBNORG0000045703	NBNSYS0100027443	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	umbrosa	Notiphila umbrosa
NBNORG0000106712	NHMSYS0020936372	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Notiphila	venusta	Notiphila venusta
NBNORG0000020326	NBNSYS0000029457	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Ochthera	manicata	Ochthera manicata
NBNORG0000020327	NBNSYS0000029458	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Ochthera	mantis	Ochthera mantis
NBNORG0000020328	NBNSYS0000029460	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Ochthera	schembrii	Ochthera schembrii
NBNORG0000020355	NBNSYS0000029493	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Paracoenia	fumosa	Paracoenia fumosa
NBNORG0000020315	NBNSYS0000029445	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Parydra	pusilla	Parydra pusilla
NBNORG0000020324	NBNSYS0000029455	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Pelina	aenescens	Pelina aenescens
NBNORG0000020343	NBNSYS0000029478	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Scatella	paludum	Scatella paludum
NBNORG0000020345	NBNSYS0000029480	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Scatella	stagnalis	Scatella stagnalis
NBNORG0000020331	NBNSYS0000029463	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Setacera	aurata	Setacera aurata
NBNORG0000020332	NBNSYS0000029464	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Setacera	micans	Setacera micans
NBNORG0000020333	NBNSYS0000029465	Arthropoda	Hexapoda	Insecta	Diptera	Ephydridae	Setacera	trina	Setacera trina
NBNORG0000012284	NBNSYS0000012195	Arthropoda	Hexapoda	Insecta	Diptera	Hybotidae	Stilpon	graminum	Stilpon graminum
NBNORG0000043348	NBNSYS0100005613	Arthropoda	Hexapoda	Insecta	Diptera	Hybotidae	Stilpon	lunatus	Stilpon lunatus
NBNORG0000012285	NBNSYS0000012197	Arthropoda	Hexapoda	Insecta	Diptera	Hybotidae	Stilpon	nubilus	Stilpon nubilus
NBNORG0000043349	NBNSYS0100005614	Arthropoda	Hexapoda	Insecta	Diptera	Hybotidae	Stilpon	sublunatus	Stilpon sublunatus
NBNORG0000012286	NBNSYS0000012199	Arthropoda	Hexapoda	Insecta	Diptera	Hybotidae	Stilpon	subnubilus	Stilpon subnubilus
NBNORG0000041023	NBNSYS0100001404	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Achyrolimonia	decemmaculata	Achyrolimonia decemmaculata
NBNORG0000010339	NBNSYS0000008106	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Antocha	vitripennis	Antocha vitripennis
NBNORG0000010443	NBNSYS0000008233	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Arctoconopa	melampodia	Arctoconopa melampodia
NBNORG0000041168	NBNSYS0100001862	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Atypophthalmus	inustus	Atypophthalmus inustus
NBNORG0000010370	NBNSYS0000008140	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Austrolimnophila	ochracea	Austrolimnophila ochracea
NBNORG0000010421	NBNSYS0000008206	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Cheilotrichia	cinerascens	Cheilotrichia cinerascens
NBNORG0000010420	NBNSYS0000008205	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Cheilotrichia	imbuta	Cheilotrichia imbuta
NBNORG0000010401	NBNSYS0000008178	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Crypteria	limnophiloides	Crypteria limnophiloides
NBNORG0000010371	NBNSYS0000008141	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dactylolabis	sexmaculata	Dactylolabis sexmaculata
NBNORG0000010372	NBNSYS0000008142	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dactylolabis	transversa	Dactylolabis transversa
NBNORG0000041775	NBNSYS0100002800	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	aperta	Dicranomyia aperta
NBNORG0000041776	NBNSYS0100002801	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	aquosa	Dicranomyia aquosa
NBNORG0000041777	NBNSYS0100002802	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	autumnalis	Dicranomyia autumnalis
NBNORG0000041778	NBNSYS0100002803	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	caledonica	Dicranomyia caledonica
NBNORG0000041779	NBNSYS0100002804	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	chorea	Dicranomyia chorea
NBNORG0000041780	NBNSYS0100002805	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	consimilis	Dicranomyia consimilis
NBNORG0000041781	NBNSYS0100002806	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	danica	Dicranomyia danica
NBNORG0000041782	NBNSYS0100002807	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	didyma	Dicranomyia didyma
NBNORG0000041783	NBNSYS0100002808	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	distendens	Dicranomyia distendens
NBNORG0000041784	NBNSYS0100002809	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	frontalis	Dicranomyia frontalis
NBNORG0000041785	NBNSYS0100002810	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	fusca	Dicranomyia fusca
NBNORG0000041786	NBNSYS0100002811	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	goritiensis	Dicranomyia goritiensis
NBNORG0000041787	NBNSYS0100002812	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	halterata	Dicranomyia halterata
NBNORG0000041788	NBNSYS0100002813	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	halterella	Dicranomyia halterella
NBNORG0000041789	NBNSYS0100002814	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	lackschewitzi	Dicranomyia lackschewitzi
NBNORG0000041790	NBNSYS0100002815	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	lucida	Dicranomyia lucida
NBNORG0000041791	NBNSYS0100002816	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	magnicauda	Dicranomyia magnicauda
NBNORG0000049374	NHMSYS0000078851	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	melleicauda	Dicranomyia melleicauda
NBNORG0000041793	NBNSYS0100002818	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	mitis	Dicranomyia mitis
NBNORG0000041794	NBNSYS0100002819	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	modesta	Dicranomyia modesta
NBNORG0000041795	NBNSYS0100002820	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	morio	Dicranomyia morio
NBNORG0000041796	NBNSYS0100002821	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	nigristigma	Dicranomyia nigristigma
NBNORG0000041797	NBNSYS0100002822	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	occidua	Dicranomyia occidua
NBNORG0000041798	NBNSYS0100002823	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	omissinervis	Dicranomyia omissinervis
NBNORG0000041799	NBNSYS0100002824	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	ornata	Dicranomyia ornata
NBNORG0000041800	NBNSYS0100002826	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	pauli	Dicranomyia pauli
NBNORG0000041801	NBNSYS0100002827	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	rufiventris	Dicranomyia rufiventris
NBNORG0000041802	NBNSYS0100002828	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	sera	Dicranomyia sera
NBNORG0000041803	NBNSYS0100002829	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	sericata	Dicranomyia sericata
NBNORG0000041804	NBNSYS0100002830	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	stigmatica	Dicranomyia stigmatica
NBNORG0000041805	NBNSYS0100002831	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	stylifera	Dicranomyia stylifera
NBNORG0000041806	NBNSYS0100002832	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranomyia	ventralis	Dicranomyia ventralis
NBNORG0000010391	NHMSYS0020977247	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranophragma	adjunctum	Dicranophragma adjunctum
NBNORG0000042610	NHMSYS0020977253	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranophragma	nemorale	Dicranophragma nemorale
NBNORG0000023183	NHMSYS0020977259	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranophragma	separatum	Dicranophragma separatum
NBNORG0000010338	NBNSYS0000008105	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Dicranoptycha	fuscescens	Dicranoptycha fuscescens
NBNORG0000041832	NBNSYS0100002867	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Discobola	annulata	Discobola annulata
NBNORG0000041875	NBNSYS0100002946	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Ellipteroides	alboscutellatus	Ellipteroides alboscutellatus
NBNORG0000041876	NBNSYS0100002947	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Ellipteroides	lateralis	Ellipteroides lateralis
NBNORG0000041877	NBNSYS0100002948	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Ellipteroides	limbatus	Ellipteroides limbatus
NBNORG0000041878	NBNSYS0100002949	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Eloeophila	apicata	Eloeophila apicata
NBNORG0000041879	NBNSYS0100002950	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Eloeophila	maculata	Eloeophila maculata
NBNORG0000041880	NBNSYS0100002951	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Eloeophila	mundata	Eloeophila mundata
NBNORG0000041881	NBNSYS0100002952	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Eloeophila	submarmorata	Eloeophila submarmorata
NBNORG0000041882	NBNSYS0100002953	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Eloeophila	trimaculata	Eloeophila trimaculata
NBNORG0000041883	NBNSYS0100002954	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Eloeophila	verralli	Eloeophila verralli
NBNORG0000041922	NBNSYS0100003055	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Epiphragma	ocellare	Epiphragma ocellare
NBNORG0000041926	NBNSYS0100003065	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioconopa	diuturna	Erioconopa diuturna
NBNORG0000041927	NBNSYS0100003066	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioconopa	trivialis	Erioconopa trivialis
NBNORG0000010439	NBNSYS0000008229	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	bivittata	Erioptera bivittata
NBNORG0000010427	NBNSYS0000008212	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	divisa	Erioptera divisa
NBNORG0000041929	NBNSYS0100003069	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	flavata	Erioptera flavata
NBNORG0000010428	NBNSYS0000008213	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	fuscipennis	Erioptera fuscipennis
NBNORG0000010429	NBNSYS0000008214	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	fusculenta	Erioptera fusculenta
NBNORG0000010430	NBNSYS0000008216	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	griseipennis	Erioptera griseipennis
NBNORG0000010431	NBNSYS0000008217	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	limbata	Erioptera limbata
NBNORG0000023236	NHMSYS0021006165	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	longicauda	Erioptera longicauda
NBNORG0000025308	NBNSYS0000100033	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	lutea	Erioptera lutea
NBNORG0000010433	NBNSYS0000008219	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	meijerei	Erioptera meijerei
NBNORG0000010434	NBNSYS0000008220	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	nielseni	Erioptera nielseni
NBNORG0000010422	NBNSYS0000008207	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	pilipes	Erioptera pilipes
NBNORG0000010435	NBNSYS0000008222	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	sordida	Erioptera sordida
NBNORG0000010436	NBNSYS0000008223	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	squalida	Erioptera squalida
NBNORG0000026852	NBNSYS0000146971	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Erioptera	verralli	Erioptera verralli
NBNORG0000041984	NBNSYS0100003140	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Euphylidorea	aperta	Euphylidorea aperta
NBNORG0000041985	NBNSYS0100003141	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Euphylidorea	dispar	Euphylidorea dispar
NBNORG0000041986	NBNSYS0100003142	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Euphylidorea	lineola	Euphylidorea lineola
NBNORG0000041987	NBNSYS0100003143	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Euphylidorea	meigenii	Euphylidorea meigenii
NBNORG0000041988	NBNSYS0100003144	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Euphylidorea	phaeostigma	Euphylidorea phaeostigma
NBNORG0000042057	NBNSYS0100003258	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Geranomyia	bezzii	Geranomyia bezzii
NBNORG0000042058	NBNSYS0100003259	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Geranomyia	unicolor	Geranomyia unicolor
NBNORG0000010402	NBNSYS0000008179	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gnophomyia	elsneri	Gnophomyia elsneri
NBNORG0000108880	NHMSYS0021006189	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gnophomyia	lugubris	Gnophomyia lugubris
NBNORG0000010403	NBNSYS0000008180	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gnophomyia	viridipennis	Gnophomyia viridipennis
NBNORG0000010419	NBNSYS0000008204	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gonempeda	flava	Gonempeda flava
NBNORG0000010411	NBNSYS0000008194	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gonomyia	abbreviata	Gonomyia abbreviata
NBNORG0000108314	NBNSYS0000033252	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gonomyia	abscondita	Gonomyia abscondita
NBNORG0000010404	NBNSYS0000008187	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gonomyia	bifida	Gonomyia bifida
NBNORG0000010405	NBNSYS0000008188	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gonomyia	conoviensis	Gonomyia conoviensis
NBNORG0000010406	NBNSYS0000008189	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gonomyia	dentata	Gonomyia dentata
NBNORG0000023141	NBNSYS0000033087	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gonomyia	edwardsi	Gonomyia edwardsi
NBNORG0000009170	NBNSYS0000005911	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gonomyia	hippocampi	Gonomyia hippocampi
NBNORG0000010407	NBNSYS0000008190	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gonomyia	lucidula	Gonomyia lucidula
NBNORG0000010408	NBNSYS0000008191	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gonomyia	recta	Gonomyia recta
NBNORG0000010409	NBNSYS0000008192	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gonomyia	simplex	Gonomyia simplex
NBNORG0000010410	NBNSYS0000008193	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Gonomyia	tenella	Gonomyia tenella
NBNORG0000010343	NBNSYS0000008111	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Helius	flavus	Helius flavus
NBNORG0000023175	NBNSYS0000033143	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Helius	hispanicus	Helius hispanicus
NBNORG0000010344	NBNSYS0000008112	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Helius	longirostris	Helius longirostris
NBNORG0000010345	NBNSYS0000008113	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Helius	pallirostris	Helius pallirostris
NBNORG0000010397	NBNSYS0000008174	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Hexatoma	bicolor	Hexatoma bicolor
NBNORG0000010398	NBNSYS0000008175	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Hexatoma	fuscipennis	Hexatoma fuscipennis
NBNORG0000042175	NBNSYS0100003497	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Hoplolabis	areolata	Hoplolabis areolata
NBNORG0000042176	NBNSYS0100003498	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Hoplolabis	vicina	Hoplolabis vicina
NBNORG0000023184	NBNSYS0000033158	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Hoplolabis	yezoana	Hoplolabis yezoana
NBNORG0000042207	NBNSYS0100003580	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Idiocera	bradleyi	Idiocera bradleyi
NBNORG0000042208	NBNSYS0100003582	Arthropoda	Hexapoda	Insecta	Diptera	Limoniidae	Idiocera	punctata	Idiocera punctata
